,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X000877.SZ,X600660.SH,X600010.SH,X600011.SH,X002271.SZ,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X600219.SH,X000786.SZ,X600803.SH,X601991.SH,X600795.SH,X002080.SZ,X000408.SZ,X600688.SH,X600027.SH,X000807.SZ,X300037.SZ,X600352.SH,X002353.SZ,X300073.SZ,X600801.SH,X000825.SZ,X000630.SZ,X600489.SH,X600157.SH,X002326.SZ,X000959.SZ,X600516.SH,X000932.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.035352835154622,0,0,0,0,0.0581746392839376,0,0,0,0.015925497533264,0,0.0702511152254919,0,0,0,0,0,0.0544016362747826,0,0,0,0,0,0,0,0,0.182681926058534,0.111654708589238,0,0,0,0,0,0,0,0.00126003597295482,0,0,0,0,0.0926546261435554,0,0,0,-0.00776892787325262,0,0,0,0,-0.0801497504812184,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496530055041179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00349379239578262,0,0.16400639089371,0.0275384389201494,0,0,0,0,-0.0396719164776523,0,0,0.0044832092247263,0,0,0,0,0.0651607016298628,0,0,0,-0.0231256350310824,0.0286565735997005,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00756954434489346,0,0,0,0,0.00907172709361042,-0.018291441432242,0,0.240361566443588,0,-0.113330372750393,0,0,0,0,0,0.0662731598453159,0,0,0,0,0,0,0,0,0.220636477616403,0,0,0,0,0.121065018884109,0,0,0,0,0,0,0,0.0663091798856207,0,0,0,0,-0.0143860455604851,0,0,0,0,-0.011600441179187,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0747068002830382,-0.0753842851608706,0.0944357183989785,0,0,0.109887994933693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663745850487377,0.0934428423243061,0,0,0,0,0,0,0,0,0,0.101896503302943,0,0,0,0.0680000565183663,-0.101282898323783,0,-0.00986952107667825,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0661512309132119,0.149704414519571,0,0.0546213409160201,0.0125537246226371,0,0,0,0,0,0,0,0,0,0.276830323681834,0,0,0,0.0776557374957585,0,0,0,-0.0378646155818833,0,0,0,0,0,0,0,0,0.233628237827947,0,0,0,0,-0.116372118793629,0,0,0,0,0,-0.00511387448881553,0,0,0,0,-0.0347407297650365,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.524701470070282,0,0.286442012578149,0,-0.00910672833253399,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0307093595896005,0,0,0,0,0,0,0,0,0,0,-0.0587888357920534,0.295965173516813,0,0,0,0,0,0,0,0,0,0,0,0,0.192554438106182,0,0,0,0,0,0,-0.0533246703342634,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590107571433153,0,0.049963152172411,0.0778027104480759,0,0,0,0,0,0,0.0284637513776425,0,0,0,0,0,0,0.042255713528417,0,0,0,0,0.0538531650043665,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0158634857367155,0,0.22281930059074,0,0,0,0.00560047577405679,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.358101582465245,0.286876620742315,0,0,0,0,-0.00339593754277145,0,0,0,0.203596893941631,0,0,0,0,0,0.064007954300643,0,0,-0.160701217757765,0,0,0,0,0.184645644393706,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694096222470534,0,-0.0318583428084495,0,0,0,-0.0506554079246481,0.0833175537180873,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.468930568555644,0,0,0.155934406348679,0,0.0789006396779011,0,0,0.0646552512900087,0.135821078383925,0,0,0,0,0,0.00979810995658421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0997797546254105,0,0
X002466.SZ,0,0,0,0,0,0.461803811630547,0,0.278499508366211,3.46944695195361e-18,0,0,0,0,0,0,0.0996167618019414,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12420695126235,0,0,0.271475105769956,0,0,0,0,0,0,0.184057776436608,0,0,0,0,0,0,0.0470641958383671,0,0,0,0,0.018346569924168,0.0197121652489705,0,0,0,-0.00392260501911045,0,0
X000877.SZ,0,0,0,0,0,0,0.0467603640102919,-0.0113570481551051,0,0,0,0,0.0312820973839518,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0550900875936261,0,0,0,0,0,0,0,0.00347350494394661,0,0,0,0,0.237343704609995,0.0235001620843711,0,0,0,0.00745883447781838,0.00248938021390099,0,0,0.0797439471809674,0,-0.0662802200532435,3.46944695195361e-18,0,0,0,0.0619212382875205,0,0
X600660.SH,0,0,0,0.109645589380797,0,0,0,0,0,-0.129587587287837,-0.101133865165349,0,0,0,0.0490717431883245,0,0,0,0,0,0,0,0,0,0.0383727970376591,0,0,0,0.00776222092084954,0,0,0.0403604939330258,0,0.0132781511476392,0,0,0,0,0,0.0756700508784729,0,0,0,0,0,0,0,-0.0583566718439784,0,-0.0459584646871705,0,0,0.0285051021864006,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.284178480753604,0,0,0,0,0,-0.0790454046404602,0,0.222374162253721,0,0.023457111327313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121196839152846,0,0,0,0,0.165215270828844,0,0,0,0,-1.73472347597681e-18,0.106859477497166,0.00662089334024465,0,0,0,0.00782391393585579,-0.0232991555921278,0,0,0,0.0535867495638745,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.134240005804564,0,0,0,0,0,4.33680868994202e-19,-4.33680868994202e-19,0,0.0945908811118175,0,0,0.374649564377557,0,0,0,0,0,0,0,0,0,0.105591590371389,0,0,0,0,0.0451380066345365,0,0.0369072094932961,0,0,0,0,0.000326145718242359,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0941895926189296,0.196533812511261,-0.00138371352319972,0,0,0,0,0.0633047801983663,0,0,0,0,0,0,-0.0523191300440679,0,0,0.78864116028735,0,0,0,0,0,0,-0.0852691619540853,0,0,0,0,-0.0635702149763396,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259172582999662,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0754363536760649,0,0,0,0,0.0316072923023918,0.083957800355774,0,0.144162989052127,0,0.0468735780013658,0,0,0,0,0,0,0,0,0.0483249162256526,0,0,0,0.0320449106411351,0,0,0,0,0,0,0,0,0.0722400073092932,0,0,0,0,0,0,0,0,0.0412466038647779,0,0,0.0312871868748808,0,0,0,0,0,0
X600188.SH,0,0,0.408814453103469,0,0,0,0,0,0,0.13140222091572,0,0,-0.0202997858773703,0,0,0,0,0.143197856774995,0,0.443988772094297,0,0,0,0,0.0585561812560703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165598456136244,0,0,0,0,0.100163585816827,0,0,0,0.0447739955220522,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.161129860359608,0,0.0339385581337644,0,0.0487314817251128,0,0.136175916994972,0.0984698991017729,0,0,0,0,-0.0238454960701699,0,0,0,0,0,0,0,0,0,-0.132079128843599,0.56950583923561,0,0,0,0,0,0,0,0,0,0.0109147807462976,0,0,0,0,0,0.00877044012498667,0,0,0,0,0.0163212887570885,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0648595059439985,0,0,0,0,0.244679165736237,0.122943744382769,-0.40728637440887,0,0,0.281208881278805,0,0,0,0,0,0,0,0,0,0,-0.0124313021530276,0,0,0,0,0,0,-0.115357354545204,0,0,0,0,0,0,0,0,0,0.160089886688026,0,0,0,0,0,0.0882205062722964,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403532533985548,0.00698688550544166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100986206734654,-0.136140524363862,0,0,0,0,0,0.036826585401539,0,0.204086790012135,0,0,0,0,0.0748042115101675,0,0,0,-0.0190727661479591,0,0,0,0,-0.0301799034902416,0,0
X600547.SH,0,0,0,0,0,0.0624652072353351,0,0,-0.110023816312257,0,0,0,0,-0.0142694072762048,0,-0.0910061823119616,0,0,-0.0469978327776841,0.00145886623728768,0,0,0,0,0,0,0,0.0106243209652105,0,0,0,-0.0842078809926252,0,0,0,0,0,0,0,0.0106978171741031,0,0,0,0,0,0.0727265475321257,0,0,0,0.0735926731288761,0,0,0,0,0,0,-0.0802638278833576,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359645209604154,0,0,-3.46944695195361e-18,0,0,0,0,0.0390418442359884,0,0,0,0,0,0,0.00430480370291349,0,0,0,0.00267065504598656,0,0,0,0,0,0.0488778713528092,0.37654648764704,0,0,0,-0.0487949389355338,0.0458557889759092,0,0,0,-0.00578710435544204,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189551039621618,0,0,0.180660456466086,0,0,0,0,0,0,0,0,0,0.125556317669809,-0.122863137732152,0,0.27687174427499,0.147768572591757,-0.00359081497200707,0.0822460988667691,0,0.0111763435331758,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.149788674273472,0,0,0,-0.0147714808558533,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.308829440067138,0.13954607938734,0,3.46944695195361e-18,0,0,0,0,0,0.111018640987793,0.0140819696123415,0,0,0,0.0530642266036499,0,0,0,0,0,0.0953609632905528,0,0,0.0591905945086964,0,0,0,0.165306080172808,0,-0.0311018506891394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017478383443493,0.0214599693265724,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232165521306227,0.329797394672821,0,0,0,-0.0451294312184266,0,0,0,0,0.240255834001508,0,0,0,0.136457503132175,0,0.0634975745844134,-0.337792537382135,0,0,0,0,0,0,0.223952014052801,0,0,0,0,-0.142112582807237,0,0,0,0,-0.0116720949997018,0,0,0,0,0,0,0.0836187523339189,0,0
X600426.SH,0,0,0,0,0,0,0,0,0.0714571442697925,0.0350478296257885,0,0,0,0,0,0,-0.0449480225747937,0,0.145864284150286,0,0,0,0,0,0.017020238573654,0,0,0.119218166049669,0,0,0,0,0,0.230349034858304,-0.0964331659614897,0,0,0,0,0,0,0,0,0,0,0.00453343860760927,0,0,0,-0.00808881223527658,0,2.16840434497101e-19,0,0,0,0,0.00903699656101505,0,0
X600219.SH,0,0,0,0,0,0.0341972431149805,0,0,0,0,0,0,0,0,0.109478293783483,0.0293521332304278,0,0.43220785636925,0.0357096858117951,0,0,0,0,0,0,0,0,0,0,0,0.213052753765902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522932366497527,0.0361202646284991,0,0.0249608701066418,0,0.014363026215964,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.29481952759038,0,0,-0.0427932578286689,0,0,0,0,0,0,0.312256094002328,0,0,0,0,0.165566850012888,0,0,0,0.281924227741153,0.0204180565464667,0.0531271065651266,0,0,0,0,0,0,0,0,-0.0996402399253108,0,-0.185957341849135,0,0,0,0,0,0,0,0,-0.0583367633099524,0,0,0,0,0,-0.0152855551229896,-0.0230814798489058,0,0,0,0.0512591603698464,0,0
