,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600489.SH,X600111.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X000792.SZ,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X600583.SH,X002075.SZ,X601158.SH,X000723.SZ,X000709.SZ,X000883.SZ,X600352.SH,X000983.SZ,X000898.SZ,X600176.SH,X000027.SZ,X000630.SZ,X000060.SZ,X000539.SZ,X002470.SZ,X002460.SZ,X002407.SZ,X600612.SH,X000012.SZ,X000937.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.149336568706603,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.103044061437664,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264775922262808,0.0965852462134842,0,0,-0.0425459602513253,0,0,0,0,0,0.00588772837582503,0,0,0,0,0.102835547979222,0,0,0,0,0,0,0,0,0.0460929304572132,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.116634199628009,0,0,0,0,0,0,0,0,-0.0136868460032954,0,0,0,0,0.0160803611345847,0,0,0.00401600025024445,0,0,0,0.174164896255838,0,0,-0.0928473213713257,0,0,0.0559522924537236,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0019938754856557,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.00408608703245524,0.0190760598366943,0,0,0,-0.0248623165095865,0,0,0.0809179650282527,0,0,0,0,0,0,0.0563690575628595,0,0,0,0.0184523645317101,0,0.0162786258957373,0,0,0,0,0.107557747141886,0,0,0,0,0,0,0,0,0,-0.00898857713463287,0,0,0.110047538607114,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0279768077531808,0.203496042694209,0,0,0.0399166890437328,0,0.094480570979915,0,0,0,-0.0588829913760811,0,0,0,0,0,0.0068934002722089,0,0.00703874274697808,0,0.0656453233176149,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302488717643763,0,0,0,0,0.0774937193142299,0,0,0.148867743459401,0.0231901033516021,0,0,0,0.0158815658721104,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0543339360908179,0,0,0,0.0117687706431348,0,0.0712766842065134,0,0,0,0.37047455763032,0,0,0,0,0,-0.00758927785798831,0.0137157310953705,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.102571947725748,0,0,0,0,0,0,0,0,0,0,0.0570492356494033,0,0.010177332984977,0.0720786650632135,0,0,0,0,-0.00584286178951322,-0.0238613819020302,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0330798044822157,0,0.147042311503766,0,0,0,0,0.0952346021183684,0,0.140657978737323,0,0,-0.0960286056796597,0,0,0,0,0,0.304179709678673,0,0.141726574127775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685255996557741,0,0,0,0,-0.115277950987082,0,-0.0550658926965989,0,0,0,0,0.0634245431294012,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119133859937933,0,-0.0450537127397623,0,0,0,0,0.0167568922441067,0,0,0,0,0,0.0481396317078656,0,0.0686993013385394,0.00976891797911078,0,0,0,0.0155243203988253,0,0.100766437102489,0,0,0,0,0,0,0,-0.00980956974018585,0,0,0.021286441565955,0,0,0,0.0578962161703111,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0113085130496239,0,0,0,0,0,-0.024017111478809,0,0,0,0,0,0,0,0,0,0.106253242713712,0,0,0,0.0697436866021272,0,0.0471569654297834,0,0,0,0,0,0.158566033084827,0,0,0,0,0.0917674529840714,0,0,0,0,0,0.0747838112525198,0.0644115149175802,0.031059029963119,0,-0.0287432938909968,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0139864096879772,0.0396537046249652,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.00198174171492682,0,0.0338091142260742,0.220975490069515,0.0244498539387166,0,0,0.174384932981567,0.0350278433576326,0.0427827595875816,0.191853192523764,0,0,0,0,0,0,0,0.0204953550631392,0,0,0,0,0.0524818802665262,0,0,0,0,0,0.0653465973457823,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525940717771616,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0301566987925534,0,0,0.149503391794412,0,0.0421311824915185,0,0,0,0,0,0,0,-0.0424982906669231,0,0,0,0,0,0,0,0,0,0,0,0,0.00613418260689366,0,0,0,0,0,0,0
