,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X600886.SH,X300072.SZ,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600027.SH,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X601699.SH,X002271.SZ,X600426.SH,X000408.SZ,X601158.SH,X000830.SZ,X600489.SH,X600583.SH,X600339.SH,X600219.SH,X600808.SH,X000883.SZ,X600157.SH,X600315.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0950814725232202,0.0443325851458844,0,0,0,0,0,0,0,0.00889071288525381,0,0,0,0,0,0.0205071814712967,0,0.0607567437217217,0,0,0,0,0,0.0998189008977974,0,0.11636572666634,0,0,0,0,0,0,0.0650187168149352,0.0853553573565595,0,0,0,0.0169158823433165,0,0.0353827300918559,0,0,0,0,0,0,0,0,0.0087489891428767,-0.00759621752149625,0,0,0,0,0,0
X600028.SH,0,0,0.298325697662077,0,0,0,0,0,0,0,0,0,-0.0447989715798301,0,0.166288556324658,0,0,0.0625530756578177,0.159111073013032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101090300558228,0,0,0,0,0.0793248427214653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.0601154735467799,0,0.399723033415737,0.0499271158123813,0,0,1.38777878078145e-17,0,-0.0453178182999543,0,0,0,0,0,0,0,0,0,0,0,-0.0343225563541026,0,0,0,0,0,0,0,-0.0755623964768883,0,0,0,0.255548308242239,0,0,0,0,0.0483317597523254,0,0,0,0,0,0,0,0,0,0,0,-0.0253072875345315,0,0,0,0,0,0
X600019.SH,0,0,0.259751277541539,0,0,0,0,0.352394601714179,0,0,0,0,0,0,0,0,-0.0190289774437486,0.0301250813259637,0,0,0,0,0,0,0,0,-0.0875591403750496,0,0,-0.150386696425861,-0.0287239678451455,0,0.0677935473152086,0,0,0,0,0,-0.142759770419442,0,0,0,0,0.182686090913733,0,0,0,0,0,0.00935998144935118,0,0,0,0,0,0,0
X600585.SH,0,0,0.622219929459299,0,0,0,0,0.00309098892205904,0,0,0.0116834340940903,0,0,0,0,0,0.108441600914697,0.0814644270779028,0,0,-0.0696108557391335,0,0,-0.0375252006759662,0,0.0530704421568343,0,-0.0714096783549152,0,0.0313706687394904,0,0,0,0,0,0,0,0,0.140750284273355,0,0,0,0,0,0,0.042875912373098,0,0,0,0,0.0720457207649189,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0307268868912847,0,0,0,0,0,0,0,0,0,0,0,0,0.0279748925440546,0,0,0.0439336200248351,0.0659449871584788,0,0,0,0,0,0,0.108037178552944,0.0985661786967685,-0.112811316161721,0,0,0.125200026181208,0.290188481440379,0,0,0,0,0,0,0,0,0,0,0.0232485954602021,0,0,0,-0.0194331478296055,-0.0283857435805535,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.05666802012165,0,0,0,0.0144256021062809,0,0,0.188852948221637,0,0,0,0,0.0887372723821935,0,0,0,0,0,0.0744160064451489,0,0,0,0.0980865073607135,0,0,0,0.123617015648042,0,0,0,0,0,0,0.0552760882786789,0,-0.00428213996570494,0.0171896903583581,0,0,0,0,0,0
X600188.SH,0,0,0,0.317345773948266,0,0,0,0,0,0,0.0739235092684917,0,0,0,0,0,0,0.0677084111178455,0,0,0,0,0,0,0.469622821415982,0,0,0,0,0,0,0,0,0.260966043364385,0,0,0,0,0,0,0.291505998435281,0,0,0,0,0.0101893214021756,0,0,0,-0.0105952015324157,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.28832148744006,0,0,0,0.057674532430236,0,0,0,0,0,0,0,0.0463586868244265,0,0,0,0,0,0.0414600658160483,0.0926415751917375,0,0,0,0,0.107705504350929,0,0,0,0,0.171877555521524,0,0,0,0.0451303320883406,0,0,0.0110537530460677,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0338408364268942,0,0,0,0,0,0,0,0,0.0757747557795707,0.448464496254781,0,0,0,0.0976516255301966,0,0,0,-0.0212318682636383,0,0,0,0.0712789477524966,0,0,0,0.00180854645668253,0.00055790844186261,0.00313224094657393,0,0,0,-0.160906404312781,0,0,0,0,0,0,0,0.0357017061007428,0,0.0235482020322231,0,0,0,0,0,0,0
