,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X601992.SH,X000898.SZ,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X600111.SH,X600352.SH,X600299.SH,X002460.SZ,X600489.SH,X000629.SZ,X601158.SH,X600808.SH,X600801.SH,X000786.SZ,X600219.SH,X000825.SZ,X000883.SZ,X000553.SZ,X002271.SZ,X600583.SH,X002110.SZ,X002470.SZ,X600021.SH,X600612.SH,X000408.SZ,X000539.SZ,X000630.SZ,X600339.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.235811262819439,0,0,0,0,0,0,0,0,-0.0182437047553314,0,0,0.186714978975099,0,0,0,0.0140851900758313,0.03647877319679,0,0,0,0,0,0,0.0777883195226894,0,0,0,0,0,0,0,0,0,-0.0333791477118485,0,0,0,0,0,0,0,-0.00960456067101275,0.0231795764261699,0,0.0118367166973462,0,0.112642897614072,0.0406993553688836,0,-0.0164141727551813,0.0159525532504883,0,0,0,-0.0230693893159134,0,0
X600028.SH,0,0,0,-0.0980057181721401,0,0,0,0,0,0,0.256859845027817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498188575242094,0,0,0.0624220354344802,0,0,0,0,0,0,0,0,0.351615469633971,0,0,0,0,0,0,0,0,0.289670397844284,0,0,0,0.0666041633417241,0,0,0,-0.044210808834493,0,0
X601088.SH,0,0,0,0,0,-0.0946988091336431,0.0398679085889631,0,0,0,0,0,0.197870491769832,0,0,0,0,0,-0.0877609573058498,0,0,0.0844264218985262,0,0,0,0,0,0,0,0,0,0,0,0,0.0257546184714583,0,0,0,0,0,0.125688723902905,0.0426856861185795,0,0,-0.133494583970408,0,0,0,0,0,0,0.0161246276362394,0.0211887131528402,-0.135704733011664,0,0,0.107052792388111,0,0
X600585.SH,0,0,0.0131137750758808,0,0,0,0,0.113710966856184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421901740224049,0,0,0,0.057574732359891,0,0.183836184479493,-0.122293812289892,0,0,0.449278194926402,0,0,0,0,0,0,0,0.0833763281782797,0,0,0,0.0826297110932792,-0.324264756873089,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0571372581680412,0,0
X600019.SH,0,0,0.0991935891199228,0,0,-0.00521273748690043,0.0484977281016834,0,-0.0678163721218521,0,0,0,0,0,0,0,0,0,0,0,0.271800293323068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983115802759203,0.229621399037605,0,0.0286194532595828,0.0313139766487233,0,0,0,0,0,0,0,0.0229260574001716,0,0,0,0.00289383579603186,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56491751099256,-0.0159007205316369,0,0,-0.113497529241943,0,0,0,0.043381071794614,0,0,0,0.0111849154977128,0,0,0,0,0,0,0,0,0.144290238596924,0,0,0.124927950919951,0,0.0960000151979421,0,0,0,-0.092775202454897,0,0,0.0112484136088492,0,0,0,0,-0.00937595401431808,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583327111845105,0.110111034936372,0,0,0,0,0.225015463038063,0.0875850493344157,0,0.00650843715953505,0,0,0,0,0.146345244075027,0,0,0,0,0,0.0492034632823194,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880541432359153,0,0,-0.0517530693058311,0.107771476034323,-0.205554141645903,0,0.214434972367816,0,0,0,0,0,0,0,0.0361938822095037,0,0.144796237532217,0,0,0,0.183024572565191,0,0.108960061042566,0,0,-0.0105863596061238,0,0,0,0,0,0,0,0.011619415681421,0,-0.0245991071115684,0,-0.00652526488092226,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110109684500188,0,0,0,0,0,0.813710506780812,0.0510533955925123,0,0,0,0,0,0,0,0,0,0,0.0316090539977917,0,0.0552949279108054,0.0602548659299429,0,0.102406291555183,0,0,0,0,-1.42003591881417e-06,-0.0100564190074896,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0531370446017388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10954405105426,0.0653990156121445,0.0019162531788979,0,0,0,0.0450363028359939,0,0,0.0519966543668606,0,0,0,2.16840434497101e-19,0,0,0,0,0.00961475858520045,0,0,0,0,0,0,0,0,0.0932533174058275,0,0,-0.00665001322851747,0.0211798468178925,0,0,0,0.0305398201615195,0,0
X600660.SH,0,0.111108460706649,0,0,0,0,0.0903108261817818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0236596575230578,0,0,0,0,0.239583418533289,-0.104278721365551,0,0,0,0,0,0,0,0,0,0.0696390134287154,0.0220158098927522,-0.041736099947195,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0365300372110322,0,0.0268513511092778,0,0,0,0,0.112460915345643,0,0,0,0.0675826057671876,0,0,0.0747783505586085,0,0,0,0.0734689445540525,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,-0.0908744286442564,0,0,0.000201825662262072,0,0,-0.022350166383551,0.0172070000299198,0,0,0,-0.0363176973616525,0,0
X600886.SH,0,0,0.00504243792854814,0.0174546370083563,0,0,-0.0475091547213475,0,0,0,0,0,0,0,0,0,0,0,0.0667891119018801,0.0690283064184931,0.161929378785096,0,0,0,0,0,0.183687305322791,0,0,0,0,0,0,0,0,0,0,0,-0.127204708621466,0,0,0,0,0,0.0786036806486451,0,0,0,0,0,0,0.0226856329858322,-0.0397646553074187,0,0,0,0,-0.0608345523287896,0
X600688.SH,0.101459013817556,0,0,0,0.126017112961833,0,-0.00791239143725741,0,0,0,0,0,0,0,0,0,0,0.0784254566481959,0,0,0,0,0,0,0,0,0,0,-0.0549117303436638,0,-0.00549052305274259,0,0,-0.0456404180041161,0,0,0,0,0,0,0,0,0.168102159831979,0.0741494758856434,0,0,0,0,0.106414635694009,0,0,-0.00512013805151864,0.0195498858100756,0.0889424555672471,0.0301108053311666,0,0.00102647676615947,0,0
X601600.SH,0,0,0,0,0,0,0.0814494013232044,0,0,0,0,0,0,0,0,0,0,0,0,0.088731743992834,0,0,0,0.11651266971809,0,0.110493815913475,0,0,0.0136033423082833,0,0,0,0,0,0,0,0,0,0,0.0275901188620737,0,0.0244548026639938,0,0,0,0,0,0,0.0874056820654541,0,0,-0.0196891366148495,-0.0118555692868936,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0370649574641539,0.0475894690658386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493589980484031,0,0,0,0,0,0.148622914739813,0,0,0,0.0565577228456097,0,0.00296103666468779,0,0,0,0,0,0,0,0.0583853190668778,0,0,0.0047919014852055,-0.00889231804008793,0,0,0,-0.0118584776917891,0,0
X600362.SH,0,0,0,0,0,0,0.0190126646221441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367957985061724,0,0,0.268470025928225,0,0.0307535515319331,0.000124603833687745,0,0.0155751402200911,0,0,0,0,0,0,0,0,0,0,0.100913896414324,0,0,0.0334667346469207,0,0,0,0,0,0,-0.00227212685200463,0.0232264432888955,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.125102693319458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168498328132541,0,0.0248640722280555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110981104482352,0,0.178259943188014,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.00449065237189746,-0.00464612924180969,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.448353596824765,0,0.491749545904911,-0.00338831679368198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215381768846928,0,0,0,0.144336260022153,0,0,0.221987138713104,0,0,0,0,0.00146215828503364,-0.0513857406927182,0,0,0,-0.077771451643385,0,0
