,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X600547.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X300072.SZ,X601992.SH,X600886.SH,X002460.SZ,X600111.SH,X600516.SH,X000898.SZ,X000786.SZ,X600176.SH,X000553.SZ,X600352.SH,X000709.SZ,X000792.SZ,X600299.SH,X600027.SH,X600489.SH,X000825.SZ,X002271.SZ,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X002470.SZ,X600157.SH,X000883.SZ,X600315.SH,X000630.SZ,X600583.SH,X600808.SH,X002408.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.306570344329624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606782660756355,0,0.170471647347327,0,0,0,0,0,0,0.0252124355963211,0,0,0,0,0,0,0,0,0.0601240481964878,0,0,0,0,0,0,0,0,0,0,0.104937346738771,0.052543075456481,0,0,0,0.00124529186487319,0.022006345052292,0.0175351309584848,0,0,0,0,0
X600028.SH,0.233725993347035,0,0.310061632219378,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.120416131477455,0,0,-0.0587021441748883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243954367224267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154727721623775,0,0,0,0,0.0261328260581048,0.00515346123205394,0,0,0,0,0,0
X601088.SH,0,0.119083789882782,0,0.207804507537218,0.0120869354134788,0,0,0.0247644300044301,0,0,0,0,0,-0.0124565416380262,0,0,0,0,0,0,0,0,0,0,0.0155714646604285,0,0,0,0,0,-0.171996308854545,0,0,0,0,0,0,0.387656821823742,0,0,0,0,0,0,0,0,-0.00883844046913355,0,0,0,-0.00950826923774873,0,0,0,0,0,0
X600019.SH,0,0,0.143372466075148,0,0.229533746055522,0,0,0,0,0.0220841772539954,0,0,0,-0.00566514111547886,0,0,0,0,0,0,0,-0.0157201841516357,0,0.0350820677939005,0,0,0,0,0,-0.0866049714029377,-0.0451454824130181,0,0,0.02051107653437,0,0,0,0.232769914538402,0,0,0,0,0,0,0,0.215224876264696,0,0,0,0.0253252398943184,-0.0280039121921153,0,0,0,0,0,0
X600585.SH,0,0,0,0.40095906239471,0,0,0,0,0,0.11724543762875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15251066165581,0,0,0,0,-0.106802452204725,0.264417863353288,0,0,0,0,0,0,0.205181623122055,0,0,0.0309500249047795,0,0,0,0,0,0,0,0,0,0.0641752960162248,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218160331666496,0,0,0.186164540662203,0,0,0.0330703484371181,0,0,0.0712294089718697,0,0,0,0,0,0.0446866313214553,0,0,0,0,0,0.1158093176941,0.0197677579427909,0,0,0,8.67361737988404e-19,0.160565535449207,0,0,0,-0.00913078848359313,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.238439957190029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252749434717,0.0615594596655584,0.148785776043797,0,0,0,0.0701596587646341,0,0,-0.021619794046692,0,0.250248715247086,0,0,0,0,0,0.206038830839818,0,0,0,0,0,0,0,0,0,0.0226646329548043,0,-0.0164949930144629,-0.0244575205454723,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.425740104331572,0,0,0,-0.0123563400271261,0,0,0,-0.153823667865313,0,0,0,0,-0.062467539726929,0,0,0,-0.255078307094349,-0.179970843425335,0,0,0,0,0,-0.0295529976534196,0.321115252078352,-0.335252056414536,0,0,0,-0.387288120235418,0,0,0,0,0,0,0,-0.145300225273121,0,0.0816387746804876,-0.273444178857078,-0.351093076061437,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0497054109032419,0,0,0,0,0.368795635857888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576000259094572,0,0,0,0,0,0,0,0,0,0.036746241168333,0,0,0,0,0.0479545800695118,0.156221346111372,0,0.132445662445062,0,0.0196745941836414,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.164228998318344,0.0720913558620916,0,0,0,0,0,0,0,0.124653475848383,0,0,0,0,0,0,0,0.153131345043385,0,0,0.124945736697175,0.0490648964757332,0.102466386355401,0,0.225122744544901,0,0,0,0,0,0,0,0,0,0.346431247398291,0,0,0,0,0,0,0,0.173761034553487,0,0,0,-0.0188684423153012,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0543646817692627,0,0,0,0,0,0,0,0,0,0,0,0.050276595149142,0,0.0049269609346911,0.074846613483771,0.0663433619896639,0,0,0,0,0,0,0.00948121071096301,0,0.238435849296952,0,0.0451807853513321,0.073710386598031,0.0350168818243026,0,0,0,0,0,0,0,0,0,0.0495319498368855,0,0,0,0.0109057808538111,0,0,0,0,0,0,0
X600688.SH,0,0.352283362974577,0.0488232450827117,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0363012745883732,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105735096326616,0,0,0.0361080537342091,0,0,-0.101663479569176,0,0,0,0.02065168885563,0,0,0,0,0.177216039779436,0,-0.00793905434671084,0,0,0.0141528469123686,0.0573689047722644,0,0.0850947132436685,0,0,0,0
X600547.SH,0,0.0782464541318543,0,0,0.0957938302826472,0,0,0,0,0,0,0,0,0,0.0759692319865389,0,0,0,0,0,0,-0.0365669440495557,-0.0596242548116833,0,0,0,-0.0683430527751962,0,0,0,0,0,0.979979432106822,-0.0287002676230316,0,0,0,0,0,0,0,0,-0.0155043101680562,0,0,0,0,0,0,-0.00418408037423757,0.00663746085225239,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503272679697085,0,0.0200113954279918,0,0,0,0.143957147862446,0,0,0,0,0,0,0,0,0,0,0,0,0.0334841276762587,0,0,0,0,0,0,0,0,0,0.0129574333906516,0,0,0,0,0,0,0
