,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X600188.SH,X601992.SH,X002466.SZ,X600362.SH,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600176.SH,X000786.SZ,X600027.SH,X000553.SZ,X600352.SH,X000792.SZ,X000408.SZ,X600808.SH,X600489.SH,X600219.SH,X000959.SZ,X002271.SZ,X601158.SH,X601699.SH,X002092.SZ,X600339.SH,X000883.SZ,X000723.SZ,X000983.SZ,X002470.SZ,X002110.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.499200445724661,0,0.0235441653302257,0,0,0,0,0,0,0,0,0,0,0,0,0.00890313204040479,0.0756592228498529,0,-0.0492238983229662,0,0,0,0,0,0,0,0,0,0,0,0,0.0277120698891941,0,0,0,0,0,0.0723981050029565,0,-0.0855876738545352,0,0,0,0,0,0,0,0,0,-0.00170549599777131,0,0,0,0,0,0,0
X600028.SH,0.478260666273387,0,0.0503567276744714,0,-0.0488307053019831,0,0,0,0,0,0.0186484844461514,0,0,0,-0.0223093694126432,0,0,0,0,0,0,0.112775428789694,0,0,0,0,0,-0.0850257812961421,-0.00573683446015219,0,0,0,-0.00333934763785003,0,0,-0.0389787065151788,0,0,0,0,0,0,0,0,0,0.0368619619995546,0,0,0,0,1.0842021724855e-19,0.0171280283780013,-0.108215567731469,0,0,0,0,0
X601088.SH,0,0,0,0.043782262706611,0.0935699526722689,0,0,0,0,0.0432288007910968,0.283064456166097,0,0,0,0.0757959234330459,0,0.0431275894228656,0,0,0,0,0,0,0,-0.0984024403055145,0,0,0,0.137597164006535,0,0,0.0474221246359947,0,0,0,0,0,0,0,0,0.23637107634607,0,0,0,0,0,0,0,0,0,0.021150640931008,0,0,0,0,0,0,0
X600019.SH,0,0,0.130093816789259,0,0,0,0.106656140793254,0,0,0,0,0,0,0,0,0,0,0.190199921931209,0,0,-0.0352758106792707,0,0,0.357276553419469,0,0,0,0.10702652537691,0,0,0,0,-0.0886786021672031,0,0.257641613123468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282743074078294,-0.00829462816315368,0.207395154552465,0,0,0,0,0
X600585.SH,0,0,0.350950683680268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563557368228873,0,0,0,0.0548808711732491,0,0,0,0.0435847247592971,0,0,0,0,0,0,0,-0.0960267643879131,0,0.161768255258417,0,0,0,0,0,0,0,-0.375017302662685,0,-0.352476790397588,0,0,-0.107307256846014,0,0,-0.0064696970844719,0.0388559354341934,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038786553066016,-0.0271991300418254,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464069912465286,0,0,0.0221816342588233,0,0,0.021868203894788,0,0,0,0,0,0,0,0,0,0.0694776228950063,0,0,0,0.308261739273391,0,0,0,0,0,0,0.142174958831552,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.0025662645404647,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200039109630487,0,0,-0.00159677266642569,-0.331908222471108,0.146973144576164,0,-0.118418541823253,0,0,0,-0.004046247470013,0,0,0.039945755642976,-0.0148740507869404,0,-0.112401128105109,0,-0.0240965598350382,0,0,0,0,0,0,0,-0.0320780248730595,0.783266011577408,0,0,0,0,0,0,0,0,0,0.00136767119674433,0,0,0,0,0,0
X600011.SH,0,0.133801794372784,0,-0.0191061424642016,-0.0660258834626242,0,0,0,0,0.0751119636929309,0,0,0,0,0.0842459731937278,0,0,0,0.0305919351025182,0,0,0,-0.04907758453948,0,0,0,0,-0.00984258443749886,0.0123522685035845,0,0,0,-0.0217242854103639,0,0.0112382589089845,0,0,0,0,0,0,0,0,0,0.111388341579119,0,-0.0353805374215788,0,0,0,-0.0193711573619005,0.024018740988062,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.00376077208502177,0,0.0635438842410085,0,0,0,0,0,0,0,0.217288486048498,0,0,0,0,0,0,0,0,0,0.00478330480871542,0,0,0,0,0,0.0195520346603574,0,0.0611698043614617,0,0.0257835004017105,0,0,0,0,0,0,0,0,0,0,0.186494730210019,0,0,0,0,-0.00845764781397849,0,0,0,0,0,0,0
