,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600219.SH,X600176.SH,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X601168.SH,X000933.SZ,X000877.SZ,X600096.SH,X000408.SZ,X000883.SZ,X002353.SZ,X000027.SZ,X600378.SH,X000932.SZ,X600995.SH,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.413276799550956,0,0,0,0.176400157172719,0,0,0,0.0423405964461007,0,0,0.0996962342625217,0,0,0.144571541686643,0,0,0,0,0,0,-0.0507567585634519,0.0614589084023918,0,0,0,0,0,0,0,0,0,0,0.0247127005547968,0,0,0,0,0,0,0,0,0.0664681522197373,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706357588197439,0,0
X600028.SH,0.436443936626928,0,0.123300073461708,0.0134908137292958,0.0489074224995335,0,0.0469866968494117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241140628056946,0,0,0,0.0368240870124382,0,0,0,0,0,0,0,0,0.0374824028555444,0,0,0,0,0,0,0
X601088.SH,0,0.29210445868575,0,0,0,0.157657852925308,0,0,0,0,0,0,0.215169683540899,0,0,0,0,0,0,0,0,-0.0316666390659937,-0.00952669983393079,0,0,0,-0.0887729138083391,0,0,0,0,-0.0881818846658457,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.00817579355364715,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0.0139008399759459,0.0499168921704994,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0135718475676621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363215504105373,-0.216285491866593,0.0341161528941177,0,0,0,0.168610136227575,0,0,0,0,0,0,0,0.414270647443092,0,0,0,0.0321198720144504,0.0671969205955228,0,0,0,-0.0211395664562713,0,0,0,0,0,0,0,-0.0548870461459675,-0.0246607904407333,0,0,0,-0.0127781531480889,0,0
X601898.SH,0.0394692024965844,0.259536531646466,0,0,0,0.161983447932203,0,0,0,0.0363361939049495,0,0.0121352090665911,0.194651167155404,0,0,0,0,0,0,0,0,0.116054626491156,0,0,0,0,0,0,0,0.135335496748969,0,0,0,0,0,0,0,0.0332191805166314,0,0,0,0,0,0,0,0,-0.0232323950936009,0,0,0,0,0.020045902136459,0,0,0,0,0,0,0
X600188.SH,0,0,0.291290612744189,0,0,0,0,0,0,0,0,0,0.027154484391455,0,0,0,0,0,0,-0.0158066622921309,0,-0.123928648529316,0,0,0,0,0,0,0,0.539537462650017,0,0,0,0,0,0,0.456363629918289,0,0,0,-0.105420116204604,0,-0.00936092140566997,-0.0799146215901024,0,0,0,0,0,0,0,0,0,0,0,0,0.0378958905268551,0,0
X600019.SH,0,0.152939361008728,0,0,0.11701726921963,0,0,0,0,0,0,0.262177952584706,0,0,0,0,0,0,0,0,-0.0456064515090415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121634674324386,0,0,0,0,0,0,0,-0.116060513775152,0.196955370311387,0,0,0,0,0.129041936837845,0,0,0,0,0.00319359890081412,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0812919250378277,0,0,0,-0.040959102535144,0,0,0.651654682846551,0.220382751515211,0,0.0495552444356055,0,-0.0566714122584569,0.0121584742123236,0.0517894897994185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389250478688614,0,0,0,0,0,0,0,0,0,-0.245784900706166,0.187385982846611,-0.0431545279240654,0,0,0,0,0.0237338099105104,0,0
X600585.SH,0,0,0,0.049412858290606,0,0,0,0,0,0,0,0,0,0,0.169046331253575,0,0,0,-0.0273287630068496,0,0,-0.0408007527582737,0,0,0,-0.0582376115752461,0,0.116870151392084,0,0,0.0904291493434122,0,0.0958530290766161,0,0,0,0,0,0,0,0.0399492983866311,0,0.0354341993459448,0,0,-0.0480897777877065,0,0,0,0,0,0,0,0,-0.0997800831113849,0,0,0,0
X600886.SH,0.154450181574854,0,0,0,0,0,-0.100794588000498,0,0,0,0,0,0,0.348648121843805,0,0.131757613183083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226366713985493,0.106187903001435,0,0,0,0,-0.0581185626154639,0,0,-0.354416354013445,0,0,0,0,0,0,0,0.0291580762211765,-0.0613110564484211,-0.0414264986538293,0,0.132431772029991,0,0,-0.0147861466935528,0,0
