,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601991.SH,X002466.SZ,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600362.SH,X002460.SZ,X600795.SH,X300072.SZ,X600547.SH,X601992.SH,X600886.SH,X600516.SH,X600111.SH,X600176.SH,X000786.SZ,X000898.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X600352.SH,X000553.SZ,X000792.SZ,X600489.SH,X000408.SZ,X601158.SH,X000825.SZ,X601699.SH,X600219.SH,X000883.SZ,X600549.SH,X000630.SZ,X600583.SH,X600808.SH,X600315.SH,X002470.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.146442094098234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597957923923462,0,0.173400896527031,0,0,0,0,0,0,0.0434097758010054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191535439616027,0,0,0,0.0674175604975538,0,-0.0141454998696907,0.00427056652374224,0,0,0,0,0,0
X600028.SH,0.456613115315503,0,0.154878906251941,0,0,0,0,0,0,0,0,0.176624347332176,0,0,0,0,0,0,0.0968238172866113,-0.0406104293987915,0,0,0,0,0.119846978531222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129535546246304,0,-0.176132457826786,0,0,0,-0.0143984438578979,0.0105146042992916,0,0,0,0,0,0
X601088.SH,0,0.0857478720338042,0,0.22763196563404,0,0,0,0.0390130581813548,0,0,0,0,0,0.0132088357792193,0,0,0,0,0,0,0,-0.058772435043159,0,0,0,0.0452165102535632,0,0,0,-0.168358393748008,0,0,0,0,0,0,0,0.373581516232485,0,0,0,0,0,0,0,0,0,0,0.0201148736096343,-0.0145336602549633,0,0,0,0,0,0
X600019.SH,0,0,0.167579333457946,0,0.189041323238674,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0263018065615073,-0.0271621753627992,0,0.156524138256631,0,0,0,0,0,0,0,0,0,0,0.00796730157414852,0.242745218267598,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0124399544212878,-0.0383036605008211,0,0,0,0,0,0
X600585.SH,0,0,0,0.328325764988425,0,0,0,0,0,0,0,0,0.138463568769255,0,0,0,0,0,0,0,0,0,0,0.133676616896147,0.0414083763178381,0,0,0,0,0,0,0,-0.21964306565379,0,0,0,0,0.0867581629805992,0,0,0,0,0,0,0,0,0.231314566884614,0,-0.0326227204952927,0.018832753270793,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29395592033938e-23,0,0,-0.0820721011897237,0,0.296173850534898,0,0,0,0.149921769033932,0.0902534380074616,0,0,0,0,0.0832774539804585,0,0,0,0,0.0148169922854204,0,0,0,0,0,0.0415650879694789,-0.054166970207589,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0364703477111887,0,0,0,0,0,0,0.0502873011187063,0,0,0.0880501140182337,0,0,0.0346499064241647,0,0,0,0,0.134424939423513,0,0,0,0.0505010424719164,0,0,0,0,0,0,0,0.0315117738502344,0.101262400454075,0.0590109435384586,0.105117370836178,0,0,0.0303059798654121,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.36249161299096,0,0,0,0,-0.24178277267302,0,0,0,0,0,0,0,0,0,0,0.185364694264345,0,-0.0128921796930203,0,0,0,-0.459550484657637,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.470936664438709,-0.220200680326144,0,0.188684531717244,-0.327726240390519,-0.144100075151277,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.00881835538210825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105783537035021,0,0.0383443380720447,0,0,0,0,0,0.184651534277771,0.0447994890644159,0,0,0,0.00191054506316072,0,0.150300450164546,0,0.0377398451106322,0,0,0,0.0492099958111252,0,0,0,0,0,0.0270613748439546,0,0,-0.000828047840647976,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498458437940224,0,0,-0.0548174803999943,0,0,0.14022072211404,0,0,0,0,0,0,-0.0414972627847965,0,-0.0864433492146936,0,0,0,0,0,0,0,0,0,0.0799386133476529,0,0.0398748581653914,0,0,0.00986957751068039,-0.0398574079043663,0,0,-0.0199120374088067,-0.0288791753810243,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0514650717315995,0,0.281303841551673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761914775853977,0,0,0,0,0,0,0.0164825195233241,0,0,0.163810505804043,0,0.137402096864562,0.0676182539513431,0,0.0341560356664185,0,0,-0.00139761928204664,-2.16840434497101e-19,0,0,0,0,0,0
X600688.SH,0,0.460596502159915,0,-0.072519234821248,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00394936788862259,0,0.0376651895537048,0,0,0,0,0,0,-0.0239248013826143,0,0,0,-0.0579863689168683,0.0696242084863373,-0.121438517565352,0,0,0,0,0,0,0,0.157846159872522,0,0,0.0337704665291942,0,0,-0.0430049690259858,0.0511247277825347,0,0.15368321620995,0,0,0,0
X600188.SH,0,0.0642459327274693,0,0.399776192785728,0.0641853090451028,0,0,0,0,0,0,0,0,0,0,0.156250662666101,0,0,0,0,0,0,0,0,0.151903982717739,0.334483051561192,0,0,0,0,0.0222293831747222,0,0,0,0,0,0,0.140471349455216,0,0,0,0,0,0,0,0,0,0,0.0125752017129911,0,0,0,0,0,0,0
X600660.SH,0,0,0.0140426771492881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405690121779577,0,0,0,0.231398734202557,0,0,0,0,0.0455849575502364,0,0,0.0325913999587533,0.00663464706578077,0,0,0,-0.173152362500724,0,0,0,0,0,0,0,0,0,0.245009126107804,0,0,-0.0118842248726789,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153457656018329,0.284527492170032,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0684082666313208,0,0.00112176507731402,0,0,0,0.0459326283626981,0,0,0.465202624448449,0,0,0.219727883611978,0,0,0,0,0,0,0,-0.0317391287310758,0.0549661053122877,0,0,0,0,0,0
X002460.SZ,0.250491979562015,0,0,0,0,0,0,0,0,0.826847676576791,0,0,0,0,0,0,0,0,-0.0271943639561832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874432866190603,0.187267135621222,0,0,0,0,0,0,0,0,0,0,-0.0255765886841708,0.0503259585510666,0,0,0,0,0,0
X600795.SH,0,0.0990836648796557,0,0,0,0,0.151160395676914,0,0,0,0.04834581497927,0,0,0,0,0,0,0,0.045164965525372,0.0381072191434979,0,-0.021252460134399,0.0174312572993484,-0.0554807074770756,0,0,0,0,0,0,0,0.109673356671792,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0269881158130732,0.00508664409475728,0,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0.0870405589544788,0,0,0,0.0523773543531824,0,0,-0.0594805749787774,0,0,0,0,-1.38777878078145e-17,0,0,0.0903698508633588,0,0,0,0.161756776075166,0,0,0,0.0728033873918476,0.141508156265559,0,0,0,0,0.138628031288173,0,0,0,0,0,0,0,0,0,0,0,0,0.0616586050457482,0,0,0,0.170410825450712,0,0,-0.00293551106071928,0,0,0,0,0,0
X600547.SH,0,0.185284100236231,0,0,0,0,0,0,0,0,0,0,0,0,0.0390899213648448,0,0,0,0,0,0,-0.0326194665583117,-0.10651056787109,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00882125581177704,0,1.02884297536112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104118697765794,0.00668721848951118,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0486624295542174,0,0,0,0,0,0,0.226212476722005,0,0,0,0,0.196120394610737,0,0.0256030129248111,0,0,0,0,0,0.0497823981283764,0,0.124724845082955,0,0,0,0,0,0,0,0.115251371706802,0,0,0,0,0.00381626602649608,0,0,-0.00577585123196939,0,0,0,0,0,0,0
X600886.SH,0,0,0.0772022850112973,0,0,0.190678875230395,0,0,0,0,0,0,0.00286210314394919,0,0,0,0,0,0,0.0181050074029994,0,0,0,0.03807207811635,0,0,0,0,0,0,0.0998997986671763,0,0.0299326129336292,0.0277473951364235,0,0,0,0.0150147370404544,0,0,0,0,0,0,0,0.0498206762421536,0,0,0,0.00468428721863174,0,0,0,0,0,0
X600516.SH,0,0,-0.632139167991017,0,0,0,0,0,0,0.118270623594962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123847468107056,0.275416495792218,0,0,0,0,-0.0785621869116276,0,0.112262423926927,0.375884225371145,0,0,0,0.0343145560676819,0,0,0,0.0845938617612596,0,0,0,0.138542312526421,0,0.604182641231957,0,-0.0248314534102602,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119192610480605,0,0.0557067012441979,0,0.0153687880532928,0,0,0,0,0,0,0,0,0,0,0,0.140973781922001,0.0744706316950914,0,0,0,0,0,0,0,0.282356863513164,0,0,0.224203430393939,0,0,0,0,-0.0120230116426079,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188326914350381,0.185579940503804,0.261848917886386,0,0,0,0,0,0.0741541801785129,0,0,0.409328679819101,0,0,0,0,0,0,0.12194700372234,0.0379285513114824,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,-0.0557494473627744,0.0581014910508002,-0.693886995646831,0,0,0,0,0
X000786.SZ,0,0,0,0,0.313326826573447,0,0,0,0,0,0,0,0.0870527092786253,0,0,0,0,0,0,0,0,0.0614747886509075,0,3.46944695195361e-18,0,0,0,0,0.310851797034699,0,0.231112823733127,0,0,0,0,0,0,0,0,0,-0.0889537397642306,0,0,0,0,0,0.0922424976198563,0,-0.049827509860518,0.0483036025283338,0.00533044297599415,0,0,0,0,0
X000898.SZ,0,0,0,0.159436086669436,0,0,0,0.10909431329707,0,0,0,0,0.020001173644717,0,0,0.0199143844363133,0,0,0,0,0,-0.00866134765565711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149033882980657,0.581271076112074,0,0,0,0,0.000905521915101564,-0.0144538821207604,0,0,0,0,0,0
X000709.SZ,0,-0.0263621047145475,0,0,0,0,0,0,0,0,0,0,0.159002856137693,0,0,0,0,0,0,0.0902223228776158,0,-0.0323200327603795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880257264461418,0,0,0,0,0.237969150307833,0,0.0788239884518813,-0.0125623112658428,0,0.00293524803093797,0.00189214304649862,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.300687851498342,0,-0.121017959658776,0.145555650223925,0,0.100533822874858,0,0,0,0,0,0,0,0,0,0,-0.0314613434982058,0,0,0,0,0.10029554823651,0,0,0,0.0721163309839364,0,0,0,0,0,0,0.0167609674406495,0,0,0,0,-0.0145656178262148,0,0.0274213494748278,0,0,0,0.02172458729562,-0.0132684328502839,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0605130456329031,0,-2.71050543121376e-20,0,0,-0.0294896448298093,0,0,0,0,0,0.352248516850723,0,0,0,0,0.00843029467456509,0,0,0,0,0,0,0,0,0,0,0.1436161174767,0,0,0,0,0,0,0,-0.0300613922547328,0.00970061202592309,0,0,0,0,0,0
X600299.SH,0,0,0,-0.127515535396646,0.168893130151489,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496803330577193,0.103017185114104,0,0.0285260239210702,0.0898343438843756,0.0329777674425091,0,0,0,0,0,0,0,0,0.108553058626546,0,0,0,0,0,0.0536822754216216,0,0,0,0.222877543922456,0,0,0,0,-0.0824627837927732,0,0.0114970690240229,0,0,0,0,0,0
