,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X600660.SH,X600362.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600801.SH,X600688.SH,X000786.SZ,X002271.SZ,X600111.SH,X600027.SH,X601992.SH,X000723.SZ,X002466.SZ,X002460.SZ,X600176.SH,X002353.SZ,X600299.SH,X600516.SH,X000898.SZ,X600583.SH,X600489.SH,X601158.SH,X000883.SZ,X600426.SH,X000709.SZ,X600612.SH,X600219.SH,X000792.SZ,X000027.SZ,X000553.SZ,X000629.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0250325276329875,0.138494614815611,0,0,0,0,0,0,0,0,0.0726208810816961,0,0.0302582297546794,0,-6.93889390390723e-18,0,0.00923272608928189,0,0.0221311816421097,0,0,0,0.0325048924792613,0,0.0706530222944374,0,0.0802745148870654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177673864888319,-0.0009329358058973,0,0.0975455736853771,0,0.00286559436920066,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.053420542357325,0,0,0,0,0,0,0.00971453659938123,0,0,0.101153346542669,0,0,0,0,0,0,0,0.0948301420167644,0,0,0,0.0249506338073429,0,0,0,0.014560383765112,0,0,0,0.0643651126505602,0,0,0,0,0,0,0,0,0,0,-0.085871249011509,0,0,0.00998345043354036,0,0,0,0.0116829653459602,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0669158040769036,0,0,0,0,0,0,0,0,0,0,0.111267302091791,0,0,0.170893833248975,0,0,0,-0.0888167235880588,0,0,0,-0.099423981962904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121495265383527,-0.0310054860689227,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0601326813397749,0,0,0,0.0628148625535535,0,0,0,0.0851084011845415,0,0,0,0,0,0,0.184171404427324,0,0.0196440853814306,0,0,-3.46944695195361e-18,0,-0.0774910993247743,0.0360553485969413,-0.0335342535348337,0.1487324789611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100339766366325,2.16840434497101e-19,0,0,0,-0.00642379374774086,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0465096105413675,0,0,0,0,0,0,0,0,0.018908059650656,0.0698077783030867,0,0,0,0,0,0,0,0.0224967230735627,0.119133846458328,0.15382797481642,0,0,0,0,0,0,0,0,-0.0202401832219517,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140448557872829,-0.0291337938224577,0,0,0,0,0,0
X600019.SH,0,0,0.204095342468172,0,0,0,0,0,0.0437292829620793,0,0,0,0,-0.0578081048777586,0,0,0,0,0.0121281248638395,0.00203424984106964,0,0,0.0326054459919749,0,0,0,0.0275450372906452,0,0,0,0,0,0,0,0.0234081630060817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120784259796107,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360983396651395,-0.154115624630643,0.0748335614868169,0.0464439010838396,0,0,0,0,0,1.32952535486913,0,0,0,0,0.0852251078113906,0,0.115797617277436,0,0,0,0,0,0,0,-0.11717609296763,-0.0384985022244231,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.00262428412085066,0,0,0,0,0,0,0,0,0.0206763222784627,0,0,0,0,0,0,0.108163171541816,0,0.293727504560282,0,-0.0638615958719277,0,0.0176664230434868,0.170588468189923,0.0407885514797111,0.00508831434949126,0,0,0.123742035723917,0,0,0,0,0,0,0,0.109562746471365,0,0,0,0,0,0,0.121276674971653,0,0.00988466535902083,0,0,0,0,-0.0139371153137059,0,0
X000708.SZ,0,0,0.41312591543055,0,0,0,0,0,0,0,0.28087609634836,0,0,0,0,0.284091487690065,0,0,0,0.0972721296950125,0,0,0.118107582804757,0,0,0,0,0,0,0,0,0,0,0,0,0.380821426099375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085062576245652,0,-0.0361973459870484,0,0,0,0,0.0391952320688901,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.155682949685114,0,0,0.319995735627522,0,0,0,0,0,0,0,-0.170038403518693,0,0,0,0,0,0.0412344722883261,0,0.0988484036483759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933371730594628,-0.00853647361030229,0,0,0,0,0,0
