,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X601158.SH,X600583.SH,X600489.SH,X000792.SZ,X300072.SZ,X000898.SZ,X600352.SH,X000539.SZ,X000883.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000629.SZ,X002470.SZ,X000723.SZ,X600549.SH,X600176.SH,X002407.SZ,X000012.SZ,X600021.SH,X000060.SZ,X002460.SZ,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0350916345239195,0,0.0659851192261458,0,0,0,0.00449902591124496,0,0,0,0.0415070111429967,0,0,0,0,0,0,0,0.19753869510211,0,0,0.104858006620255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320877397089668,0,0,0,0,0,0,0,0,0.0110144985267491,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0826694971814961,0,0,0,0,0,0,0.0496979105036116,0,0.0133896488126749,0.0478275658346217,0,0,0,-1.0842021724855e-19,0,0,0.0683450932170366,0,0,0.138399453724195,0,0,0,0,0.0930460119265724,0,0,0,0,0,0,0,-0.0193242693708562,0.0493710196856318,0,-0.0275196408717279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.178422139510344,0.037155771446137,0,0,0,0,0,0,0,0,0,0.0029778294620527,0.0139720022564198,0,0,0,0,0,0.119108339971681,0,0,0,0,0.0642186083409518,0,0,0,0,0,0,0.0465643916047769,0,0.177027284496327,0,0.0826562691664121,0,0,0,0,0,0,0,0,0,0,-0.0238379082879055,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0315812791245871,0,0,0,0,0,0,0.0226319508244036,0,0,0,0,0,0,0.0679979178884894,0,0,0,0,0,0,0.241473338178068,0,0.0659105992414494,0,0,0.0423142527904948,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0286648144019868,0,0,0,0,0,0,0.219154905745111,0.00590795686471266,0,0,0,0,0,0,0,0.199029125187202,0,0,0.0489789761483806,0.0565690679595178,0.0375738652085114,0.144379560944695,0,0,0,0,0,0,0.045956793635675,0,0.0126188762777084,0.0505688407110722,0,0,0,0,0,0.0240861092307111,0,0,0,0.0274484847439194,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0110573026576302,0.157526930685447,0.208142466313142,0,0,0,0,0,0.0342755143828617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212702428111878,0,0,0.0210276201015351,0,0,0,1.73472347597681e-18,0,0.00219834344209417,0,0,0.03512402260269,0,0,0,0,0,0,0,0,0,0.0644697987196216,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.024725670546432,0,0,0,0.0930056236948406,0,0,0.0644975637842593,0,0,0,0,0,0,0,0,0,0.0323155555448269,0,-4.33680868994202e-19,0,0,0.12416905451341,0,0,0,0,0.130901035335234,0,0,0,0,0,0,0,0,0.120356280218035,0,0,0,0,0,0,0,0,0,-0.0409527139995593,0,0.00174885756575267,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626478916068612,0.170244114488067,0,0,0,0,0,0,0.101028892983867,0,0,0,0.337802054897253,0.00581368964340592,0,0,0,0,0,0,0,0,0.00739644257948327,0,0.0524928357035563,0,0,0.0133949470162918,0,0,0,0,0.114453488424344,0,0,0,0,-0.0590379845952852,0.011357990321791,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0400863960508874,0,0,0,0,0,0.0091349731650881,0,0,0.0428831004216031,0,0,0.0282625576520206,0,0,0,0,0,0,0,0,0.00327733268418786,0,0.0980623104843835,0,0.125337693451991,0.25576491259107,0,0,0,0.0771426542533025,0,0.228141585500611,0,0.00436067006026264,0,0,0,0,0,0,0,0.0467794315897422,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670615870501957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119363276428411,0,0,0,0,0,0,0,0.21169036961756,0.26196516668496,0,0,0,0,0.0741891955802376,0.0506851085430948,0,0,0,0.0248840841495799,-0.0191251372947163,0,0.324306947444796,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.147211439684648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080546187448855,0,0,0,0.0667391346071998,0,0,0.166687009035684,0,0,0,0.0293360905042952,0.09097972027209,0,0,0,0,0,0.0551418898877711,0,0.0691317127292164,0.0341920052369377,0,0,0,0,0,0,0,0.0131145879888981,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717657268248101,0,0,0,0,0,0,0,0,0.020143922187961,0,0,0.0751816147327697,0,0,0,0,0.0300098649551147,0,0.00262548916929334,0.297145290566378,0.0556783012433704,0,0,0,0,0,0,0,0,0.124482168316425,0,0.0304917639341499,0,0.0794488955674604,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1336801893954,0,0.0858636878279615,0,0,0.14275810277625,0,0,0,0,0,0,0,0,0.165202720932986,0.606404896239352,0,0,0,0,0,0,0,-0.0501360810577974,0,0,0.185589085454673,0,0,0,0,0,0,-0.0464270951013016,0,0,-0.0579006595008669,0.0863237236725258,0.0264195559528011,0.124995291172697,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.176382629988237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129833808464528,0,0,0,0,0.0948845501690771,0,0.218356289985676,0,0,0,0,0,0,0,0,0,0,0,0,0.0720550050772027,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0752227187212006,0,0.112366788264117,0,0,0,0,0,0,0,0.191437022205415,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.110138002109369,0,0,0,0,0,0,0.486200382948949,0,0,0,0,0.0117284551227207,0,0,0,0,0,0,0.082568047765549,0,0,0.0231785371373873,-0.0861834203997807,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.242292843280807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895339025782603,0,0,0,0,0,0,0,0,0,0.0913362930646722,0,0,0.145989678641618,0.0453220603956471,0,0,0,0,0,0,0.0446910906391393,1.73472347597681e-18,0.0430362370501152,0,0.110175231370948,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.163274340524348,0,0.0167500151423544,0,0,0,0,0,0,0,0,0.00796528306656508,0,0,0,0,0,0,0,0,0,0.0861798932937679,0,0.12350854210328,0,0,0,1.73472347597681e-18,0.129623170344684,0,0,0,0,0,0,0,0.0257400619218394,0.279981115867481,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0352801190075911,0,0,0,0.122877360444838,0,0,0,0.0454647299399023,0,0,0,0.0130694188178033,0,0,0.0761647282746317,0.176670197807044,0,0,0,0,0,0,0,0,0.182459373057126,0,0,0.0157724656403877,0,0,-0.0355148560010576,0.305724975405826,0,0,0,0,0,0,0,0.00974591846056841,0,0.29098486228297,0,0,0,0
