,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000630.SZ,X000932.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X300037.SZ,X600688.SH,X000629.SZ,X600096.SH,X600612.SH,X000723.SZ,X600157.SH,X002128.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.656265722083005,0.161827930624026,0,0,0,-0.0914407789376718,0,0,0,0,0,0,0,0,0.129889023138315,0,0,0,0,0,0,0,0,-0.186443470870653,0,0,0,-0.0066533265508783,0,0,0,0,-0.0233279072112177,0,0,0,0,0,0,-0.0465521828017159,0,0,0,0,0,0,0,0,0,0,0,0.0324296453518879,0,0,0,0,0,0
X600028.SH,0.46663179885603,0,0,0,1.38777878078145e-17,0.107328666496775,0,0,0,0,0,0,0,0,-0.0421043224630972,0,0,0,0,0,0,0,0.0122787386401657,0,0,0,0.0402751005347349,0.0235490731677155,0,0.0276041247329777,0,0,0,0.151267518672487,0.0279334443710278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997206186229056,-0.00526133212550417,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.117353807003555,0,0,0,0.220245160469943,0,0.113516384481081,0,0,0.00852819920748553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115302860792386,0,0,0,0,0,0.00202864835585219,0,0.00354583962971159,0,0,0,0,0,0,0,0,0,0,0.0228075173426003,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.052630532058905,0,0,0,0,0,0.12321849151855,0,0,0,0.150984091252748,0,0,0,0,0,0,0,0,0,0.135198443224945,0,0,0.0475314896516569,0,0,0,0,0,0,0,0,0.00628410752131077,-0.048643263737641,0,0,0,0,0,0,0.00815929364631809,0,0,0,0,0,-0.0764852213584357,0.0449643537636417,-0.0451870847822872,0,0,0,-0.156750753601347,0,0
X600188.SH,0,0,0,0,0,0.144231307834699,0,0,0.0169907968465242,0,0,0,0,0,0,0,0,0,0,0,0.0491959929075313,0,0,0,0,0,0,0,0,0.421407391577914,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.105775783844557,-0.00541927159899836,0,0,0,-0.0556470362770702,0,0,0,-0.180139779978532,0,0.0349462010324819,-0.0672483205353914,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0686855177817197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142846839837114,0,0,0,0.324252555625463,0,0,0,0,0,0,0,0,0,0,0.201026973456896,0,0,0,0.300211829960269,0,0,0,-0.274556584825009,0,0,0,0,0,0,0,0,0,0.0180146589208474,9.05791086821344e-05,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.105128771160484,0,-1.73472347597681e-18,0,0,0.0777099733964957,0,0,0,0,-0.0956991492308449,0,0,0,0,-6.93889390390723e-18,0,0.146929553453023,0,0.280058863772384,0,0,0,-0.238553317921717,0,0,0,0.125513487060029,0,-0.0324401799867843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138800817430538,0.0250750260524172,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.135570393952512,0,0,0,0,0,0,0,0,0.23677192697143,0,0,0,0,0,0,-0.120191962794352,0,0,0,0,0,0,0,0.600032599400694,0,0,0.0206273378154047,0,0,0.0550911411901069,0,0,0,0,0,0,0.121058803025793,0,-0.0636270650609335,0,0,0,-0.104499055106274,0,0,0,-0.0121949724223238,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.160192183395416,0,0,0,0,0,0,0,0,0,0.0850908025083537,0,0,0,0,0,0,0,0,0,0,0.318319415551436,0.128033251990656,0.0316030475829655,0,0.0382270529412176,0,0,0,0,0,0,0,0.105681824456027,0.0547054716504573,0,0,-0.0577928894463278,0,0,0,0,0,0,0,0,0,0,-0.000954839232737887,0,0,0,0,0,0
X600547.SH,0.0734771194523093,0,0,0,0,0,0,0,0,0,-0.14833789409613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338973359605498,0.0806056805795003,0,0,0,0,0.145395247812317,-0.014800472686616,0,0,-0.0206740008170922,0,0,0.0580128161508512,0,0,0,0,-0.0582361993593395,0,0,0.364249491444276,0,0.031626139881393,0,-0.0110690021944446,0,0,0,0,0,0
