,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X600352.SH,X601991.SH,X600795.SH,X600801.SH,X600688.SH,X002271.SZ,X600111.SH,X600027.SH,X601992.SH,X000786.SZ,X000723.SZ,X002466.SZ,X600176.SH,X600516.SH,X002460.SZ,X002353.SZ,X600299.SH,X600489.SH,X000898.SZ,X600583.SH,X601158.SH,X600426.SH,X000883.SZ,X600612.SH,X000709.SZ,X600219.SH,X000792.SZ,X000629.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600315.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0608073398800581,0.0540756583036896,0,0,0,0,0,0,0,0,0,0,0.109676618713639,0,0,0.0259875030944961,0,0,0,-0.0129773895937849,0,0,0,0.113292875239374,0,0,0,0,0,0,0,0,0,0,-0.00481245560299077,0,0,0,0,0,-0.040777076228445,0,0,-0.0340819928470012,0,0,0,0,0.00747109003420775,0,0
X600028.SH,0,0,0.00112388323102442,0,0,0,-0.0133173300596802,0,0.0134740085940547,0.0369543518807713,0,0,0,0,0.0414836771188894,0,0.131284686013086,0,0,0,0,0,0,0,0,0,0.0938345664555498,0,0,0,0,0.0103861692327263,0,-0.0011582890868486,0,0.0308579221541076,0,0.0521123435759844,0,0,0,0,0,0,0,0,0,0,-0.077190857989174,0,0,-0.00322981369957848,0.0162806045791735,0,0.0429256010574341,0,0.0107652337879385,0,0
X601088.SH,0,0,0,0.0913990444409855,0,0.418088230915184,0,0,0,0.12364563033649,0,0,0,0,0,0,0,0,0,0,0,0.0693476631152653,-0.0232481807402508,0,0,0,-0.0155583833868741,0,0,0,-0.0819587280793335,-0.106534561825464,0,0,0,0,0.0761771021841574,0,0,-0.100475737357042,0,0,-0.0397673259912743,0,0.0294925552830201,0,0,0,0,0,0,-0.0290928262074309,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0938718188166933,0,-0.0231398957127098,0,0,0.0216612474473332,0,0.0665396693718416,0,0,0,0,0,0,0,0.175585606611228,0,0,0,0,0,0,0,0,0.0280127081313535,0,-0.0979190238449628,0,0,0,0,0,0,0,0,0,0,0,-0.0128465354098522,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0119856420034181,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263223328830672,0,0.0361928015653641,0,0,0.0561662448659535,0,0.0833081893540986,0,0,0,0,0.0177887699334634,0,0.0626934737950766,0.0169663887459,0.170512461378057,0,0,-0.097954807472249,0,0,0,0.0321795626663829,0,0,0,0,0.00987854910154016,0,0,0,0,0,0,0,0,-0.0407704297466815,0,0,0,0,-0.0148246212408012,0,0
X600019.SH,0,0,0.284658923226515,0,0,0,0,0,-0.0386111113598761,0.0792715953767445,0,0,0,0,0,0,0.00856185931431997,0,0,0,0,0,0.0543309802124453,0,0,0,0.126434415765243,-0.011187740245885,0,0,0,0,0,0,0,0.042572776137732,0,0,0,0,0,0,0,0,0,0.123045952765919,0,0,0,0,0,0,0,0,0,0,0.0035917641720503,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141566075225758,0,0,0,0,0,0,0,0,0,0,-0.15367019222305,0.0610817335664972,0.0350802635643534,0,0,0,1.12887730307698,0,0,0,0,0,0,0,0,0.179247805667783,0,0,0,0,0,0,0,0,0,-0.0372222435810798,0,0,0,0.00395741647836773,0,0
X600011.SH,0,0,0,0,0.084943421691535,0,0,0,-0.0743083722973891,0,0,0,0,0,0,0,0,0,0,0,0,0.133122291864183,0,0.267359294499231,0,0,-0.0968634404215792,0,0.168689750488802,0,0,0.0292285672533104,0,0,0,0.0400316951405305,0,0,0,0,0,0,0.0580327213332614,0,0,0,0,0,0.137113727776436,0,0,0,0.0169952441352692,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.543938119066952,0,0,0.0689072440418232,0,0,0,0,0,-0.134667618173063,0,-0.0340329658543034,0,0,0,0,-0.00507115289795192,0.0334956641907421,0,0.00805536727367142,0,-0.0793986202898029,0.158645075061058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347576554750806,0,0,0,0,0.0376921108764201,0,0
X000708.SZ,0,0,0.147895646757649,0,0,0,0.181365395558791,0,0.180232968954218,0,0,0,0,0,0.24477470289032,0,0.0805507240038199,0,0,0.183914819930983,0,0,0,0,0,-0.0644404239390715,0,0,0,0,-0.0106615779652092,0,0,0,0,0,0,-0.197480481122266,0,0.0318124026450517,0,0,0,0,0,0,0,0,0,0,0,-0.0868527462450897,0.0466125969788294,0,0,0,0,0,0
