,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X000539.SZ,X601992.SH,X000027.SZ,X600309.SH,X000898.SZ,X600021.SH,X000709.SZ,X000883.SZ,X600352.SH,X600660.SH,X002470.SZ,X000792.SZ,X600489.SH,X600623.SH,X600022.SH,X600098.SH,X600547.SH,X601918.SH,X600863.SH,X000629.SZ,X600307.SH,X002353.SZ,X300072.SZ,X600808.SH,X600578.SH,X000060.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.812793318556854,0.107001821186934,0,0,0,0,0,0,0.0496151298670796,0,0,0,0,0,0,0,0,0,0,-0.0648566985098558,-0.100779837425826,0.0356328559783142,0,3.46944695195361e-18,0,0,0,-0.0366730403415137,0,0.0229935407659066,0,0,0,0,0,0,0.0198581491413976,0,0,0,0,0,-0.033072291737502,0,0,0,0,-0.0332419755511988,-0.0156568392765282,0.0186531409367817,0.0168092400102772,0,0,0,0
X600028.SH,0.26975442573184,0,0.0870492167391108,0.0367281708259913,0,0,0.110934574826668,0,0,0,0,0,0,0,0,0,0,0,0,0.0132613819790426,0,0,0,0,0,0,0,0,0,0,0.0961165471346821,0.00934787842552967,0,0,0,0,0,0.05875284303433,0,0,0.0928125509807514,0,0,0,0,0,0,0,-0.0387538639387513,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.343546783675834,0.108019407909739,0.0679513503605198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141253883511816,0,0,0,0,0,0,0,0,-0.0140941867790589,0,0,0.0685340682334858,0,0,0,0,0,-0.0144157824842466,0.00329499429616898,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0380513129834295,0,0.112560461381043,0,0.0426637373370271,0.0127973607396006,3.46944695195361e-18,0,0,0,0,0,0.302353889762726,0,0,0,0.0540596310042204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706510024242738,0,0,0,0,0,0,0,0.187361871133606,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0972164255752541,0,0,0,0,0,0,0.0187633275610078,0,0.415977719723491,0.0116435951855718,0,0,0,0,0.102595356919073,0,0,0,0.20967884908068,0,0.0823263673853453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00916279260547677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.164728575301699,0.0787867452986439,0,0,0,0.164822877017873,0,0.060409825178245,0,0,0,0,0,0,0.0625978685070631,0,0,0,0,0,0.0398978081164348,0.130828225687367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443956003139724,0,0,-0.0400535608677433,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.134851591439351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533841127378111,0,0,0,0.417577000032527,0,0,0,0,0,0.121496147920842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.162271514986232,0,0,0,0,0,0.0521040929096735,0.42127218248009,0,0,0,0,0,0,0,0,0.318667393069963,0,0,0,0,0,0.0193231725956023,0,0,0,0,0,0,0,0,0,0,0,0.162357948568043,0,0,0,0,0,0,0,0,0,0,-0.0475378587079413,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.242613260482059,0,0,0,0,0.102232673753575,0,0,0,0,0.145426444674614,0.11516849034931,0,0,0.012392519255773,0,0,0,0,0,0,0.0070798726114937,0.0234113764194754,0,0,-8.67361737988404e-19,0,0.0717252573665287,0,0,0,0,0,0.164451526877839,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0754375731989637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27644955895081,0,0,0,0.159015192877528,0,0,0.133280507160811,0,0,0,0,0,0,0,0.250540519972089,0,0,0,0.0822105126133579,0,-0.0984080536740573,0,0,0.121192738674333,0,0,0,-0.100954567593946,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.246976327840122,0,0,0,0,0,0,0,0,0,0,0.0233111589511958,0.044587412846855,0,0,0,0,0,0.0756943282839446,0,0,0,0,0,0,0,0.131094458346541,0,0,0,0.0694745648363967,0,0.0564540600548919,0,0,0,0,0.261692907956163,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.00848086750278286,0.2634432434983,0,0,0,0,0,0,0,0.119862263620089,0,0,0,-6.93889390390723e-18,0.185137638239186,0,0,0,0.0816561518539101,0,0,0,0,0,0,0,0,0,0,0.123995762097278,0,0,0,0,0,0,0,0,0,0.0781196597206597,0,0.0813656289317671,0,0,0,-0.00663870649481854,0,0,0,0,0,0,0
