,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X002466.SZ,X600795.SH,X601699.SH,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X000408.SZ,X000786.SZ,X000933.SZ,X002271.SZ,X000807.SZ,X000630.SZ,X600176.SH,X601168.SH,X002128.SZ,X000932.SZ,X600612.SH,X600348.SH,X600219.SH,X600096.SH,X601666.SH,X600995.SH,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.323560886842378,0,0.196928548300496,0,0,0,0.0280506337881885,0,0,0,0.158409369495837,0,-0.255412197310533,0,0,0,0,0,0,0,0,0,0.0670764963912133,0,0,0,0,0,0,0,0,0.0843409176228162,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0186029643114289,0.0454356693936402,0.284114220394201,0,0,0,0
X601088.SH,0,0,0,0,0.297094711756829,0.150469659674311,0,0.0466590663071453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232710006618606,-0.0408508593350921,0,0,-0.0721634999909114,-0.0687540590561984,0,0,0,0,0,0,0,0,0,0.00901795275639883,0,0,0,0,0,0,0.165790833317198,0,0,0,0,-0.00492089132966854,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.2017317487591,0,0,0.144406257079363,0,-0.085389380017847,0,0,0,0,0,0,0,0,0,0.108220295085999,0,0,-0.0651830687585006,0,0,0,0,0,0,0,0,0,0,0,0.0229669178805514,0,0.184469455129397,0,0,0,0,0,0,0,0,0,0,0.0075993291768052,-0.000525019842092382,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349423742841455,0.146012551194801,0,0,0,0.114185577209136,0,0.304237498422882,0,0,0,0,0.0692880271541225,0,0,0,0,0.0162270371203207,0,0,0,-0.0952855405616349,0,0,0,0,0,0,0.0923379220904653,0,0,-0.00461935204915411,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.275439696770402,0,0,0,0,0,0,0,0,0,0,0.0181107629647015,-0.0400233609178798,0,0,0,0,0,0.183136086267656,0,0,0,0,0.0482999039483569,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0555401669049181,0,0,0.198504892524443,0,0,0,0,0,0.0273335379909499,0,0.00322890515553276,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.122882925551211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412456310938015,0.357421824940475,0,0,0,-0.0465736623092561,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0342145657654753,0,0,0,0.0584962015089232,0,0,0,0,0,0,0,-0.0163390780308714,0,0.103915511913661,0,0,0,0,0
X600019.SH,0,0,0,0.0530550436062851,0,0.140748286955547,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0424593484227702,0,0,0,0,-0.0848427483840546,-0.0566658714750441,0,0,0,0.175678872836088,0,0.102955673370797,-0.000330029137043347,0,0,0,0,0,0,0,0,0,0.0167888910253588,0,-0.126192559551404,0,0,0,0
X600011.SH,0,0,0,0,0,0.224614174869041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342660049345537,-0.0101433203021654,0,0,0,0,0.169559937912727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249126937215337,0,0,0.0122932905552839,6.22457978570329e-05,-0.000906495797494853,0.0798820785433386,0,0,0,0,0
X600585.SH,0,0,0,0.154995383027984,0,0,0,0,0,0,0,0.189830480560996,0,0,0,0,-0.0137632097968127,0.0347056882016435,0,0.101259465486141,0,0,0.0411278870666656,0,0,0,0.0167621576199018,0,0,0,0,0,0,0,0,0,0,0.0140387168363302,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233311213955493,0.0265353145372702,-0.0567496255081944,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.146366614071846,0,0,0,0,0,0,0.137692120980754,0,0,0,0,0,0,0,0,0,0,0,0.0760833911532275,-0.0464663610885093,0,0,0.0115867043500143,0,0,0,-6.93889390390723e-18,-0.0924061032626471,0,-0.169724012902656,-0.00511398208180996,0.11836757461866,0,0,0,0,0,0,0,0,0,0.0369666502474711,0,0.105770694374865,0,0.0159660529335701,0,0.125828893366153,0.0858863663131854,0,0,0,0
X600886.SH,0,0,0,0,0.06262348983292,0.0549386969967133,0,0,0,0,0,0,0,0,0,0.237271476637927,0.0428430430635025,-0.00951423548241896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315700212013219,0,-0.0507874217350478,0,-0.0150575306376204,0,0,0,0,0,0,0,0.119012541631127,0,0,0,0,0,0,0.114914386256673,-0.023071472321338,0.0233211432934347,0,0,0,0,0,0
X601600.SH,0.101619161071776,0,0,0,0,0,0,0,0.156371089053002,0,0,0,0.0304048811434169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103306309942587,0.0248744804721388,0,0,0,0.0224209710705195,0,0,0.248082943135968,0.0525136555088652,-2.16840434497101e-19,0.247788698569144,0,0,0,0,0,0,0,0,0,0,0,-0.00304231268171582,0,0.0968492383464111,0,0,0,0,0
X600547.SH,0,0,0,0.0492818424491242,-0.187995681293557,0,0,0,0,0.175941813907274,0,0,0,0,0,0,0,-0.0864395498392307,0,0,0,0,0,0,0,0.0494704017657029,0,0,0,0.554185662788225,0,0,0,0,0.123005059598354,0.0859471891829345,0,0,0,0,0,0,0,0,0,0,0,0.0159256018855574,0,0,-0.0603575299014118,-0.0084833292493494,0,-0.074727348917942,0,0,0,0,0
X000792.SZ,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0846220604082969,0,0,0,0,0,0.351332639970318,0,0,0,0,0,0.0489644073710506,0,0,0,0,0,0,0,0,0,0.0304606053599456,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0378012667600026,0,-6.93889390390723e-18,0,0,-0.000160397235255065,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0411776505900568,0,0,0,0,0.793651509071226,0,0,0,0,0.0933781946100117,0,0,0,0,-0.362964297229254,0,0,0,0,0.211965617073964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838941714081423,0,0,0.103382828843118,0.00856420427929675,-0.0183880019659608,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.259202789233092,0,0,0,0,0.115618475818855,0,0,0,0,0,0,0,0.0649198221397694,0,-0.00887620946352691,0,0,0,0.164518422020659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125825344429302,0,0,0,0,0,0,0,0,0.00557564631414603,-0.010306461933787,0,0,0,0,0,0
X601699.SH,0,0,0,-0.0286351850311073,0,0.358248135696244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230891945017378,0,0,0,0,0,0,0,0,0.44658618131676,0,0,0,-0.0647529028776954,0,0,0,0.0400700284299175,0,-0.0776318734611193,0,0.116682953719824,0,0,0,0,0,0,0,0,0.014935459384907,0,0,0,0,0,0
X002460.SZ,0,-0.0925071591272687,0.100896785380546,0.0235370886529587,0,0,0,0,0,0,0,0,0,0,0.729504532173405,0,0,0,0,0,0,0,0,0,0,0,0.248716781252335,0,0,0,0,0,0,0,0,0.0624987013576895,0,0,0,0,0,0,0,0,0,0,-0.00685249530366482,0,0.0441139935533824,0,0.0321317049768097,-0.00491560433686895,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0205800693573094,0,0,0,0,0,0,-0.035769510284064,0,0,0,0,0,0,0,0,0,0.112236084086769,0,0,0,0,0,0,0,0,0,0,0,0.176125866712432,0,0,0,0,0,0.29434295010259,0,0,0,0,0,0,0,0,0,0.0198455436357073,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126611659351154,0,0,0,0,0,0.180111923335695,0,0,0,0,0.0781914381848876,8.67361737988404e-19,0,0,0,0,0,0,0.043845652815807,0,0,0,0.0413010180256987,0,0,0,0.0341342638032447,0,-0.0181229852113088,0,0,0,0,0,0,0,0.0236774303757963,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126221173994391,0.10370351632028,0,0,0,0,0.153139232878528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273004505684533,0,0.0291612655685083,0.192560779987071,0,0,0,0,0,0,0.0209761890382792,0,0,0,0.0297621684744879,0,0.0506335816908433,-0.0452612289212779,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0524513753300201,0,0,0,0,0,0,0.0643387933823248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293957691001117,0,0,0,0,0,0,0.340056579009805,0,0,0,0,0.0753474851440298,0,-0.000983686061446272,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0.0352322482425995,0,0,0,0,0,0,0,0,0,0,0.00809955377666089,-0.0944097974598696,-0.0358337441203005,0,0.111531179934374,0,0,0,0,-0.0189634589069239,0,0,0,0,-0.0398586121511421,0,0,0,0,0,0,0,0.0644103145409198,0,0,0,0,0.0644001778931398,0,0,0,0,0,0,0,0.143563230967648,0,-0.0357982170458267,0.0550831858520949,0,0,0,0,0,0
X000983.SZ,0.154975019418827,0.302513743130579,0,0,0.153521402906383,0,0,0,0,0,0,0,0,0,0,0,0.199679199248481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207703957938891,0,0.00534321853402482,0,0,0,0,0,-0.0757790225655377,0,0,0,0,0,0,0.0401027652099368,0,0,0,0,-0.00543960798141671,-0.00838487141696228,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.526176416906798,0,0,0,0,0,0,-3.46944695195361e-18,0.308579001613014,0,0.135455925857996,0,0,0,0,0,0,0,0,-0.0612439232334022,0,0,0,0.0936366525623128,0,0,0,0,0,0.00649176584811174,0,0,0,0,0,0,0,0,0,0,-0.0969342368263116,0,0.0185657020689087,0,-0.0690455576751062,0.0707781584547588,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415642249579888,0,0,0,-0.0248384903615511,0,-0.0442103626318267,0,0.321104692701072,0,0,0,0,0,0.225922218424848,0,0,0,0,0.0596274434440845,0,0,0,0,0,0,0,-0.0800280102857048,0,0,0,0.00249299681808172,-0.00595839586194725,0,0,0,0,0,0
X600426.SH,0,0,0.159896562693701,0.330808337272283,0,0,0,0.0724915080418086,0,0,0,0,0.0900068572677444,0,0,0,0,0.155584571770638,0,0,0.105673650135067,0,0,0,0,0,0,0,0,0.281347082100507,0,0,0.042167558803953,0,0,0,0,0,0,0,0,0,0,-0.0562387121472067,0,0,0,0,0,0,0,-0.0311635128755764,0.0603986569128974,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319473579492223,0.0160516902814399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184173864499031,0,0.268661591939623,0,0,0,0,0,0,0,0.0667062141746989,0,0,0.0186723643262771,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,-0.202867731114204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242898858123313,0,0,0,0.0812751480574913,0.102743994965074,0,0,0,0,0,0,0.139090683997271,0,0,0,0.211424396516781,0,0.000239892725253979,0,0,-0.0181422786455688,-0.0161239958279845,-0.0239753460014105,0,0,0,0,0,0
