,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X000708.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X000629.SZ,X601991.SH,X600096.SH,X600803.SH,X600348.SH,X000983.SZ,X300073.SZ,X000723.SZ,X600160.SH,X000786.SZ,X002080.SZ,X600027.SH,X600219.SH,X600141.SH,X601699.SH,X600549.SH,X002353.SZ,X600378.SH,X300037.SZ,X600157.SH,X600801.SH,X600399.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0880180540668261,0.0638478529430588,0,0,0,0,0,0,0,0,0,-0.0312114453193634,0,0,0,0,0,0.0961833315560693,0,0,0,0,0,0,0,-0.0272958796143241,0,0,0.00954969755282644,0.0746677285604484,0,0,0,-0.140282560076302,-0.0236093133919579,0,0,0,0.199418498381266,0,0,0,0,0,0,0,0,-0.0497010938087213,0.0252308157040631,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0692939176468863,0.304176293164175,0.200557021063129,0,0,0.0537382636329188,-0.072369619858732,0,0,0,0,0.128937878250651,0,0,0,0.0160938287656995,0,0,0,0,0,0,0,0,-0.0630307675959531,0,0,0,0,0.189036379598539,0,0.0377221066610889,0,0.0288758613332036,0,0,0,0,0,0,0.0441056607770955,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143504956132145,0,0
X600028.SH,0.227678510734098,-2.16840434497101e-19,0,0.0595662260108413,0,0,0,0,0,-0.0089426124763167,0,0,0,0,0.0733331018024067,0,0,0,0,0,0.0381667055735376,0,0,0,0,0,0.00112929093757559,0,0,0,-0.013695751384848,-0.00417447586960728,0.0208525167346738,0,0,0,0,0,0,0,0,0,0,0.0536922868983287,0,0,0.00659528939802271,0,0,0,0,0,0,0,0,0,-0.0210360264788416,0,0
X600309.SH,0,0.0537750571893123,0,0,0,0,-0.00120545745728326,0,0,-0.0837269441856551,0.0908698352652344,0,0,0.0397237134059392,0,0,0.0206964252035722,0.104401741771567,0,0,0,0,0,0.0988540594564049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156454064443341,0,0,0,0.0341072429153024,0,-0.00931200662687236,0,0,0,0,0,0,0,0,0,0,0.00468694001877071,0,0
X600188.SH,0,0.100016549406392,0,0,0,0,0,0,0,0,0.27527882018026,-0.046434619287569,0,0,0,0,0,0,0,0,0,0,-0.0573649011469729,0,0,0,0,0.09988900360954,0,0,0,0.0971262473384817,0.0754587849218391,0,0,0,0,0,0,0,0,0.332252897947709,0,0,0,0,0,0,-0.0330066364211653,0,0,-0.0764894319519868,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.585960243979815,0,0.116799625129249,0.0649669223636039,0,0,0,0,0,0,0.0876698672605396,0,0,0,0,0,0,0,0,0,0.0469737619620816,-0.1799652275313,0,0,0,-0.040434942764943,0,0,0,0,0,0.0872052150921922,0,0,0.221697347100854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.0457062579252347,0,0,0,0.0736097812430199,0,0,0.301695372646229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122420587839919,0,0,0,-0.193584374885893,0,0,0,0,0.082566099179977,0.00277714243154454,0,0,0,0,0,0.105355237891401,0,0,0,0,0.133641334105368,0,0,0,0,0,0.039942143684433,-0.0186969935196791,0,0,0,0.0657315632482142,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178532718683898,0,0,0,0,0,0,0,0,0,0.0222073864055282,0.0326234279952343,0,0,0,0,0.0354191240302242,0,0.00337100405994993,0,0,0,0,0,0.00765211189650481,0,0,0,0,0.35226020761125,0,0,0,0,-0.0583582292059437,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.257839000242143,0,0,0,0,0,0,0,0,0.0832094654512991,0.0167357411272484,0.0972435977132699,0,0,0,0.111097020778576,0,0.0395777582894296,0,0,0,0,0,0,0,0.0355485287977085,0.0967444944507795,0,0,0,0,0,0,0,0.211316526604584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348349862824582,0,0
X000301.SZ,0,0,0,-0.09065933480658,0,0.371262326196148,0,0,0,0,0,0,0,0.118294053670332,0,0,0.116108559969662,0,0,0,0,0,0,0,0,0,0.30476383176542,0,0,0,0,0.0770846953120048,-0.0447067475663349,0,0.0358376378230786,0,0,0.118112346959192,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989249475282376,-0.169409347265437,0,0,0,0.0956763087809243,0,0
