,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600426.SH,X600027.SH,X000877.SZ,X600803.SH,X600489.SH,X601991.SH,X002271.SZ,X600160.SH,X600985.SH,X000786.SZ,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X000932.SZ,X600176.SH,X600348.SH,X600612.SH,X600219.SH,X601168.SH,X300037.SZ,X002128.SZ,X600688.SH,X600157.SH,X600995.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.497590432245822,0.47722963263379,0,0,0,-0.0156835301587855,0,0,0,0.052160838918221,0,0,-0.252024693452608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135440484605577,0,-0.158714222828788,0,0,0,0,0,0,0,0,0.0300192627968577,0,0,0,0,0,0,0,0,0,0,0.00156222013951636,-0.217225295131045,0,0,0.113809704915153,0,0
X600028.SH,0.61957138400702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783495109989591,0,0,0,0,0,0,0.0213242846702948,0,-0.0429671363611036,0.0734117179010994,0.0840114612966037,0.0407042765776084,-0.131844079774284,0,0,0,0,0,0,0.0442244159722181,0,-0.0546461543069838,0,0,0,0,0,0,0,0.0903310662306845,0,0,-0.0116308075576748,0,0,0,0,0,0,0
X601088.SH,0.0191954233484983,0.0557300977338244,0,0,0,0.07936390593924,0,0,0,0,0,0,0,0,-0.0260522593275999,0,0,0,0.125754342518233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077710761440346,0,0,0,0,0.0738479418903769,0,0,0,0,0,0,-0.0770714766557051,0,0,0,0,0,0,0.00559022258294654,0.0149870584535717,0,0,0,0.071177648014823,0,0
X600309.SH,0,0,-0.100723783774646,0,0.326105619925381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276827420657268,0,0.293723445080367,0,0,0,0,0,0,0.192064279419064,0,0,0,0,0,0,0,0,0,0,0,0,0.229609750756681,0,0,0.128814308483298,0,0,0,-0.00614402663476755,0,0,0,0,-0.0674293227294107,0,0
X600188.SH,0,0,0,0,0,0.136717858881122,0.0946369037975997,0,0,0.0552659571934263,0,0,0,0,0,0,0,0,0.328217287329757,0,0,0,0,0.0198297646689443,0,0,0,0,0,0,0.0515378222460253,0,0.126058042671327,0,0.0337337187016749,0,0,0.0237902365900794,0,0,0,0,0,0,-0.0282225083564536,0,0,0,0,0,0,0,-0.00714824727907651,0,0,0,0,0,0
X601898.SH,0.110473476320802,0,0.0457455229935586,0,0.368015740123531,0,0,0,0,0,0.128233219857761,0,0,0,0,0,0,0,0.0435305544632286,0,0,0,0,0.0684489140917114,0,0,0,0,0,0,0,0,0,0.026661661809544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212491290427982,0.00914140037504456,-0.0230708006302214,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.269963592373112,0,0,0,0,0,0,0.14346039189177,0,0,0,0,0.185046509364451,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823834788301955,0,0,0,0.427969085428066,0,0,0,0.13060650077406,0,0,0.0481837914304715,0,0.00400374837043066,0,0,0.259937258337194,0,0,0,0,-0.0174257101741401,-0.00180267033128993,0.0301243478258635,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.135026976461671,0,0,0,0,0,0.0126407797123697,0,0,0,-0.0131065161883789,0,0,0,0,0.450090828216968,0,0,0,0,0,0,-0.0272689408463714,0,0,0,0,0,0,0.0371262269651003,0,0,0,0,0,0,0,0,0.100888303999841,-0.049673095271399,0,-0.00536140167118971,0.00579231421307389,0,0,0,0,0,0
X600585.SH,0,0,0,0.165483829350315,0,0,0,0,0,0,0,0,0,0,0.0629648417665151,0,0,0,0,0,0,0,0,0.0793006736909884,0.0117873314527971,0,0.181556247236571,0,-0.101645788447594,0,0.111231399507522,0,0,0.106012216461234,0,0,0,0.0028406428162456,0,0.0933917121131528,0,0,0,0,0,0,0,0,0,0,0,-0.00134505665341992,0.00404651736469935,0,0,0,0,0,0
X600547.SH,0.0123117083844644,0,0,0,0.113343528047426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0803940969337638,0,0,-0.0389803607185716,0.551087393059029,0,0.0388410914548684,0,0,0.0030243940653661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304747824756112,0,0.0015184610889539,0.0061204598714974,0,0,0,0,0,0
X600886.SH,0.162146645249505,0,0.057633748148634,0,0,0,0,0,0,0,0,0.0691576371743778,0,0,-0.00450759107339552,0,0.238107682895443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163290492316222,0,0,0,-0.0525875130538141,0,0,0,0,0,0,0,0,0,0,0,0,-0.138997120921515,0,-0.000525177764548445,0.00107296397760754,0,0,0,-0.0199817029125275,0,0
X600660.SH,0,0,0,0,0,0,0.00219648773961342,0,0,0,0.232888194507338,0,0,-0.0351373165366303,0,0,0,0,0,0,0,-0.0480892846421694,0,0,0,0.132884683634248,0,0,0,0,0,0.322384609628728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921149438958514,0,0,0.0285584334836909,-0.00302971370182761,0,0,0,0.15679748444139,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054536636839073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030763866412203,0,0.0632041059225152,0.116951394390231,0,0,0,0,0,0.00836028358807249,0.244101970058798,0.0485022950269488,0,0.000370641337239306,0,0,0.150980450031124,0,0,0,0,0,0,0,-0.0387740947310944,0.0426249036353829,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.0189888585505446,0,0,0,0,0.768971073882307,0,0,0,-0.0214060238566407,0,0,0.209059123668119,0,0,0,0,0,-0.229182615870021,0.106853515508163,0,0.0327437471111444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186616051593875,0,0,0,0,0,0,0.00134764911711002,-0.0225405674911363,0,0,0,0,0,0
X002460.SZ,0,0,-0.0309239051188156,0,0,0,0,0,0,0,0,0,0,0.70443516169338,0,0,0,0.103369214762542,0,0,0.10494557735255,0,0,0,0,0.00723715939467987,0,0,-0.0427386809209754,0,0,0,-0.183468301028193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145161526140365,-0.000748659668960725,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0570737866607704,0,0,0,0,0,0,0,0.229590846317393,0,0,0,0,0.267641955767548,0,0,0,0,0,0,0.0137820947227929,0,0,0,0.106269301542575,0,0,0,0.174215451535047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578476633766608,-0.00220397349689111,0.0220809181351619,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.441299935966741,0,0,0,0,0,0,0,0.0798306655322791,0,0,0,0,0,0,0,0,0,0,0.347366636294933,-0.000113633397889529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238291697334359,0,0,0,0,0.0163236953113465,0,0
X000708.SZ,0.134552667621906,0,0,0,0,0,0.0553765820469408,0,0,0,0,0,0,-0.018037911032958,0,0,0,0,0,0,0.229821829469602,0,0,0,0,0.24256720192904,0,0,0,0,0,0,-0.0192287568119018,0,0,0,0,0,0,0,0,0,0,0,0.0838749440318711,0,0,0,0,0,0,-0.0474618229442558,0.0741909615041545,0,0,0,-0.0777285916233912,0,0
X601699.SH,0,0,0.109178542273442,0,0.386747421934329,0,0,0,0,0,0,0.161257891818225,0,0,0,0,0.0105472448495876,0,0,0,0,-0.0420502289951324,0,0.0945928216633474,-0.277854536853186,0,0,0,0,0,0,0,0.236320805460653,0,0,0,0,0.234216503569329,0,0,0,0.0498481581121207,0,0,0,0,0,0,0.0309792844864959,0,0,0.0361012297060139,-0.039283501502442,0,0,0,0.0196153820255688,0,0
X600111.SH,0.100835429070033,0,0,0,0,0,-0.0630885052496249,0,0,0,0,0,0,0.189211323701708,0.0657535598897119,0,0,0,0,0,0.0279190923740206,0,0,0,0,0,0,0,0,0.136025414075537,0,0,0,0,0,0.259962671311777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16001652794502,0,0.0245606872515244,-0.0343390607175892,-0.00735877599770143,0,0,0.0452058409105109,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107795944107218,0,0,0,0.0530850142893555,0,0.369244878708593,0,0.134172678747946,0,0,0,0,0,0,0,0.0615454500503464,0,0,0,0,0,0,0,-0.0162014214429112,0,0,0,0.167724065976697,0,0,0,0,0,0,0,0,0,0,-0.00383487959666458,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129719724345503,0.141121583140113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181796245851236,0,0,0,0,0,0,0.106840643695842,0.0806381603966216,0,0,0,0,0,0,0,0.0981875796698763,0.0407234619089143,0,0,0,0,-0.0169836436308555,0.0124685310720312,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.196502167646327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118393124876205,0.0522603196281218,0.0849741389498821,0,0,0,0,0,0,0.307919081902651,0,0,0.0138906869196736,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.118677973734957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436237057755654,0,0,0,0,0,0,0,0.0556152351139804,0,0,0,0,0,0,0.107197105638049,0,0,0,0,0,0,0.202939883228382,0,0,0,0,0,0,0,0,0,0,0.00651498745046009,0,0,0,0,0.0743078418999827,0,0
