,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600176.SH,X000786.SZ,X002466.SZ,X600011.SH,X600426.SH,X601600.SH,X601898.SH,X600886.SH,X000301.SZ,X600010.SH,X600111.SH,X600188.SH,X600352.SH,X002080.SZ,X600219.SH,X600801.SH,X601991.SH,X600486.SH,X600489.SH,X600795.SH,X300037.SZ,X600688.SH,X600803.SH,X002353.SZ,X601168.SH,X600399.SH,X600027.SH,X601992.SH,X600299.SH,X002497.SZ,X600157.SH,X002409.SZ,X000932.SZ,X300073.SZ,X000898.SZ,X000027.SZ,X000630.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-0.00841936413926787,0,0.00611975257208447,0,0,-0.0138573820105491,0,0,0.102396229534469,0,0,0,0,0,0,0,0,0.00444124312815981,0,0,0.0740716373209996,0,0.00104016530362415,0,0,0,0,0,0,0,0,0,0,0.02218941764184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00296866620992606,0,0,0,-0.000733523586344556,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00857123384800746,0.0655833967833375,0.0637091358019514,0,0,0.0652699118519927,0,0,0,0,0,0.0554036445242514,0,0,0,0,0,0,0,0,0,-0.0104578078967069,0.00628158460226168,0,0,0,0,-0.0907805780651446,0,0,0,0,0.102668251835617,0,0,0,0,0,-0.000502455999028467,0,0,0,-0.00487143901714626,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0712608651092323,0,3.46944695195361e-18,0,0,0,0,0,0,0.4374944525765,0,0,0,0,0.236574690658747,0,0,0.0683543382008757,0,0,0,0,0,-0.00894093587546359,0,0,0,0.0202692257425136,-0.0542831367508619,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0427231911538449,0,0,0,-0.014897198413535,0,0
X600309.SH,0,0,0,0,0,0.00456494525662366,0,0.0666800778994151,0,-0.108796013257137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.129560948864007,0,0,0.18227706023768,0,0,0,0,0,0,0,0,0,0,0,0.004644827982168,0,0.00279975021524967,0.256830914218552,0,0,0,0,0,0,0.0106942832124391,0.0247590239327604,0,0,0,0.0189019254806854,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.142462096514569,0,0,-0.0590140740981176,0,-0.0152011095106536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312734220712116,0,0,-0.00917162136068284,0.104929463946148,0,0,0,0,0,0,0,0,-0.00223976960782589,-3.46944695195361e-18,0,0.175369473898636,0,0,0.013022996332408,-0.00528402356895096,0,0,0,0.00789849194949148,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.101179363424417,0.0864332790931898,0,0,0,0,0.390140408176732,0,0,-0.115014351038558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342567520267108,0,0,0,0,0,0,0,0,0.380903251053483,-0.0663166709002233,-0.0379961577198769,0,0,0,0,0,0,0,0,-0.0145232740307436,0,0,0,-0.00624604893577384,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.272494929676647,0,0.108658884306075,0,0,-0.0855119618024269,0,0,0,0,0,0.0494094156433703,0,0,0.0294630581921833,0,0,0,0,0,0,0,0,0,0,0,0.00338986239134619,0,0,0,-0.0897257284646726,0,0,0,0,0,0,0,0,0,0.0326059252322977,0,0,0,0,-0.00032780221064475,0,0
X000708.SZ,0,0,0.112851806185532,0,0,0,0,0,0,0,0,0.234514243712398,0,0,0,0,0,0,0,0,0,0,0.123052283738311,0,0,0,0,0,0,0,0,0,-0.0163098650994604,0,0,0,0,0,0,0,0,0,0.0472530432066996,0.0776857054118806,0,0,0,0,0,0,0,0,0.0969997990931606,0,0,0,0.00186180967023737,0,0
X600660.SH,0,0,0,0,0,0.144358131647545,-0.172026797058293,0,0,0,0,0,0,0,0,0,-0.0592889538576452,0,0,0,0.0295361144537203,0,0,0,0.0530067710533164,0,0,0.162547624568466,0,0,0,0,0.147672929484687,0,0,0.0512637889680549,0,0.0170200490143301,0,0,0,0,0,-0.0936586612511292,0,0,0,0,0,0,0,0,0.00281297917758302,0,0,0,0.0162084177253481,0,0
X002271.SZ,0,0,0.0844069128098399,0,0,0.0416249344975495,0,0,0,0,0,0,0.196578883294684,0,0.0213945757686496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650163208941097,0,0,0.116371865551966,0,0,0,0,-0.0427662504687762,0,0,0,0,0.122897496859476,0.0504131887749783,0,0,0,0,0,0,0,-0.0810114621210197,0.208783691466523,0,0,0,0.0193643183369256,0,0
