,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X600660.SH,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600362.SH,X601600.SH,X600426.SH,X601898.SH,X600010.SH,X600801.SH,X600352.SH,X600188.SH,X600489.SH,X000301.SZ,X600111.SH,X600795.SH,X601991.SH,X600688.SH,X600803.SH,X002075.SZ,X600299.SH,X600486.SH,X000932.SZ,X600027.SH,X600219.SH,X002466.SZ,X601992.SH,X300037.SZ,X002080.SZ,X002353.SZ,X601168.SH,X000898.SZ,X000630.SZ,X002409.SZ,X000027.SZ,X600315.SH,X000883.SZ,X000807.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157009931561549,0.0264153532300388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372642019241911,0.00554719201716254,0,0,0.000320877862967289,0,0.0123412457809587,0,0.0848545892980101,0,0,0,0,0.0548988442515903,0,0,-6.72954001621689e-05,-0.0174617955688257,0,0,0,-0.00890895341902325,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023832465235059,0,0,0,0,0,0,0,0,0.0312658447785837,0,0,0,0,0.000507107661875589,0,0,0,0,0,0.043044048374356,0,0,0,0.0159538963308845,0,0.0302088172663644,0,0,0,0,0,0,0.032996613779446,0.0163929997637286,0,0,0,0,0,0,-0.0107953037222858,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.09850437391953,0,0,0,0,-0.0250281274816867,0,0,0,0,0,0,0.00284739768646977,0.244323828713999,0,0.0211827446790901,0,0,0.0556692015532456,0,0.0194453095333124,0,-0.0352292647610632,0,0,0,0,0,0,-0.0336424054639731,0,0,0,0,0,0,0,0,0,0.0421927367724892,0.0541483879625795,0,0,0,0,0,0,-0.00894452659239192,0,0
X600585.SH,0,0,0,0,0,0,0,0.0947894657331426,0,0.103704991826893,0,-0.034593252544873,0,0,0,0,0,0.0549801328426048,0.0021450465847794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609575263208457,0,0,0,0,0,0.0298636073077831,0,0,0,0,0.0126826807525795,0.00915533010793204,0,0,0,0.0102920420248241,0,0
X600309.SH,0,0,0,0,0,0,0.0817442455712222,0.0118711154820772,0,0,0,0,0,0,0,0,0,0.319154298008949,0,0,0,0,0,0.132204027342013,0,0,0,0,0,-0.160608089462479,0.167399378262884,0,0.115863348314487,0,0,0,0,0,0.17930357934316,0.0726573041619291,0.31352213384026,0,0,0,0,0,0,0,0,0,0,0.0119763318118467,0,0,0,0,0.00679465832250213,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741248296547234,0.0609052332379149,0,0,0,0,0,0,0,0.0377034652821753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102837469183538,0.021525803460896,0,0.0538525032494832,0,0,0.0755815715134338,0,0.041595236968932,0.0564885119397672,0,0,0,0.00866780155108488,0,0
X000708.SZ,0,0,0,0,0.0547860077750981,0,0,0,0,0,0,0.056889422870595,0.0135180148564632,0,0.0209931973005863,0,0,0,0,0,0.0474777092858233,0,0,0,0,0,0,0,0,0.110145565598682,-0.0610802882756706,0,0,0.118681266929968,0,0,0.207688314453989,0,-0.116445265560569,0,0,0,0,0,0,0,0.0456775497394094,0,0,0,0,0,0,0,0,0,0.0534872063622768,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0497458037838541,0,0,0,0,0,0,0,0.0305353598449401,0,0,0,0,0,0.661787161722746,0,0.0913808096140591,0,0,0,0,0,0,0,0,0,0.0637146899916818,0.0342157680460474,0,0.0358768003313154,0,0,0,0,0,0,0,0.0737772156873653,0,0,0,0,-0.00559288769249567,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.107305985008174,-0.0206810932127415,0,0,0,-0.0614645367963374,0,0,0,0,0,0,0,0,0,0,0.108135424830746,0,0,0.0248243682295251,0,0,0,0,0.205709691830369,0,0,0,0,-0.0964713872208322,0,-0.00952625914841236,0,0.241277584572757,0,0,0,0,0,0,0,0,0,0,0.0207395046646948,0,0,0.0633997403617095,0,0,0,0.00693772519122366,0,0
X002460.SZ,0,0,0,0,0,0.039371495251134,0,0,0.0815188359387894,0,0.0659487419760225,0,0,0,0,0,0,0,0,0,0,0,0,0.0530375050056018,0,0,0,0.0616677552771369,0,0,0,0,0,0,0,0,0.333512299433665,0,0.241441640582576,0,0.158333748644539,0.0689066094891912,0,0,0,0,0.0381167317653202,0,0,0,0,-0.00181599072627407,0,0,0,0,-0.0709394748753025,0,0
