,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X601991.SH,X600111.SH,X600362.SH,X600157.SH,X600027.SH,X600489.SH,X600886.SH,X601992.SH,X002466.SZ,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000898.SZ,X000983.SZ,X000539.SZ,X000060.SZ,X002407.SZ,X000027.SZ,X002460.SZ,X002470.SZ,X000630.SZ,X000012.SZ,X600176.SH,X600612.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0505311403982734,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0560071896703085,0,0,0,0,0,0,0.0214095255062887,0,0,0,0.0482881896255231,0,0,-0.0135825476721405,0,0,0.199148020006982,0,0,-0.0271244203656085,0,0,0,0,0,0,0,-0.0529979852541526,0,0,0,0,0,0,0,0,0,0.0359779243966813,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.183180368594485,-0.00635891600405499,0.0123725596892308,0,0,0,0,0,-0.0422428431532394,0,0,0,0,0,0.0169686454194442,0,0,0.0746717995646699,0,0,0,0,0,0.0541769139834577,0,0,-0.0858798695526351,0.0192906554990376,0,0,0,0,3.46944695195361e-18,0,0,0.00945525015738719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.137343574383549,0,-0.00523026709937592,0.000215874630011286,0,0,0,0,0,0,0,-0.0285612128224309,0,0,0,0.0267930080142192,0,0,0,0,0,0,0,0,0,0,0,0.0201039722684661,0.10174144419692,0,0.101487145068686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344950049682476,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0863815158894451,0,0,-0.0903254897303671,0.110277249200585,0,0,0,0.0470866961010609,0,0,0,0,0,0,0.00177989805164922,0,0.0381075518950111,0,0,0,0,0.0300767658659666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021543921865884,0,0,0,0.00922718168951757,0,0,0,0,-0.0316330747375359,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391193670043337,0,0,0,0,0,0,0,0.0114115056770484,0.0258260673966567,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.184972736977435,0,0,0.0127390296836691,0,0,0.0112075618089524,0,0,0.0337673176824447,0,0,0,0,0,-0.0091451798203478,0,-0.0219901266368017,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0568603009560194,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.027121749067825,0,0,0,0,0,0.0752112670518198,0,0.119361744339119,0,0,0,0.00809251840179711,0,0.117507680891759,0.0040222865617723,0,0,-0.096785514451558,0,0,0,0,0,0,0,0,0.0233431659091157,0,0.0271197107943727,0.0783780834423098,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.122460766128749,0,0,0,0,0.132051448689213,0,0.0664397232495211,0,0,0,0,-0.13298135681955,0,0,0,0,0,0,0.0986657040553245,0,0,0,0,0.139013491863493,0,0,0,0,0,0,0,0,0.228524775520849,0,0,0,-0.0832647150474686,0,0,0,0,-0.0408915175379471,0,0.0746551037583012,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.135690484917636,0,0,0,0,0,0,0,0,0,0,0,0.0192277521833319,0,0,0,0.0799760980489927,0.0241960273793438,0.0349480985908036,0,0,0,0,0,0,0,0.182521920975019,0,0.0777347125009416,0,0,0.0794472149485609,0,0,0.0764660504426768,0,0,0,0,0,-0.0407395637115644,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.10265645376112,0,0,0,0,0,0,0,0,0,0,0.0333681355970004,0.0142550552812274,0,0.110885344958298,0,0,0.17094849870687,0.0366365030521623,0.209557991094242,0,0.0427504284245962,0,0,0,0,0,0.0126930036955304,0,0,0,0,0,0.00412288048826053,0,0,0.101035534989576,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.112030130468783,0,0,0,-0.0587045622096334,0,0,0,0.957815516434617,0,0,0.0237981400756911,0.0320238750280319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525835677059278,0,0,0,0,0,-0.174530531032139,0,0.193466869788293,0.203774614505702,0,0,0.0836996529057155,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129226093169984,0,0.228357573691039,0,0,0,0,0.0935158097794363,0,0,0,0,0,0,0,0.579428929951824,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335589278276869,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.00367402987809146,0.0331024168990943,0,0,0,0,0.154928571416672,0,0,0,0,0,0,0,0.102157426976167,0,0,0,0,0.0262769536439653,0.0648545034664016,0.0396861925327915,0,0,0,0,0,0,0,0,0,0.330324582664213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.041626151759728,0,0.0223654881697679,0,0.11479686816513,0,0,0,0.0517363178199883,0,0.0268843723409801,0,0,0,0,0,-2.16840434497101e-19,0,0.0185682432506592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314980836650771,0,0,0,0.00275620892544587,0,0,0,0,0,0.0327046620110634,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.00298325441035716,-0.0132172467607541,0.0109536391721161,0,0,0,0,0,0,0,0,0,0,0,-0.00260758468215443,0,0.149810244968326,0,0,0.0628397488571661,0,0.0170930945650312,0,0,0,0,0,0,0,0.036483931133494,0,0,0,0.217958180181808,0,0,0,0,0.00261349272791069,0,0,0,0,-0.00481757426855447,0,0,0,0,0,0,0
