,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X600886.SH,X000792.SZ,X002466.SZ,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X600803.SH,X000983.SZ,X600489.SH,X600027.SH,X600176.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X000408.SZ,X600219.SH,X600985.SH,X600688.SH,X000629.SZ,X300037.SZ,X002128.SZ,X002353.SZ,X600157.SH,X600612.SH,X601168.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.874076371997322,0,0,0,0,0,0.0906565438489153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302179969478466,0,0,0,0,0,0,-0.0480565893864235,0,0,0.100621151564606,0,0.137048083230696,0,0.0487480106727898,-0.00792384612623421,-0.00541954618736391,0,0,0,0,0,0
X600028.SH,0.58823589230302,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00874982042706534,0,0,0,0,0,0,0,0,0,0,0,0.0423948902830167,0,0.0256387612698073,0,0,0,0.0829530608499324,0,0,0,0,0,0,0,0,0,0,0,0,-0.0945007812350759,-0.0525320027464736,0,0,0,0,0,-0.00144869844528818,0,0,0,0,0,0
X601088.SH,0.0393316040689837,0.0332833025105514,0,0,0.142117718231914,0,0,0.235688128189471,0,0.0501338728964588,0,0,-0.0352848161993546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225985906290829,0.166658176618376,0,0,0,0.00964760203765568,0,0,0,0,0,0,0,0,0,0,0.0163685441407236,0,0,0,0,0,0.00127131510435725,0,0,0,0,0,0,0
X600309.SH,0.0407769902110937,0,0,0,0.0603377062746615,0,0,0,0,0,0.206438798776555,0,0,0,0,0,0,0.0191236759327488,0.0378577327065091,0,0,0,0.0265422494855752,0,0.041715283776368,0,0,0,0,0.00612285195934193,0,0.0379446833648797,0,0.0557332144627651,0.0298891800459675,0,0,0,-0.0463575140291115,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0254322477025539,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.10986152773181,0,0.202193947368798,0,0,0,0,0,0,0,0,0,0,0,0,0.0329478214282053,0,0,0,0,0,0.108215360783798,0.515160930333299,0,0,-0.246229777283827,0,0,0,0,0,0,0.0565113719227004,0,0,0,0,0,-0.0119847370132994,0,0.0234548644472008,0,0,0,0,0,0.016141546564412,-0.0260657525621801,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0925457549897103,0,0,0,0,0,0,0,0,0,0,0,0.342815537933653,0,0,0,0,0,0.160074539337522,0,0,0,0,0,0,0,0,0,0,0.309377717791917,2.77555756156289e-17,0,-0.00702221592486249,0,0.310517861479864,0,0,0,0,-0.183160408811683,0,0,0,-0.0140833338339626,0,0,-0.0707434331552474,0,0.0403146230237966,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.101610360415141,0,0,0,0,0,0,0,0,0,-0.0818463218872057,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.121997220018745,0,0.194400397578758,0,0.0878421968314402,0,0,0,0,0,0,0,0,0,-0.041734195871664,0,0.0975633429305048,0,0,0,-0.0194592249450925,0,0,0,0,0,0,0,0,0
X601898.SH,0.0662022623234928,0,0,0,0.164727114371238,0,0,0,0,0,0.00419092705558879,0,0,0,0,0.0661785588327539,0,0,0,0,0,0,0,0,0,0.179465067450556,0.280430743507285,0.0739315067181506,0.0387855681244641,0,0,0,0,0,0,0,0,0,0,0,0.0982476738808309,0,0,-0.145267973986445,0,0,0,0,0.0112256455254922,0,0,0,0.0137548032585247,0,0,0,0,0,0
X600011.SH,-0.0948066105281569,0,0,0,-0.12451216188836,0,0,0,0,0,0,0,0,0.21740786793408,0,0,0,0,0,0,0,0,0,0,-0.0956220493888944,0,0,0,0,0.830392619689068,0,0,0,0,0,0,0.0558789164613418,0,0,0,0,0,-0.151536121522941,0.135571214796877,0,0,0,0,0,0,-0.145871058013688,0,0.00259759715118893,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0974699422436264,0,0,0,-0.135038958726413,0,0,0,0,0,0,0,0,0,0,-0.00234718886322862,0,0,0,0,0.0920193763594909,0,0.549302953158705,0,-5.42101086242752e-20,0,-0.0504177184049039,0,0,0,0,0,0,0,0,0,0,0.0349692357818884,0,0.111649055336968,0,0,0,0,0,-0.00547063499348333,-0.019554561122484,0,0,0,0,0,0
