,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000786.SZ,X000807.SZ,X601991.SH,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600985.SH,X002080.SZ,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X600096.SH,X000539.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.910960037919701,0,0,0,0,0,0,0.0843112202213744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330658649095323,0,0.158966428821316,0,0,-0.00853003578973938,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647734091930809,0,0,0,0,0,0.000641070997121139,0,0,0,0,0,0,0
X600028.SH,0.570994194668456,0,0,0,0,0,0.0705060367102197,0,0,0,0.0400285501208069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390588858860846,0,0.0987027856563252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430330794862231,-0.155458326986786,0.01250674489325,0,0,0,0.0341469339920026,-0.0315064848333497,0,0,0,0,0
X601088.SH,0,0.148555712976059,0,0,0.205055308083194,0,0,-0.0306523575570421,0,0,0,0,0,0,0,0,0.111327532332709,0,0,0,0.0252226798709509,0.0634445373971532,0,0,0,0,0.00144688929773137,0.0315950869997883,0,0,0,0,0,0,0,0.143748728863683,-0.0654818066793751,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.00866948265958601,0,0,0,0,0,0
X600309.SH,0.0746345155272101,0.00499210236935744,0,0,0,0,0,-0.0354998894407294,0,0,0.0593399303967311,0,0,0.127246105452128,0,0,0,0,0,0,0,0.155958259058831,0,0,0,0,0,0,0,0,0,0,0.0732939132943133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315923660823585,-0.0343683554649081,0,0,0,0,0,0
X600188.SH,0,0,0.72075608179657,-0.223924120908346,0,0,0,0,0,-0.195855411032278,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.171660957612991,-0.161018278931801,0,0,0,0.257164281176596,0.215783770786811,0,0,0,0,0,0.164422467849923,0,-0.00222285522702816,0,0,0,0,0,0,0,0,-0.285312480965171,0,0,0,0,0,0,0,0.052184679386005,-0.065331214341289,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0196390037599562,0,0,0,-0.325582443470329,0,0,0,0,0,0,0.161147978643197,0,0,0,0,0,0,0,-0.0952253012716202,0,0.0562701458089546,0,0,0,0,0,0.109176848397034,0,0,0,0,0,-0.00856497014159043,0,-0.0189683183604873,0.0692198122827592,0,0,0.459623458630856,0,0,0.000205239965780782,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0145724412923802,0,0,0,0,0,0,0,0,0,0,0,0.18281243010416,0,0,0,0,0,0,0.0379435070732482,0,0,-0.0126746639574861,0.163825957707723,0,0,0,0.292348223903657,0,-0.0130361315025684,0,0,0,0,0,0,-0.0363760740868642,0,-0.219752732634214,0,0,0,0.15166837632157,-0.00326219445520609,0,0.0405047627378144,0,0,0,0,0,0
X600011.SH,-0.0307290216629924,0,0,0,-0.120633251315031,0,-0.0404491737300069,0,0,0,0,0,0,0,0,0.315886727020593,0,0,0,0,0,-0.173025414842583,0,0,0,0,0,0,0,0.387132215029048,0,0,-0.043206274441292,0,0,0,0.0739696350715389,0,0,0,0,-0.0260884904352538,-0.154939767611339,0,0,0.0328003547944394,0,0,0.298597156624451,0,0,0.000337893439537759,0,0,0,0,0,0,0
X601898.SH,0.0214803192011717,0,0.0727226494101791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115299918258218,0.175544166484549,0,0,0.0183582962090877,0.108531554462243,0,0,0,0,0.213749683467554,-0.039751712673201,0,0,0,0.104964431487886,0.0274031356631504,0.0392897613309509,0,0,-0.153963711884813,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0435230734810979,0,0,0,0,-0.0339364501456006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317657086498456,0,0.130922128285582,0,0,0,0,0,0,0,0,-0.0844177318113484,0,0,-0.0680005058759411,0.112901384567396,0,0,0.107313596354609,0,0,-0.0572986247461904,0,-0.0309117655049404,0,0,0,0,0,0,0
