,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600660.SH,X600688.SH,X300072.SZ,X600362.SH,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X002460.SZ,X600516.SH,X600111.SH,X600886.SH,X600176.SH,X000898.SZ,X600157.SH,X000709.SZ,X000786.SZ,X000792.SZ,X600352.SH,X600027.SH,X000553.SZ,X000408.SZ,X002271.SZ,X600489.SH,X600219.SH,X601699.SH,X600339.SH,X600808.SH,X601158.SH,X000959.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X000723.SZ,X002470.SZ,X002092.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.461851051007333,0,0.0688063524982263,0,0,0,0,0,0,0,0,0.0282611390585238,0.0828801107330298,0,0.0131893791175558,0,0,0,0,-0.0350520461731602,0,0,0,0,0,0,0,0.0552062822063904,0,0,0,-0.0555523286611171,0.0763382846151663,0,0,0,0,0,0,0,0,0.0494685209457653,0,0,0,0,0,0,0,0.00344364005849378,0,0,0,0,0,0
X600028.SH,0.445896987833259,0,0,0,-0.0643280221362927,0,0,0,0,-0.0029922781673849,0,0.0604319204396711,0,0,0,0,0,0,0,0,0,0,0,-0.103903355674589,0,0,0,-0.0151731450053778,0.016716971536893,0,0,0,0,0,0,0,0,0,-0.0117566309712587,0,0,0,0,0,0,0,-0.0302643753096661,0,0,-0.0187614278840995,0.0360841044696666,0,0,0,0,0,0
X601088.SH,0,0,0,0.154393794000192,0.169311869668509,0,0,0,0,0.146773964122461,0,0,0,0,0,0,0,0,0,0,0.0245957616303994,0,0,0,0,0,0,0.0895637977443826,0,0,0,0,0.0210909287117463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17149797588478,0,0,0,0,0
X600019.SH,0,0,0.0850268156182975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094205085663447,0.0267474332231946,0,0,0.173273669824874,0.799288052286751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271406792801839,0.00847063795461939,0.0253494538723973,0,0,0,0,0
X600585.SH,0,0,0.407152655443536,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.246134969602354,0,0,0,0.0704391189182097,0,0,0,0.184338597646752,-0.121797530895436,0,0,0,-0.255110432717236,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.00787634539283296,0.0134983997433648,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0164146148829192,0,0,0.039706246164998,0,0,0,0,0,0,0,0,0,0.0950092521254948,0,0,0,0,0,0,0.202349979538009,0.0260087498225344,0,0.131284078377308,0,0.0239271111702929,0,0,0,0,0,0,0.0299556403024613,0,0,0,0.166015852197723,0,0,0,0,0.146723859302224,0,0.0156061568652694,0,0,0,0,0,0,0
X600309.SH,0,0,0.172091321526046,0,0,0,0,0,0,0,0,0,0,-0.225158869058708,0,0,0,0,0.108190025845782,-0.0705625601370347,0,0,0,0.149666067864605,0,0,0,3.46944695195361e-18,0,0.01046347053582,0,-0.116582050921508,0,-0.0771519785092304,0,0,0,0,0,0,0,0,0,0,0,0,0.425812914954306,0,0,-0.0400644861209499,0,0,0,0,0,0,0
X600011.SH,0,0.0254294900388541,0,-0.0145602459127963,0,0,0,0,0.158753614358438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181991813843285,0,0,0,0,-0.0381284267476345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722567363049786,-0.123320063129397,0,0,0,-0.00286999583925013,0.0193558151279694,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0382097993065819,0,0,0,0,0.211967862451437,0,0,0,0,0,0,0.0195367146739351,0,0,0,0.000223136158047979,0,0,-0.00341351156780812,0,0,0,0,0,0,0,0.0647993980285573,0,0,0,0,0.0393553773073067,0,0,0,0,0,0.215196908917264,0,0,0,0,0.0267913688732558,0,0.00526553846980702,0,0,0,0,0,0,0
X600188.SH,0,0,0.0345308832363874,0,0,0,0,0,0,0,0,0,-0.0105121223050407,0.0707233695143582,0,0.0939284273077412,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.254282841851762,0,0.0835978787382959,0.045211452453884,0,0,0,0.138911461145861,0,0,0,0,0,0.392931503534556,0,0,0,0,0,0,0.00643141953607659,0,0,0,0,0,0,0
