,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600623.SH,X600299.SH,X600547.SH,X002466.SZ,X600660.SH,X601158.SH,X600352.SH,X000792.SZ,X600309.SH,X600583.SH,X000709.SZ,X600489.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000060.SZ,X000983.SZ,X002470.SZ,X600176.SH,X600022.SH,X600578.SH,X600098.SH,X601699.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0.215637810131492,0,0,0,0,0,0,0,0,0,0,0,0.0274403764553279,0,0.0405871541923852,0,0,0,0,0,0.0585016407131166,0,0,0,0.0395338065952322,0,0,0.0640707046251275,0,0,0,0,0,0,0,0,0,0,0,0.0174251248419049,0,0,0,-0.00687853714076588,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.106141754335975,0.1089144071085,0.106640821312223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573468387762976,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0354567556801124,0.0716121219306814,0,0,0.00944598789113012,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.511303771807238,0,0,0,0,0.00603000153631148,0.134629659260521,0,0,0,0,0.00251946384414959,0,0,0,0,0,0,0.063287579835978,0,0,0,0,0,0,0,0,0.0910136983358072,0,0,0,0,0.00436951662844884,0,0,0,0,0,0,0,0.0293628143377468,0,0,-0.00685202925352182,0,0,0,0,0,0,0
X600011.SH,0,0,0.16211602047971,0,0,0,0,0,0.0355940681067207,0,0,0,0,0,0,0,0.112161947793254,0,0,0,0,0,0,0,0,0,0,0,0.0277487471450282,0,0,0,0,0,0,0,0,0,0,0.0542884818325665,0,0,0,0,0,0.0100656289756088,0,0.188443129119857,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0652421660317243,0,0,0,0,0,0,0.26846333783354,0,0,0.061678900002543,0,0,0,0,0,0,0,0,0,0,0.10519675974198,0,0,0.051520816521798,0,0,0.124031773415671,0,0,0.0154273824235397,0.0154354106863979,0.0962589141247896,0.124603705500802,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414852600061082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418002135840446,0,0,0,0,0,0,0.0547998833490012,0,0,0.0775227116130266,0,0,0.362555781585863,0,0,0,0,0,0.0188460755384606,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0.0318325634619259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161223740183187,0,0,0,0,0,0,0.113013929704535,0,0,0.176474478606932,0,0,0,0.0543732674336001,0,0,0,0,0,0,0,0,0,0.0322409631521992,0,-0.0382781936659077,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041355489958617,0,0,0,0,0,0.039117213744475,0.11230384353944,0,0,0,0,0,0,0,0,0.0688992682035944,0,0,0,0,0,0.0150217924148093,0,0,0,0,0,0.411500987674568,0.0125465540499489,0,0,0,0,0.0321779383296193,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.0830429869279729,0,0.0131244876369512,0.0186269021535161,0,0,0,0,0,0,0,0,0,0,0,0,0.117783024460104,0.025492875882175,0.184693577148761,0,0,0,0,0.00251760380490198,0,0,0.0689814051878493,0,0,0,0.197570273610845,0,0,0.106454453019482,0,0,0,0,0,0,0,0,0,0,0,0.0689895435241784,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613452734421332,0,0,0,0,-6.93889390390723e-18,0,0,-0.00881966664336356,0,0,0,0.120557156053095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140954552139695,0.218868267439479,0,0,0,0.337157647825258,0,0,0,-0.147238780175795,0,-0.03065132292413,0,0,0,0,0,0,0
