,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X002466.SZ,X600027.SH,X600111.SH,X000898.SZ,X600516.SH,X002460.SZ,X600176.SH,X600352.SH,X000709.SZ,X000786.SZ,X600299.SH,X600219.SH,X000629.SZ,X002271.SZ,X600808.SH,X600801.SH,X000825.SZ,X601158.SH,X600489.SH,X600339.SH,X000723.SZ,X000553.SZ,X600157.SH,X000630.SZ,X002110.SZ,X000883.SZ,X600583.SH,X600985.SH,X002470.SZ,X000990.SZ,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0246477261908642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712194598157363,0,0.0574992625594917,0.0112814861549903,0,0.0457928873120154,0,0.0667466129333667,0.0851993964225949,0,0.052973934372828,0,0,0,0.00178611132568346,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.419676358814573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546395156214066,0,0,0.306103131044597,0,0,0,0,0,0,0.0109259022406813,0,0,0,0,0,0,0.0952284528457792,0,0,0,0,0.042955158073292,0.00503005004001335,0,0.103389899561667,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.104440824328982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229745319657641,0.126529626199933,0,0,0.0615722906892253,0.00334153114718734,0,0,0,0,0,0,0,0,0,0.109070417284383,0,0,0,0,0,0,0,0,0.0177659303576531,0,0,8.67361737988404e-19,0.019953505396607,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229535116836803,-0.0288235395015479,-0.0161743489807253,0,0,0,0,0,0,0,0.0144029095778157,0,0,0,0.0847991393789045,0,0.476538993716642,0,0,0,0,0,0,0,-0.02300622365707,0,0,0,0,0,0,-0.0469788871086473,0,-0.00754840039021779,0.020748781625073,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.040481198554273,0,0,0.0756011584909852,0,0,0,0,0,0,0,0,0,0,0,0,0.105062257833353,0,0,0,0.0862438206801446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569573328201417,0,0.241635537732438,0,0,0,0,0,0,0,0.00216374039632021,0.00744125949882287,0,0,0,0,0,0
X600309.SH,0,0,0,0.0537301260226857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08558553584915,0,0.414895552315185,0,0,0,0,0.0734954130532776,0,0,0,0,0,0,0,0,0,0,0,-0.0282725044659216,0.0685338471874499,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479683930503078,0,0,0,0.513099337057855,0,0,-0.157822739222445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521763096776668,0,0,0,0,0,0,0,0,0.0488775798095958,0,0,-0.00183485451321308,0.00729386770612276,0,0,0,0,0.00378512193104471,0
X600010.SH,0,0.0373998141373288,0,0,0,0,0,0,0,0,0,0,0.0878014153317998,0,0,0,0,0,1.73472347597681e-18,0,0.0383709004067238,0.382702588771565,0,0,0,0,0,0,0,0,0.36834104932807,0,0.0250874032080952,0,0,0.0148955163808298,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687740281192948,0.0651860318551883,0,0,-0.00224856519276622,0,0,0,-0.00788874076126102,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373751623955152,0,0,0,0.0465541523769236,0,0.140432317093678,0,0,0.043086405520481,0,0,0,0.0315516872080861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409005361452191,0,0,0.055611439590373,0,0,0.088910469953901,0,-0.0231319438023075,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.184086928568578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103856764859533,0,0,0,0.0450967999031108,0,0,0,0.0443864837078796,0.00680253758853948,0,0.0641103286690241,0,0,0,0,0,0,0,0,0.0492657194166648,0,0,0,0,0.0735438988923279,0,0,0.0390989160984372,0,-2.71050543121376e-20,0.00633094955036349,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0145678233070535,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317699686581458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01652029137403,0,0,0,0.0230197902354503,0,0,0,0,0,-0.0934780705717854,0.026713830175529,0,-0.0186791828813991,-0.0155884279118919,0.0267225763369989,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0226256384746561,0.161124655033238,0.0998887115739271,0,0,0,0,0,0.0466932468932784,0,0.13877712032483,0,0,0,0,0,0,0,0,0,0,0,0.0204567157178331,0,0,0,0,0,0,0,0,0,0.0443248695557892,0,0,0.0290025015965435,0,0,0,0,0.00645837266305746,0,0,0.0758833141364647,0,-5.42101086242752e-20,-0.00597044191427522,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0278852574166449,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690180183360873,8.67361737988404e-19,0,0.0358906888674108,0,-2.16840434497101e-19,0.0476812368378673,0,0,0.176287386487417,0,0.203183153569406,0,0,0,0,0,0,-0.0214671535584139,0,0,0,0,0,0,0,0,0,0.00391488656523553,0.0117052742153219,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0324194002241865,0,0,0,0,0,0,0,0,0,0.0427819394310682,0,0,0,0,0,0,0,0,0,0,0,0.0509880729546568,0.0147031286542159,0,0,0,0,0,0,0.00364264237612332,0,0,0,0,0.0461856331169288,0,0,0,0.148819039615819,0,0.0853418514172466,0,0,3.46944695195361e-18,0,-0.0144889721439137,0.0368673196610279,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0194102887164038,0,0,0.0786529654380387,0,0,0,0,0.15487718445317,-1.73472347597681e-18,0,0,0,0,0.103829890506959,0,0,0,-0.0348750358978771,0,0,0,0,0,0,0,0,0.0328162530068447,-0.0873782445372874,-8.67361737988404e-19,0,0,0,0,0.0594380080395056,0,0,0,0.110724285626653,0.0184651058249308,0,0,0,0,-0.0809939441391838,0,0
