,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X000708.SZ,X600111.SH,X000301.SZ,X601600.SH,X600660.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600160.SH,X600995.SH,X000807.SZ,X000629.SZ,X600096.SH,X000933.SZ,X000408.SZ,X600219.SH,X600489.SH,X600378.SH,X000723.SZ,X000932.SZ,X600141.SH,X002080.SZ,X600348.SH,X000831.SZ,X600801.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0434274096789514,0,0,-0.0444000885082035,0.164643379765324,0,0,0.01436386060543,0.0720588469562273,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0928479094987642,0,0,0,0,0,0,0,-0.0240475476321905,-0.0192144739235906,0,0.127557796629791,0,0,0,0,0,0,0,-0.0116721732256577,0.0186747509900105,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.054703494532378,0,0,-0.0551186756283378,0,0.0628694451807306,0,0,0,0.0685656767441368,0,0,0.0698859232312651,0,0,0.130657390428547,0,0,0,0,0,0,0,0,0.0428634619907381,0,0,0,0,0,0,0,0,0,0,-0.0421263433363203,0,0,0,0,0,0.0141374141198154,0,0,0,0,0.00641221257726666,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.00683803827177966,0,0,0,0,0,0.0148133922103294,0.275267378681539,0,0,0,0,0,0,0,0.0367507248839707,0,0,0,0,0,0,0.110134239898954,0,0,0.0347057127775898,0,0,0,0,0,-0.0192535060213865,0,-8.67361737988404e-19,0,0,0,-0.048863223218491,0,0,0,0,0,-0.055372943144512,0,0,0,-0.0299914793579348,0.0388946197669095,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0444363303370494,0,0,0,0,0,-0.117739017749118,0,0,0,0.272212345612435,0,0.210074965911302,0.10706398713471,0,0,0,0,0.219268912689433,0,0,0,0,0,0,-0.0554388183177088,0,0,0,-0.000347230294646714,0,0.032144731398595,0,0,0,0,0,0,0,0.583024865310611,-0.103852789180511,0,0,0,0,0,0,0,-0.00657312675030179,0,0,0,0,0,0
X600188.SH,0,0,0,-0.226464003470564,0,0.0393080715437775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389056068303711,0,0.242409874694894,0,0,0.16895722488503,0,0,0.348018904735162,-0.0504417677700176,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0867443448013062,0,0,0,0,-0.0278247902672136,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0015232181720682,0,0,0,0,0,0,0,0,0,0,0,0.0335855860727619,0.355572869830709,0,0,0,0,0,0.0879019848947517,0,0,0,0,0,0.0228955274125165,0,0,0.00401943039249093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20190228307677,0,0,-0.012187884519314,0.0232712262548812,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0764539842501642,0,0,0,0,0,0,0.206736024821698,0,0,0,0.084898868774491,0,0,0.192803753129177,0,0,0,0,-0.046384691601919,0,0,0,0.204533589032425,0,-0.0615262578297781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130686628372024,0,0,0,0.038422844601966,0,0.0506181458091424,0.00586989793527027,-0.00810191335213257,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.00678814783244332,0,0,0,0,0.591966025187989,-0.0358420458594908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510160751731142,0,0,-0.0323216566814906,0,0,-0.0213798065464697,-0.0218348173504509,0,0,0,0,0,0.276730589646808,0,0,0,0,0,0,0.0359902130943546,0,0,0,0,0,0.00165386656173114,2.16840434497101e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0691169285389698,0,0,0,0,0,0.1929077156595,0.0311600117677601,0,0,0,0,0,0,0,0.00420117786489035,0.0172776540045253,0.131862927381081,0,0.165885845286377,0,0,0.0175601765371276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190604622933388,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0375777872032361,0,0,0.537758902205556,0,0,0,0,0,0.0957174445940641,0,0,0,0,0,0,0,0,0,0,0,0.120687704484204,0,0,-0.00131748920455302,0,0,0,0,0,0.107360383167004,0,0,0,0,0,0,0.107214992899125,0,0,0,0.0876386876766409,0,0,-0.167058570168901,0,-0.120848491405891,0.0032201805337684,0,0,0,0,0,0,0
