,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X002271.SZ,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X600011.SH,X000786.SZ,X600886.SH,X600219.SH,X000408.SZ,X600803.SH,X300037.SZ,X000825.SZ,X601991.SH,X600399.SH,X600795.SH,X000932.SZ,X002409.SZ,X600486.SH,X000959.SZ,X002080.SZ,X000807.SZ,X600352.SH,X000898.SZ,X000027.SZ,X600549.SH,X600489.SH,X600157.SH,X002145.SZ,X000723.SZ,X000830.SZ,X002192.SZ,X000630.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0917413282258868,0,-0.0335896464874756,0,0.0719154719692908,0,0,0,0,0,0.0293209529690095,0,0,0.0477478727241252,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540659008042693,0,0,0,0,0.0792454271583085,0,0.0238593376776294,0,0,0.0922622782141816,-0.0172246931393444,0,0,0,0.0786841199072657,0,0.0272702928695044,0,0.0215149419867789,0,0,-0.00748480437290459,0,0,0,0,0,0
X600028.SH,0.078035953906343,0,0,0,-0.0569585920064019,0,-0.00821378299290444,0,0,0,0,0.0420095118800702,0,0.0151043756730333,0,0,0,0.0141739908443713,0,0.048861203632103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369461671643736,0,0,0,0.0836074121406761,0,0,0,0,0,0,0,0.0442500051030436,0,0,0,0,0,0,0.034038420888317,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.139804107495836,0,0,0.0415452840025602,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.273509045496923,0,0,0.0741591191674264,0,0,0,0,0,0,0,0,0,0,0.0635865443773963,0.0468266016508095,0,0.0756250964497966,0.0572604474359834,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0080842644045031,0,0,0,0,0,0,0
X601088.SH,0.0272705399802792,0,0,0,-0.0466748102398679,0.078783320357705,0,0,0,0,0,0,0,0,0.0555589419360789,0,0,0.218466044263673,0,0,0.0319193420201394,0,0.0984892571737138,0,0,-0.00726763483944859,0,-0.0602313136120544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515445478423221,0,0.0163810855664559,0,0,0,0,0,0.0122574044735845,0,0,0,0,0,0,0
X002460.SZ,0,0,0.156123537182889,0,0,0,0.019393649415237,0,0.195074378770101,0.141506726696553,0,0.095590923941004,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0185609658024721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524915826903421,0.382393956896399,0,0.121059366097196,0,0.0111801016837287,-0.0345037962656151,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0346381009888518,0,-0.0401625364175002,0,0,0.0909168428663726,0.00647458789468649,0,0,0,0,0,0,0,0.236362227747241,0,0.116900073677344,0,0,0,0,0,0,0,0,0,0,-0.0284699422985192,0.0276750057324191,0,0,0,0.0870176475326241,-0.035445774914613,0,0,0,0,0,0,0,0,0,0,0,0,0.0819641929546264,0,0,0,0,0,0
X600111.SH,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0375135520734487,0,0,0,0.175676236025393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810269759123002,0.132036957734718,0.109482734178331,0,0,0,0,0.0191568662355838,0.0735093317218962,0,0,0.0718579505702933,0,0,0,0.372487421439964,0,0,0,0,0,0.167691417463657,0,0,0,0.0310685828538579,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0252413579653878,0,0,0,0,0.0226761806492995,0,0,0,0,0,0,0,0,0,-0.0718141916792905,0.057716734362367,0,0,0,0,-0.0956599125672347,0,0.0692005030033004,0,0,0,0.435849102261463,0,0.0624002563918477,0,0,-0.0328583406123532,0,0,0,0,0,0,0,0.0361898924439559,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.196914696737395,0,0,0,0,0,0,0,0,0,0.240150077481885,-0.331731945274809,0,-0.076008019823659,0,0,0,0,0,0.110593495375545,0,0,0,0,0.00917919583557836,0,0,0.0401397200170834,0,0,0,0.269066483334085,0,0,-0.0545498781642872,0,0,0,0,0,0,0.371010245121885,0,0,0,-0.252136658145599,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0328368616155204,0,0.0939411333991252,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560810057074261,0,0,0,0,0,0.00870068811093145,0,0,0,0.0448284791948579,0.0987225060202117,0,0,0,0,0,0.145834915141376,0.0990593642897199,0,0,0,0,0,0,0,0,0.166673123862368,0,0,0,0,0,0,0.106846301783639,-0.08955419483528,0,0,0,0,0,0
