,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600362.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X601992.SH,X600027.SH,X600489.SH,X600111.SH,X600309.SH,X600660.SH,X600886.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000792.SZ,X002075.SZ,X000898.SZ,X000408.SZ,X000709.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600549.SH,X600352.SH,X000630.SZ,X000935.SZ,X600176.SH,X000539.SZ,X000027.SZ,X601699.SH,X000060.SZ,X000937.SZ,X600021.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00399231077667991,0,0,0,0,8.67361737988404e-19,0,0.00512003214132716,0,0,0,0,0,0,0.0587541144189125,0.0293042446049091,0,0,0,0,0,0.0394047541132981,0,0.00214993233528896,0,0,0,0.0587199141513327,0.0159154693054686,0,0,0.0633679077999209,0,0,0.000930539811115315,0,0,0,0,0,0,0,0,0,0,-0.0171398204776164,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.037474693571096,0,0,0,0,0,0.0783105899618653,0,0,-0.0289811765879573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130949490721419,0.0342974163059056,0,0,0,0,0.0250567744134396,0,0,0,0,0,0,0,0.079195970880448,0,-0.0203468933375522,-0.012793659254171,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.230782810029568,0,0,0,0,0,0,0.00652852928540579,0,0,0,0,-0.0263734230696031,0,0,0,0,0.0503417585943783,-0.0608353685422278,0,0,0,-0.0113703088573204,0,-0.0426402356568709,0,0,0,0,0,0,0.0652938770897839,0,0,0.0862574250655456,0,0,0,0,0,0.0781667322225386,0,0,0,0,-0.0806488944762925,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0674719301488629,0,0,0,-0.0183482155496121,0,0,0,0,0,0.0793922985670973,0,0,0,0,0,0,0,0,0.0271159152565239,0,0,0,0,0,-0.0242975057188359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787829592432803,0,0,0,-0.0471886193955449,0.0201824606337983,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.106316879995274,0,0,0,0,0,0.0578784078111466,0,0,0.0592768524833733,0,0,0,0.224586125998557,0.0660351659299115,0,-1.73472347597681e-18,0,0,0,0.126283593211432,0.00205917483340512,0,-0.0982296599022961,0.0515611167166434,0,0,0,0,0,0,0,0,0.0990579658134921,0.0238779381509495,0,0,0.19774204839254,0,0,0,0,0,0.0496495773751306,0.0217978269107289,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.226747868961785,0,0,0,0,0,0,0,0,0,-0.0109094685073925,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.04035082128209,0,0,0,0,0.0646959179469844,0,0,0,0.0698908018004575,0,0,-0.0530491275140634,0,0,0,0,0,0,0,0,0,0,0,0,0.0746908919217932,0.013507726132076,0.0187750383387695,-0.0262308307860751,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341383640104687,0,0,0,0,0,0,0,0,0.170463068045112,0,0,0,0,0,0.0356821665167578,0.0690692362421995,0,0,0,0.0201559122501566,0,0.0904483662066026,0,0.108771924981541,0,0,0.00748731330812786,0,0,0,0,0.0850445534851683,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.159009221409518,0,0,0,0,0,0,0,0.175199185757237,0,0,0,0,0.225573836279434,0,0,0,0,0,0,0.0728862175700282,0,0,0.0520448843118361,0,0,0,0.0112303225146775,0,0,0,-0.000455284883690898,0,0,0,0,-0.113439044671275,0.0304249119784111,0,0.0343651921970038,0.109253358405709,0,0,0.191921606469331,0,0.0922534540202747,0,0,0,0.039418507025016,-0.0722130903508113,0,0,0,0,0,0
X600547.SH,0,0,-0.161988833180164,0,0,0,0,0,0,0,-0.161713922727083,0,0,0,0,0,0,0,0,0.928543544342686,0,0.0630925734804152,0.0488471799714999,0,-0.0043122030446744,0,0,0,0.0066082933778777,0.00800596917285872,0,0,0,0,0,0,0,0,0,0,0,0.0802695852477439,0,0,0,0,0.206647287244839,0,0,0,0,-0.0289582283203233,0.0124141498933307,0,0,0,0,0,0
X600688.SH,0,0,0.0415416041043505,0,0,0,0,0,0,0,0,0,0,0,0.0276632753477074,0,0,0,0,0,0,0.181385029384742,0,0,0,0,0,0,0,-0.0459405497020467,-4.33680868994202e-19,0,0,0,0.174166898234811,0.0034757753796051,0,0,0.0448144426372526,0,0,0.0295261500799459,0,0,0,0,0,0,0,0.10337036398473,0,0,0,0,0,0,0,0,0
