,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X002460.SZ,X600660.SH,X600011.SH,X600886.SH,X000786.SZ,X600010.SH,X601898.SH,X600362.SH,X600801.SH,X601600.SH,X600176.SH,X600489.SH,X600188.SH,X600352.SH,X600426.SH,X601991.SH,X600795.SH,X600111.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000932.SZ,X600803.SH,X002466.SZ,X000301.SZ,X002075.SZ,X300037.SZ,X600219.SH,X600529.SH,X600315.SH,X600486.SH,X002353.SZ,X000027.SZ,X000883.SZ,X000898.SZ,X601158.SH,X000723.SZ,X600612.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253034065622034,0,0,0,0.00260876173649218,0,0,0,0,0,0,0,0,0,0,0.00347571601709645,0,0.0139399583604581,0,0.1267622511122,-0.0345940295850671,0,0,0.0450163993514148,0.126114544870585,0,0,0,0,0,0.0504797640481884,0,-0.00665206515185619,-0.0029595860764933,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0122586215917791,0,0,0,0,0,0.0553237272862504,0.00270448930987801,0,0,0,0,0,0,0,0.0499188798027019,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00413297279798294,0,0,0,0,0.0478814250501377,-0.0392378580248349,-0.012655234293026,0,0.00649267204475165,0.042762815121443,0,0,0,0,0,0,0,0.00408638823290164,-0.00955325495235894,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.114172657336286,-0.0057493320761767,0,0,0,0,0,0,0,0,0,0,0.293990928957767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286598353063319,0,0,0,0,0,0,0,0,0,0,0,0,0.000196913720503357,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.167814781790077,0,0,0,0,0.0094835869826714,0,-0.0132348939553455,0.171032569266658,0,0,0,0,0,0,0.00548586847784258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00847327976132131,0,0.0250447680685405,0,0,0.0492991717900248,0,0,0,0,0.0997657426719576,0,0,0,-0.00253288968566684,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.272171229016577,0.0185723933418696,0,0,0,0,0,0,-0.123871272426905,0,0,0,0,-0.121920761792803,0.169109998028518,0,0,0.304076257521028,0,0,0,0,0,0,0,0,0,0,0.13837120520973,0,0,0.13765573745831,0,-0.0819761887259193,0,0.168969354716608,0.0027792256740106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0318921589064906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00947532208962039,0,-0.0015523232230531,0.0657380881357165,0,0,0,0.00836618704317515,0,0,0,0,0.0975111478089468,0,0,0,0,0,0,0.424496409608346,0,0,0,0,0,0.0547343948165527,-0.0206511723384145,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0219980027811706,0.00628845141859337,0,0,0,0,0,0,0,0,0,0,0.623563450622677,0,0,0.0162734607783014,0,0,0.149494819197453,0,0.0735562237148119,0,0,0,0,0.0481573564676022,0,0,0,0,0.0239697169109149,0,0.0709480260989757,0,0,0,0,0,0,0,0,0,0,-0.0223595706202341,-0.00557550020994964,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0245088074895847,0,0,-0.0930008584765541,0,0,0,0,0,0.121103554660325,0,0,0,0.169074892785007,0,0,0,0,0,0,0,0,0,0.227222807794922,-0.0906867408633788,0,0,0.37142490990738,0,0,0.0623559152934599,0.120634914782136,0,0,0,0,0,0,0,0,0,0.00944272270288493,0.0717973181550477,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.117727837383509,0,0,0,0.0708664653524473,0.0562440845553371,0,0.175284369055608,0,0,0,0,0,0,0,0,0,0,0,0,0.165993323387008,0,0,0,0,0,0.0506963159504683,0.0406265755999886,0.0632686403747116,0,-0.154444492945199,0,0,0,0.14760691634479,0,0,0,0,0,0,0,0,0,0.0718160132266239,-0.0156481882240599,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.17013340825842,0,0,0.16989043314233,0,0,0.0447319653357678,0,0,0,0,0,0,0,0,0,0,0,0,0.028108455363065,0,0.0612669799221534,0,0,0,0,0.0262285417849398,0.240769487161832,0,0,0.25946677184403,0,0,0.0457051414958528,0,0,0,0,0,0,0,0,0,0,0,-0.0637366433603534,0,0,0,0,0,0
