,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600516.SH,X600111.SH,X600176.SH,X000709.SZ,X002460.SZ,X600352.SH,X000786.SZ,X000629.SZ,X600219.SH,X600299.SH,X600808.SH,X600489.SH,X000825.SZ,X600801.SH,X002271.SZ,X601158.SH,X600157.SH,X000553.SZ,X002110.SZ,X300072.SZ,X000883.SZ,X000630.SZ,X600985.SH,X600583.SH,X002470.SZ,X000408.SZ,X000027.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.270110968213572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309939918009826,0,0,0,0.0543572599339582,0,0,0,0.0128102022267843,0,0,0,0,0,0,0,0,0,0.0107992814340679,0,0,0,0,0,0.118196994285298,0.0187286298981582,0,0,0,0,0,0.00424791904022718,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-0.122856000060321,0,0,0.0798540039349807,0,0,0.188464560918172,0,0,0,0,0,0,0,0.0555130713241117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901390141196551,0.314273812464901,0,-0.0268750491982875,0,0,0,0,0,0.0310362104041155,0,0,0,0,0,0.0953850611931314,0.0416883189827543,0.0442443616732937,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.194936721082586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500431283377067,0,0,0,0,0,0,0,0,0,0,0,0.0568012957297797,0,0.0351870939977628,0,0,0,0,0,-0.0620761199916363,0,0.100257274470311,0,0,0,0,0.00643010774978133,0.0184059986249702,0,0,0,0.0287163711617611,0,0
X600585.SH,0,0.0441684858966236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00765479215367423,0,0,0,0,0,0,0,0,0,0.202744895387708,0,0,0,0,0,0,0.419125252572031,0,0,0.0408705397100996,0,0,0,0,0,0,0,9.56280288216555e-06,0,0,0,0,0.0031905266218736,0.00291865030456973,0,0,0,0.0357272817644382,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426928575435166,0.0177600640382822,0,0.0715420542022018,0,0,0,0,0,0,0,0.105260184284391,0,0,0,0,0,0.00654589495757675,0,0.0871304761417172,0,0,0,0,0,0,0,0,0,0,0.0026676994800342,0.0256371766228695,0,0,0,0.0276220112602712,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184985601465063,0.213198845431149,0,0,0,0,0,0,0.0377208285694374,0,0,0,0,0.294057083088274,0.0524506550474017,0,0.151481558248507,0,0,0,0,0.147111561248616,0,0,0,0,0.134699969265992,0.0939636950727213,0,0,0.140302164395244,0,0,0,0,0,0,0,0.157614096648731,0
X600011.SH,0,0,0,0,0,0,0,-0.0373255308587488,0,0,0,0,0,0,0,0,0.515225105167969,0,0.638296002033976,0,0,0,-0.199640954663558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520189491757247,0,-0.0454710206816464,0,0,0,0,0,0.0690697416367825,0,0.0105885019263334,-0.0985604928227928,0,0.00797136841689397,0,0,0,0,0,0,0
X600010.SH,0,0.00825620252806791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166337016156593,0,0.0489583813178685,0.240910133087308,0,0,0,0,0,0,0.114627263554573,0,0,0,0,0,0.164991125484096,0,0,0,0.0979801128874237,0,0,0,0,0,0,0,0.196168807211308,0.0930550802313771,0,0.0115139939616017,0,0,0,0,0.00172143449285095,0,0
X601600.SH,0,0,0,0,0,0,0.0268319706663343,0,0,0,0,0,0,0,0.0310139817371459,0,0,0.0330655221558558,0,0.0258411555941127,0,0,0,0,0.101649670940217,0,0.175341448345155,0,0,0.0362503836348852,0.0268180689578117,0,0,0,0,0,0.030932979939285,0,-0.00149750262931108,0.140882694302369,0,0.0518024423606195,0,0.0806382832045435,0.0098170967302309,0,0,0,0,0,0,-0.0131379682317316,-0.00717175249990598,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.00953555685668302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242299920112908,0,0,0,0,1.02003234217123,-0.0504782372537129,0,0,0,0.0246711152384161,0,0,0,0,0,0,0,-0.0995750303069142,0,0,0,-0.0338346212862385,-0.0150190755054885,0.027529655758258,0,-0.0211771637861323,0,-0.00427889521800639,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097237988819891,0.18416139606965,0,0,0,0,0.00795149904897961,0,0,0,0,0,0,0.0360827731378576,0,0,0,0,0.0205884109989439,0,0,0,0,0,0,0.0268178576482866,0,0,-0.0189378237550926,0.0407468539116898,0,0,0,0.0436989885921728,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.00970446423561995,0,0,0,0,0,0,0,0,0,0.0903314025659766,0,0,0,0,0,0,0,0,0,0,0.00583799092493328,0,0,0,0,0.0822129045554483,0,0,0,0,0,0,0.0532445191252369,0,0,0.00849053421900288,0,0,-0.0195435450528885,0,0,0,-0.00183504689401959,0,0,0,0,-0.0202556889462061,0,0
X600660.SH,0,0.145853258284567,0,3.46944695195361e-18,0,0.034179360041028,0,0.053063785657599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224018145022062,0,0.0110782515097128,0,0,0.0252792480323652,0,0,0,0,0,0,0,0.0769693309936396,0.270576248769259,0,0,0,0,0.0344405357086412,0,0,0,0,0.0738471368520006,0,0,0,0,0,-0.0499226893324646,0,0,0,-0.0904272636711849,0,0
X600688.SH,0,0,0,0,0,0,0,0.0509141871815463,0,0,0.00913282748664339,0.0554790262498427,0,0,0,0,0,0,0.0212290975089262,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0197614170019948,0,0,0,0,0,0,0,0,0,-0.0166167267344145,0.0337677735806188,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0.00109554959509372,0.0455972921065881,0,0,0,0.0475414107964201,0,0
X600886.SH,0,0,0.0879870672212888,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.110437163572642,0.0725055058627142,0,0.0929133475115664,0,0,0,0,0,0,0,0,0.0393065627267902,0,0,0,0,0,0,0,0,-0.00698066611491546,0,0,-0.103299949671037,0,0,0.192543369247296,0,0.198208372643826,0,0,0,0,0,0.0783595389997741,0.0113655739526486,-0.0112234683586593,0,0,0,-0.0759703459755066,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0105223093411709,0,0,0,0,0,0,0,0,0,0.0187992163730897,0.276261589243458,0.11964501533233,0,0,0,0,0,0,0,0,0.0116548007580313,0,0,0,0,0.0413871924464245,0,0.00614608692706648,0,0,0,0,0,0,0,0,0.148001642882288,0,-0.00302627218280803,0.0093937632712165,0,0,0,-0.0251936694330638,0,0
X600795.SH,0,0,0,0,0,0,0.362657670585061,0,0,0,0,0,0,0,0.12439199681965,0,0,0,0,0,0,0,0,0,0,0,0.00523453554497676,0,0,0,0,0,0,0,0,0,0,0,0.0194105447526644,0,0,0,0,0,-0.0741474863207578,0.161842230261532,0,0,0,0,0.0133659717148232,0.0077933744505338,0.0354329681353369,0,0,0,0,0.00806065539843779,0
