,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X600027.SH,X600995.SH,X000786.SZ,X000629.SZ,X600096.SH,X600160.SH,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600141.SH,X600157.SH,X600688.SH,X000630.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.592301783271231,0,0,0,0,0,0,0,0.175159552701141,0,0,0,0,0,0,0,0,0.0455594475245948,0,0,0,0,0,0,0,0,0,0.136614761652722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700581341351343,0,0,-0.0135732512666394,-0.0243792788173968,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.372945183335419,0,0,0.00784034183701723,0,0,0,0,0,0,0,0,-0.00306378414368026,0,0.000452545413884285,0,0,0,0,0,0,0.0842218805852806,0.0621718045596535,0.0369548045619313,0.148427788970598,0.0353539222453561,0,0,0,0,0,0.048885074256391,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527360178242213,0,0.003810902746094,0,0,0,0,0,0,0
X600028.SH,0.564280649041998,0,0,0,0.0821082208464288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269852943577878,0.0615677042368208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178654408022051,0,0,0,0,0,0,0.160427167049822,0,0,0.00422692490521341,-0.0328030992849458,0,0,0.267545011404405,0,0.327766488721702,-0.116908715355609,0,0,0,0,0,0.0334996546653499,0,0.0531058784031094,0,-0.241839488888328,0,0,0,0,0,0,0,-0.001144380615628,-0.0206386752116951,0,0,0,0,0,0
X600188.SH,0,0.745507307311791,0,0,0,0,0,0,0,0,0.0789498539828126,0,0,0,0,0,0.0420709688970536,0,-0.0692668669083001,0,0,0,0,0,0,0,0,0,0,0.0509397342175782,0,0,0,0.00693913639070258,0,0,-0.0549984374294351,0,0,0,0,0,0.188622860474914,0.0367274337620922,0,0,0,0,0,0,0,0.0028519398238076,0.0570376006962091,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150160038675803,0,0,0.0408125357693481,0,0.0955013921998355,0,0.0480260096697774,0,0,0,-0.128628287184667,0.0331116063168535,0,0,0.0316869623172675,0,0.40401667612808,0.00534389825811447,-0.0337478080048486,0,0,0,0,0,0.0239445585988089,0,0.0409480253935283,0.0681797768850964,0,0,0,0,0,0,0,0,-0.0259216734252042,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.42665892076554,0.146689419972313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614479843248634,0,0,0,0,0.0986921516249359,0,0,0,0,0,0,0,0,0,0,0.00391455363634601,0.0321520677989422,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.473604953520174,0,0,0,0,0,0,0,-0.00895423320912297,0,0,0,0.104216249409571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898118713264314,0,-0.0179439006537858,0,0,0,0,0,0,0,0.146326870221683,0,0.176451757357421,0,-0.00638889180901265,0,0.0200916124012744,0,-0.0318453251695202,-4.33680868994202e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.286141056029838,0,0,0,0,0,0.246105367943379,0,0,0,0,0,0,0.0395420799768535,0.0344237783119061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15532214646656,0.0668136340832529,0,0,0,0,0,0,0,0.0357955040096512,0,0,0,0,0.0965756348400398,-0.0123843277894993,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0401513024401727,0,0,0,-0.0228010126601689,0,0,0,0.105908843623634,0,0,0,0,0,0,0,0.436425860719025,0,0,-0.0172355243928908,0.110177901887114,0,0,0,0,0,0,0,-0.0289965345474416,0.0863068613841755,0,0,-0.162350419668825,-0.0246287302150596,0,0,0,0,-0.0582422390758165,0,0,0,0,0,0,0.0839790831246296,0,0,-0.00905726029850477,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319440395815376,-0.0174962350064031,0.018290335877075,0,0.0126873889541454,0,0.0483619253549185,0,0,0,0,0.261252980736191,0.44551554660481,0,0,0,0.0270545549696131,0,0,0,0,0,0,0,0,0.05663577460013,0,0,0,0,0,0,-0.0269951806070053,0,-0.0205711967763207,-0.00181826934822835,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372209033431155,0,0,0,0,0,0,0,0,0,0.462885034850464,0,-0.0623721175187201,0.219692901532413,0,0,0,0.115522439965698,0.00768460828499141,0,0,0,0,0,0,-0.253578690180808,0.0137816631941021,0,0,0,0,0,0,0,0.0351055691745452,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.125309486779386,0,0.155523831307076,0,0,0,0,0,-0.0189334134180897,0,0,0,0.0452617581998777,0,0,0,0,0,0,0,-0.0194969779944122,0,0,0,0,0,0,0,0,0,0,0,0,0.355619381066216,0,0,0,-0.0547445006499364,0,0,0,0,0,0.0533833487952212,0,0,0.0926369243653922,0,0,0,0,0,0
X600660.SH,0,0,0,0.0781912030917818,0,0,0.198001478953189,0,0,0,0,0,0.0694911730696288,0,0,0,0,0,0,0,0,0,0,0,0,0.0773995742393684,0,0,0,0,0,0,0,0,0,0,0,0.088216108837817,0,0.0264642367981397,0.00424915202235814,0,0,0,0,0,0,0,0,0,0,-0.0057271022664784,-0.0360975066158117,0,0,0,0,0,0
