,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600660.SH,X600547.SH,X600362.SH,X601898.SH,X000786.SZ,X600010.SH,X000301.SZ,X600111.SH,X600176.SH,X600886.SH,X601600.SH,X600188.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X000932.SZ,X601991.SH,X600801.SH,X000027.SZ,X600352.SH,X600795.SH,X600219.SH,X600489.SH,X000898.SZ,X600688.SH,X002080.SZ,X600486.SH,X000883.SZ,X600027.SH,X600299.SH,X600516.SH,X000723.SZ,X601168.SH,X600157.SH,X000807.SZ,X002353.SZ,X300037.SZ,X000830.SZ,X600315.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.266402946761852,0,0,0,0.0228642029792115,0,0,0,0,0,0.0461250892817024,0,0,0.0322779766971233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223794461416681,0,0,0,0,0,0,0,0,0,0,0,0.0231363733658899,0,0.0106034906626327,0,0,0,-0.00311712294492809,0,0,0,0,-0.00519809247427238,0,0
X600028.SH,0,0,0,0,0,0,0.0223467782053273,0,0,0,0,0,0,-0.0165815801061112,0.0164427017304576,-0.0109603233561947,0,0,0,0,0,0,0.0961389090961099,0.0319912926793237,0,0,-0.0803652352820482,0,-4.33680868994202e-19,0,0,0,0,0.060499518046706,0,0,0,0,0,0,0,0,0,0,0.0934765475358401,0,0,0.0518224168071776,0.0173034639844288,0,0,-0.0134488061873081,-0.0141536468894843,0,0,0,-0.0171128532021679,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00972637886765292,0,0,0,0,0,0,0.0461121523194584,0,0,0,0,0.200805686297544,0.0898089912151494,0,0.105203876777058,0,0,0,0,0.0604355136357957,0,0,0.0229557405017436,0,0,0,0,-0.0492276984284124,0,0,0,0,0,0,0,0.0382940378249114,0,-0.00926940736986392,0,0,0,0,0.00409931618615733,-0.00686230135095398,0,0,0,-5.42101086242752e-20,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.178840977344881,0,0,-1.73472347597681e-18,0,0.284779690437876,-0.0817191252021772,-1.0842021724855e-19,0.069514650577962,0,0,0,0,0,0,0.0832399561520493,0,0,0,0,0,0,0,0.123761670600789,0,-0.0134180789086142,0,0,0.171895931954988,0,0,0,0,0,0,0,0,0,0,0.0702383914147558,0.105313821236134,0,0,0,-0.0164743114019608,0,0,0,0.00708589261439774,0,0
X600585.SH,0,0,0,0,0,0,0.0162597475747711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109102410903678,0,0.0255953999826997,0,0,0.0406876617917443,0,0.117719997984948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177297060352145,0,0.00716676931598536,0,0,0.0290906637916226,0.0189555094930422,0,0,-0.014797260684737,-0.0190293418523909,0,0,0,-0.0330887323502871,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0306585386435841,0,0,0,0,-0.0986296902202528,0,0,0.32789116868676,0,0,0.00427088528661598,0.066071381731982,0,0,0,0,0.199696812252306,0,0,0,0,0,0,0,0.0701148409593431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253929260105647,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.243799094098993,0,0,0,0.20838514267005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127945353084531,0,0,0,0,0.183767188573081,0,0,0.497830026214813,0,0,0,0,0,6.93889390390723e-18,0,-0.364742699333369,0,0,0,0.0457605787137327,-0.0299602135182611,0,0,0,-0.147961564432129,0,0
X002271.SZ,0,0,0,0.149881386964917,0,-0.389205564943881,0,0,0.00555770490871701,0.0707044634230247,0,0,0,0,0,0,0,0.136854367767329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163780675486271,-0.184365422956896,0,0,0,0,-0.0382249611739686,0,0,0.0121701962609838,0,0,0,0,0,0,0.106094393682573,0,0,0,0,-0.0216124769985249,0,0,0,-0.0274452019476164,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065407525296174,0.0765472100301969,0.0111868658503341,0.314928848325095,0,0,0,0,0,0,0.180836458712709,0.126428472236729,0,0,0,0,0,0,0,0,0,0,0.289487024356376,0,0,0,0,0,0.267608331923157,0,0,0,0.198155846720813,0,0,0,0,0,0.011875298916867,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.102513944985606,0.0841171010783928,0,0,0,0,0.00768900564345366,0,0.0788635337835206,-0.0571745395385428,0,0,0,0,0,0,0,0,0,0.0340349491719985,0,0,0,0,0.0339064727733297,0,0,0,0.111768767401135,0.348862963648973,0,0,0,0,0,0,0,0,0,0.0738116615122466,0,0,0,0,0,-0.0113365933741269,0,0,0,-0.0319091090276993,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.000972943147000561,0,0,0,0,0.088142899537186,0,0,0,0.0525192418654628,0,0,0.00438611146211853,0,0,0.0334659565414358,0,0,0,0,0,0.0942168866912104,0,0,0.0120791517231892,0,0,0,0,0,0,0.0248701843495278,0,0,0.0732939269847932,0,0,0.00167049678221051,0.190592749419897,0,0.0203866914101058,0,0,0,0,-0.0135409561366154,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0167167166228495,0.141481262401487,0,0,0,0,0,0,0,0,0,0,0.0116687408417606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568941440547709,0,0,0,0,0.115075095976611,0,0.229115902096279,0,3.46944695195361e-18,0,0,0,0,0.32053545021735,0,-0.0226617625755656,0,0,0,0,-0.0914843916822159,0,0
