,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X601699.SH,X002460.SZ,X000708.SZ,X000301.SZ,X600010.SH,X600362.SH,X600111.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X600489.SH,X000786.SZ,X600985.SH,X601991.SH,X000408.SZ,X002271.SZ,X000630.SZ,X000933.SZ,X000807.SZ,X600176.SH,X000932.SZ,X601168.SH,X600348.SH,X002128.SZ,X600612.SH,X600219.SH,X600096.SH,X601666.SH,X300037.SZ,X600995.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.308650118453953,0,0.273425659049488,0,0,0,0.158591119868227,0,0,0,0.0552627184663042,0,-0.299083363678205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133671007995573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112299719014132,0.104744371346465,0.0959544548745744,0,0,0,0
X601088.SH,0.0120981069216001,0,0,0,0.0985723386577084,0.133122176851772,0,0,0,0,0,0,0,0,0,0,0,-0.0536381300895683,0,0.0386750472027852,0,0,0,0.0269553045850097,0.0666022409293073,-1.73472347597681e-18,0,0,0,-0.0910036227756418,0,0,0,0,0,0,0,0,0,0,0.0844245535572178,0,0,0,0,0,0.263460090249793,0,-0.0450848463887262,0,0,-0.0093110467426218,0.00225701434858096,0,0,0,0,0,0
X600028.SH,1.73472347597681e-18,0,0,0,0,0.0995919846483652,0,0,0,-0.114435051211012,0,0,0.182366199384101,0,0,-0.0402259637366077,-0.0744353489548022,0,-8.67361737988404e-19,0,0,0,0,0,0.0757621945845258,0,-0.0800255408553495,0.0252610123745752,0,0,0,0,0,-0.17933795866004,0,0,0,0,0,0.366091228621327,0.132650148794263,0,0,0,0,0,0,0,0,0,0,-0.020578474172179,0.0168838402251828,0.0146809232489021,0,0,0,0,0
X600309.SH,0.249690694358611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893685269549172,0,0.0294615322932849,0,0.114324854764292,0,0,0,0,0,0,0,0.196669454080075,0.111844631417543,0,0,0,0,0,0,0,0.0795192376375617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130169758136494,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.254976439092693,0,0,0,0,0,0,0,0,0,0,0,-0.0669867339013373,0,0,0,0,0,0.210285736058483,0,0,0,0,0.0330444049472654,0,0,0,0,0,0,0,0,0,0,0,0,0.21995943186647,0.0841263783027792,0,0,0,0,0,0,0,0,0.00441363511751146,2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0.00366587420138791,0.232668730809431,0,0.286146709811858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126425813969,0.316191903566682,0,0,0,-0.0356410053416932,0,0.0830010069858291,0.0614809751030479,0,0,0,0,0,0,0,0,0.0761281139087365,0,0,0,0,-0.187321082917282,0,0,0,0,0,0,-0.0143768165859977,0.0762177629615848,0,0,0,0,0
X600019.SH,0,0,0,0,0.0357826508454216,0,0,0.171197982443351,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0471503038554394,0.0319245406526444,0.0675568481006372,0,0,0,0,0,0.0303586986885322,0,0,0,0,0,0,0,0,0,-0.0939097586818352,0,0,0,0,0,0.172625848346977,0,0,0,0,0,0,0,0,0,0,0.0140921061025309,0,0,0,0,0,0,0
X600011.SH,0.255695568120986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389021640806306,-0.0296913347017223,0,0,0,0,0,0,0.138774773137085,0,-0.0502717979454469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82571540580743e-05,-0.00690921275441109,0.103214552730981,0,0,0,0,0
X600585.SH,0,0,0,0.0664482742883648,0,0,0,0,0,0,0,0.330178969318403,0,0,0,0,-0.0579209090922447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073609659201443,0,0,0,0.123080930566673,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.000571899975934144,0,-0.0284875051664593,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.103401606744239,0,0,0,0,0,0,0.0704521529117177,0,0,-0.0521065003825028,0,0,0,0,0,0,0,0,0.0473090832510556,0,0,0,0.0380333872026789,0,0,0,0,0,-0.186213657940558,0.079046083491165,0,0,0,0,0,0,0,0,0,0,0,0.0968576841592916,0.0428896969556228,0,0,0.0222384595874584,-0.00567200938050467,0.105233455474073,0.178559439330516,0,0,0,0
X600886.SH,0,0,0,0,0.093180669839582,0.0795587865160923,0,0,0,0,0,0,0,0,0.217288205913964,-0.0517816622640463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185494609363857,0,0,0,0,0,0,0,0,0,0,0.0851137379575354,0,0,0,0,0.026652004822759,0.0313707747621813,0,0,0.125339186143802,-0.0192767624347176,0.0196512753484804,0,0,0,0,0,0
X601600.SH,0.235379434737748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612866307613308,0,0,0,0.200243690966775,0.0767911543658498,0,0.0885214875167921,0,0.031025476599881,0.19521168964761,0,0,0,0,0,0,0,0,0,0,-0.0365347488672774,0.0367718165402437,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.16942850303305,0,0,0,0,0.197726795835298,0,0,0,0,-0.0331872898326734,0,0,-0.0862105830388043,0,0,0,0,0,0,0,0,0,0,0,0.621739018751626,0.0495434714394875,0,0,0,0.0625129297314792,0,0.106997112490933,0,0,0,0,0,0,0,0,0,0,0,0.0165784897769974,0,-0.0692236484740148,-0.0218265714045172,0.0106050829532696,-0.101632951250438,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189441956630619,0,0,0.041294363204975,0.0295812143208767,0.0949747598658691,0,0.285951523499159,0,0,0.162287425503391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638967030520422,0,0,0,0,0,0,0,0,0,0,0,0.00252380073870352,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.240648666754198,0,0,0,0,0.090370629594068,0,0,0,0,0,0,0,0.028298636634446,0,0,0,0,0,0.180732642663241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146666169174392,0,0,0,0,0,0,0,0,-0.00533564351711384,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0146212401898967,0.0284863082818637,0,0,0,0.863425668744086,0,0.202425640008059,0,0,0,0,0,0,-0.329946449142353,0,0,0,0,0,0,0.0984360884945471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195926181698836,0,0.0538816686180813,0,-0.0211095392678257,0,0,0,0,0,0
X601699.SH,0,0,0,-0.0301733899345748,0,0.205331310850078,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639398281680193,0,0,0,0,0,0,0,0,0,0,0,0.569557348111475,0,0,-0.177429583879642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520251624342803,0,0.00795781523366941,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0179019902921433,0,0,0,0,0,0,0,0,0,0,0,0.730792686189102,0,0,0,0,0,0,0,0,0,0,0,0.276220810778724,0,0,0,0,0,0,0.0887852090244726,0,0,0,0,0,0,0,0,0,0,0,-0.0283366738627673,0.0305688694716995,0,0,0,-0.00952211801119224,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.178154786378515,0,0,0,0.134954007433933,0,0,0.0460146927662695,-0.0277029458684291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152580496798792,0,0.0177247132366422,0,0.0242411603848355,0,0.200355258334257,0,0,0,0,-0.0446371706587324,0,0,0,0.0208161142734461,0,0,0,0,0,0
X000301.SZ,0,0,0,0.0819198473237576,0,0,0,0,0,0,0,0,0,0,-0.17890548125103,0.0758249348869632,0,0,0.306539942947709,0,0,0,0,0,0,0,-0.0553871480769255,0,-0.101575443541642,0,0.0170483838041182,0,0,0,0,0,0,0.196441639297076,0,0.0639326916545203,-0.0349703629963693,0.0447772319550827,0,0,0,0,0,0,-0.0477751622084718,0,0,-0.0044458863827123,0.00762247964413698,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0359867225474236,0,0,0,0,0,0,0,0,0,0.114860719405545,0,0,0,0.0630578793771468,0,0,0.181860829608548,0,0,0,0,0.118104091815503,0,0.0589195502138868,0,0,0,0,0,0,0,0,0.0824822623667397,0,0,0,0,0,0,0,0,0,0,0,0,0.0473814289535523,-0.0323403999439628,0,0,0,0,0,0
X600362.SH,0.0203655152438359,0,0,0.0236246849159703,0.00441075201377651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18184108657502,0,0,0,0,0.143802626086619,0.0184686145382871,0,0,0.478453389593889,0,0,0,0,0,0,0.00158014393501903,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154356655976456,0,0.093826388712651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285206930139031,0,0,0,0,0,0,0.0276209759132314,0,0,0,0,0,0.0315954744154493,-0.0258565443233541,0,0,0,0,0,0
