,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X600516.SH,X601992.SH,X601991.SH,X000898.SZ,X600547.SH,X600886.SH,X600111.SH,X002460.SZ,X600176.SH,X600157.SH,X000709.SZ,X000786.SZ,X600352.SH,X601699.SH,X002271.SZ,X000553.SZ,X600027.SH,X000825.SZ,X000792.SZ,X600299.SH,X600808.SH,X000408.SZ,X601158.SH,X600489.SH,X600219.SH,X000883.SZ,X000983.SZ,X002110.SZ,X000830.SZ,X000630.SZ,X000959.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.444001803753918,0,0,0,0,0,0,0,0,-0.0029928450339917,0.00274960522798151,0,0,0,0.20410311238429,0,0,0,0.038471258900047,0,0,0,0,0.0462153675664616,0,0,0,0,0,0,0,0,0.0686853027185398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398142398242827,0,0,0,0,0,0
X600028.SH,0.56176173568314,0,0,0,0,0,0,0,0,0,0,0,0,0.0446397147335323,0,0,0,0,0,0,0.28741840067395,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0554013945638282,0,0,0,0,0,0,0,-0.0456894746265849,0,0,0,0,-0.010217222091308,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.369090222367453,0.0995428163162301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051889924525381,0,0,-0.0184039062051506,0,0,0,0.0178962092201077,0,0.155646965242321,0,0,0,0,-0.0317863492797946,-0.112276236981428,0,0,0,0,0,0,0,0,0.0601172581674189,0,0,0,0,-0.0190690792332218,0.0284574590307693,0,0,0,0,0,0
X600019.SH,0,0,0.196467429974421,0,0.252206103527101,0,0,0,0,0,0,0,0,0.0689285390809462,0,0,0,0,0,0.252079225717227,0,0,0,-0.0839413986961655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810375223145983,0,0,0,0,0,0,0.00855290394502567,0.102558321786868,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.278850840218911,0,0.059137139314071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916614768106666,0,0,0.179250943578549,0,0,0,0,0,0,-0.266360985600316,0,0,0,0,0,0,0,0,0,0,0,0,0.168429876145045,0,-0.00233498953292523,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0286401872878942,0.0976140397229171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287054704067926,0,0,0.0596497022810931,0,1.73472347597681e-18,0,0,0.135001879447097,0,0,0,0,0,0.192296690580083,0,0.0278773628004844,0,0,0.0543221543789231,0,0.033405527941823,-0.0135124855928477,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0336498755465325,0,0,0,0,0,-0.0119858531600017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112212063909014,0,0,0,0,0,0.058440932941551,0,0,0,0,0,0,0,0,0,-0.0975365519893029,0,0,0,0,0,-0.0680474247905351,0.100590262061825,0,0,0,0,0,0
X600011.SH,0,0.0859494024413103,0,-0.106647303129069,-0.0628915752742088,0,0,0,0,0,0,0,0,-0.00766119648545851,0,0,0.00625352792584518,0.153993045801717,0.160534632941773,0,0,0,0,0,0,0,0,0,0,0,0,0.137589140216471,0.00111467581322795,0,0,0,0,-0.00371160142257737,0,0,0,0,0,0,0.0730168531052282,0,0,-0.0254915642241911,0,-0.00679370909625191,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.0689092101397974,0.192928717177313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00176232336162238,0.108477954040704,0,0,0,0.158076328456157,0,0.404596983988569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481090536488794,0,0,0,0,0.0134873844541387,-0.033257065470905,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141825276034927,0,0,0,0.132424996615108,0,0,0,0,0,0,0,0,0,0,0,0.109940704465243,0,0,0,0.0209183452814685,0.0125232593762204,0,0,0,0,0,0,0,0.273218907365349,0,0.0537854462268093,0,0,0,0,0,-0.0167172452460123,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0823236789852453,0,0,0,0,0,0,0,0,-0.117966008427229,0,0,0.111099287279687,0,0,0,0,0,0.0323309811216723,0.739840793207216,0.00693567162837075,0,0,0,-0.0021322316939813,0.0453394582024417,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075148271942325,0,0,0,-0.0333624027541964,0,-0.0239398224821607,0.0388128963638794,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466551594449738,-0.102123426495798,0,0,0.0646644397567398,-0.0385408783303415,0,0,0,0,0,0,0.169811618411786,0,0,0,0,0,0.325919982219345,0.0773020093397961,0,0,0,0.0617361874155256,0,0,0,0,0,0,0,0.0163681168789855,0,0,0,0,0,0,-0.0213764364353417,-0.0628519667770009,0,0,0,0,0
X600688.SH,0,0.393864142298112,0,0,0,0,0,0,0,0,-0.014592071306259,0,0,0,0,0,0,-0.0519829155073,0,0,0,0,0,-0.0254046868287856,0,0,0,0,0,0.0604049915856107,0,0.00161287601754607,0,0,0,0,0,0,0,0,0,0,0,0,0.08313344119025,0,0,0,0,-0.0227652495100036,0.00560417821783199,0,0,0,0,0,0
X600362.SH,0,0,0,0.233713330095337,0,0,0,0,0.0810701511224671,0,0,0,0,0,0,0,0.0234032341074624,0,0,0.0872651067599108,0,0,0,0,0.00719115471419283,0,0,0,0,0,0,0,0,0.220223825709675,0.0477022217182045,0,0,0,0,0.115102659826273,0.062097304656575,0,0,0,0,0.444879128274285,0,0,0,0,-0.0442388255347533,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0516577371982555,0.124105159325761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11362451183935,0,0,0.0257775617985128,0.00911049767032586,0,0,0,0,0,0,0,0,0,0,0.112996475941021,0,0,0,0,0,0,0,0,0,0,0,0,0.0484649580387635,0,-0.0257516073518882,0.0435912341675585,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307516146394596,0,0,0,0,0,0,0.143260084226343,0,0,0,0.037198557270619,0,0,0,0,0.133442029643216,0,0,0,0,0,0,0,0,0,0.172476491791041,0.114969326206391,0,0,0,0,0.00265193286818935,-0.0135525254669537,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479845697349461,0,0,0,0,-0.150368572583254,0,0,0.0317154259099659,0.273320037967846,0,0,0.0064786906709134,0,0,0,0,0,0,0,0,0.145455761737624,0,0,0,0,0,-0.069209021902873,0.0208384795388367,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0724029901836818,0,0,0,0,0,0.187862975278774,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0340020192774259,0,0.173766296124933,0.190328194989742,0,0.0525646930788789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00680852061746101,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.00632159352719189,0,0,0.134555490231716,0,0,0,0,0,0,0,0,0.0583247155131299,0.211189552769501,0,0,0,0,0,0.0712986522078018,0,0,0,0,0,0,0.0409146314979235,0,0,-3.46944695195361e-18,-0.0534977184949193,0,0,0,0,0,0,0,0,0.0216991871113017,0.0157515065678754,0,0,0,0,-0.0244435346447962,0.0139331861412777,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.109669686196496,0,0,0,0,0,0,0,0,0.15643841705357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118081096159309,0,0,0.148186630987253,0,0,0,0,0,0,0,0,0,0,0.123709755712962,0,-0.0181382734259435,0,0,0,0,0,0,0
X600547.SH,0,0.461413506373399,0,0.020891737454104,0,0,0,0,0.0611756180491103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245903122393598,0,0,0,0.0602538179425936,0,0,0,0,0,0,0,0,0,0,0,0.662145350632262,0,0,0,-0.146285763995446,-0.0320452675291445,0,0,0,0,0,-0.0191360990461377,0,0,0,0,0,0
X600886.SH,0,0.19319505910785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017936574163749,0.0308567311437734,0,0,0,0,-0.0535230371074481,-0.0333341427207654,0,0,0,0,0.0149370665837036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271777377054557,0,0,0,0,0,-0.0109242654628794,-0.0125097387293187,-0.161707907282727,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124262655454826,0,0,0.0319066337549399,0,0,0,0,0,0,0.0936282926742073,0,0,0,0,0,0.0721236383815553,0.0166576805777354,0.101086238185048,0,0.20098851846798,0.250445925942309,0,0.0624159666901835,0,0,0,0,0,0,0.0732356164329264,-4.33680868994202e-19,0,0,0,0,-0.00827537221986195,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0906850147354237,0,0,0,0,0.842963745035867,0,0,0,0,0,-0.121188584248027,0,0,0,-0.280994738098197,0,0,0,-0.0902201698199797,0,0,0,0,0,0,0,0,0.131059740030978,0,0,0,0,0,0,0,0,0,0.0955770473079252,0.0457174263370463,0,0,0,0,-0.0220150823885817,-0.00413508448978284,0,0,0,0,0,0
X600176.SH,0,0,0,0.0967927580962292,0,0,0,0,0,0,0,0.224219598845476,0,0.381450652092304,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.370191812107004,0,-0.0101474904072297,0,0,0,0,0,0,0,0.254817033428554,0,0,0,0,-0.0458888739757047,-0.177551346176737,0.148625850400413,0,0,0,0,-0.031772486088932,-0.00216955364962307,0,0,0,0,0,0
