,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X000708.SZ,X600660.SH,X600019.SH,X002271.SZ,X600547.SH,X000786.SZ,X600176.SH,X002466.SZ,X600426.SH,X000301.SZ,X600111.SH,X600362.SH,X600011.SH,X600886.SH,X601600.SH,X600010.SH,X601898.SH,X600803.SH,X600352.SH,X600486.SH,X002353.SZ,X600219.SH,X600188.SH,X601991.SH,X002080.SZ,X600795.SH,X600801.SH,X600489.SH,X600688.SH,X600299.SH,X300037.SZ,X000723.SZ,X600399.SH,X000932.SZ,X600027.SH,X601168.SH,X600157.SH,X601992.SH,X000027.SZ,X002409.SZ,X600315.SH,X600409.SH,X600549.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0107410135174317,0,-0.00440771173009179,0,0,0,-0.00573208631909356,0,0.0202129948681445,0,0.0707440874174143,0,0,0.0147018688796473,0,0,0,0,0,0,0,0.0292293544712517,0,0,0,0,0,0,0,0,0,0,0,0,0.0599933345625766,0,0,0,0,0,0,0,0,0,-0.00329050952676422,0,0,0,0,0.000383807504324227,0,0
X600028.SH,0,0,0,0,0,0,0.0542752715774038,-0.0172567264833892,0.095038618585134,0,0,0,0,-0.0398766048007823,0.0653626615032694,0,0,0,0,0.0605160058254132,0,0,0.0286621355130552,0.0015969928946882,0,0,-0.0402553203772448,0,0,0,0.0464487634758028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00640794170171557,-0.0272428466518978,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.020248714444364,0,0,0,0.140519738770002,0,0,0,0,-2.16840434497101e-19,0.0320582310766762,0,0,0,0,0,0,0,0,0,0.14421013984638,0,0,0,0,0.0676594205627685,0,0,0,0,0,0,0,0.0465500985728488,0,0,0,0,0,0,0,0.119660905982729,0.0589514475460048,0.0808263037383911,0,0,0,0.0293144184059481,0,0,0,-0.00161348739297848,0,0
X601088.SH,0,0,0,0,0,0,0,0.0218098141467793,0,0,0,0,0,0.0332743340962648,0,0,0.00677808071454628,0.0526286943249063,0,0,0,0,0.0920373356122231,0,0,0,0,0,0.471647451483368,0,0,0,0,0,0,0,-0.0253162930086519,0,-0.0708200029584018,0,0,0.00280007754820132,0,0,0,-0.0479371982636521,0,-8.67361737988404e-19,0,0,0,0.0331556606476778,0,0,0,0,-0.0360070445287948,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0051745719008859,0,-0.215484563054256,0,0,0,0,0,0.012900408072214,0,0,0,0,0.0439881941614312,0,0,0,0,0,0,0,0,0,0.0107248963579865,0,0,0,-0.0352513641923265,0,0,0.0138661477493434,0,0.0686315378926755,0,0,0,0,0,0.0842125105126835,0,0,0,0.0053584676790552,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.129404880808324,0.454677045067641,0,0.0908594123113329,0,0,0,0.408174892496593,0,0.0305057555295119,0,0,0,0,-0.158244018605246,0,0,0,0,0,0,0,0,0,0,0,-0.167510409744127,0,0,0,0.0664062410040602,0.0785681094687474,0,0,0,0.166787350373212,0,0,0,0,0,0,0,0.422969279090459,0,-0.0314721017187138,0,0,0,0,-0.0039960365548712,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.16063464346429,0,0,0,0,0,0.164657026558581,0,0,0.0414844935353328,0,0,0,0,0,0,0,0,0,0.0211580058637287,0,0,0,0,0,0,0,0,-0.0212723083344609,0,0,0,0,0.165206940205904,0.0490682268032091,0,0.177395448621408,0,0,-0.212611668190555,-0.0146189708965168,0,0,0.00283284160733603,8.67361737988404e-19,0,0,0,-0.019772286145277,0,0
X600660.SH,0,0,0,0,0,0.0542304126609189,0,0,0,0,0,0,0.0136522447064906,-0.00204339464875494,0,0.093624627004469,0,0.144170842953359,0,0,-0.0868418497380629,0,0,0,0,0,0,0,0,0,0,-0.116963611423105,0,0,0,0,0.0393896873302694,-0.200163458439693,0.217300400262998,0,0,0,0,0,0,0,0,0,0,0,0,-0.00967090627561852,0,0,0,0,0.00387434712667621,0,0
X600019.SH,0,0,0,0,0,0,0.224771316571817,0,0,0,0,0,0,0,0,0,0.312773613030744,0,0,0,0,0,0.0477574166498737,0,0,0,0,0.0190130198322586,0,0,0.0916047427147728,0,0,0,0,0,0,0,0.0196562005104465,0,0,0,0,0,0,0,0.130043376130328,0,0,0,-0.00684602404832662,-0.00764242495774025,0,0,0,0,-0.0189897771200428,0,0
X002271.SZ,0,0,0.0679322574017242,0,0,0,0,0.216356546413338,-0.0204270007067152,0,0,0,0.100679085979193,0.0532536585113308,0.057136767643698,0,0,0,0,0,0,0,0,-0.0202898156128094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138592531254952,0,0,0,0,0,0,-0.0785090008435314,0,0,0,0,0,-0.015147462972869,-0.0231229693080927,0,0,0,0.026441092885106,0,0
