,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600027.SH,X600688.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X000539.SZ,X000709.SZ,X600583.SH,X600309.SH,X601158.SH,X000898.SZ,X601992.SH,X000027.SZ,X000883.SZ,X600352.SH,X600021.SH,X000878.SZ,X600660.SH,X000792.SZ,X600022.SH,X000959.SZ,X600863.SH,X600307.SH,X000629.SZ,X600098.SH,X601918.SH,X002470.SZ,X600578.SH,X600489.SH,X600623.SH,X000825.SZ,X600808.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.754778022024636,0.0807345612289133,0,0,0,0,0,0,0,0,-0.0467678288239918,0,-0.0130906885803218,0,0,0,0,0,0,0,0,0,0,0,-0.0824219746366837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455553984977007,0.0190317926189172,0,0,0,0,0,0,0,0.00394843767215174,-0.0123079776238543,0,0.0578051625752421,0,0,0,0
X600028.SH,0.361972499451315,0,0.00855752259321955,0.124946242910426,0,0,0.0407134634540052,0.138452162745268,0,0,0,0,0,0.00344161036450609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807603239105141,0,0,0,0.0611032859316697,0,0,0,0,0,0,0,0,0.00807998402859682,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.277941874863497,0,0.0629224517513104,0,0,0,0.146529725828607,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.00613565201424211,0.0967408430728178,0,0,0,0,0,0,0,0,0,0.0553471581825176,-0.0524572171166021,0,0,0,0,0,0,0.116528015085739,0,0,0,0,0,0,0,-0.00698359198401009,0,0,0,0,0,0,0
X600011.SH,0,0,0.0188862562587198,0,0.12435333497262,0,0,0,0,0,0.0865112872159356,0,0.363834229794348,0,0,0,0,0,0.205006983811043,0,0,0,0,0,0,0.148698875237586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872250144473958,-8.67361737988404e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0858869988575925,0,0.0991635538266651,0,0,0,0,0.0641580663582094,0,0,0,0,0,0,0,0,0,0.0644388474250916,0,0,0,0,0,0,0,0,0.0607812368653382,0.055273609050631,0,0.0723576455929932,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0325786750780312,0,-0.00624156492766356,0,0,0,0,0,-0.204692372799139,0,0,-0.0185426182543156,0,0.0168472883726134,0,0,0,0,0,0.0109141171036628,0,0,0,0,0,0,0,0,0,0,0,0,-0.00142771904294444,0,0,0,-0.00850592335379057,0,0,0,0,-0.0242659708310733,0.0205352547669592,0,0,0,0,0,0
X600019.SH,0,0,0.121398033337506,0.0722724342873024,0,0,0,0,0,0.075130057276532,0,0,0.124777832900432,0.0568711030409088,0,0,0,0,0,0,0,0,0.0183567839913179,0,0.0413509256517464,0,0,0,0,0,0,0,0,0,0,0.145411843643271,0,0,0,0.0186706771966411,0,0,0,0,0,0,0,0,0,-0.00548217590745393,0,0,0,0,0,0
X600585.SH,0,0.0444201019256985,0.0165479864669144,0.109770653214909,0.0613072046420359,0,0.0676723081204644,0,0,0,0,0,0,0,0,0,0,0.0847705300495955,0,0,0,0,0.14134942802826,0,0,0,0.0199813461330448,0,0,0,0,0.197148657421337,0,0,0,0.0176549093555745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100274429351302,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.15966930240471,0,0,0.0147413610956617,0.0242539413739069,0,0,0,0,0,0,0,0,0,0,0,0.0455527913536817,0,0.0957137444835769,0.0174506431122819,0,0,0,0,0,0,0.120635168524096,0,0.00887751557700752,0,0,0,0.141212963570384,0,0,0.209839927022113,0.0276266561148653,0,0,-0.00311479005646109,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0533998499024108,0,0,0,0,0,0,0,0,0,0.0882771009805544,0.0310211322430012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17172488446804,0,0.0892298096707011,0,0,0,0,0,0,0.00859028608148276,1.35525271560688e-20,0,0,0,0,0,0
X601991.SH,0,0,0.119943546267198,0.209296480521947,0,0,0,0,0,0.140865503546917,0,0,0.0356520901003452,0,0,0,0,0,0.265212430474754,0,0,0,0,0.0389534591719878,0,0.0232400460580811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637259900661127,0,0,0,0,0,0,-0.00339897828207309,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0280497291640693,0,0,0,0,0,0,0,0,0,0,0.00616621327799384,0,0,0.0069290087043356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244382337666978,0,0,0.186654706516034,0,0,0,-0.00128085086132829,0,0,0,0,0,0,0
