,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600516.SH,X600111.SH,X600886.SH,X600176.SH,X000898.SZ,X000786.SZ,X600352.SH,X000709.SZ,X002271.SZ,X000825.SZ,X600027.SH,X000792.SZ,X000553.SZ,X600299.SH,X601699.SH,X000408.SZ,X600219.SH,X601158.SH,X600808.SH,X600489.SH,X000883.SZ,X000959.SZ,X600426.SH,X000830.SZ,X002110.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.271106584821272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211276559621012,0,0,0,0,0,0,0,0.112172986413694,0.0417951444720715,0,0,0,0,0.0348778634000825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00692210105812356,0,0.00425050731753336,0,0,0,0,0
X600028.SH,0.269486888591464,0,0.204254772180007,0,0,0,0,0,0,0,0,0,0.0932573740553412,0,0,0,0,0,0,0.244026304060818,0.0067184566555482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128982463872084,0,0,0,0,0,0,0
X601088.SH,0,0.0365953188328193,0,0.269957579465912,0,0,0,0.0471958354477091,0,0.158353953752157,-0.0618158225708104,0,0,0,0,0,0,-0.0526561807502744,0,0.0644519058265633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156516148130181,0,0,0,0,0,0,0,0,0.0352596898659685,0,0,0,0,0.00714775202635636,-0.0039584757125952,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.347677390347089,0,-0.156898990411448,-0.0557410734862583,0,0,0,0,0,0.153649546426128,0,0,-0.0170893350642982,0,0,0,0,0,0,0,0.589217526892051,0,0,0,0,0.00920071234720124,0,-0.103148340499516,0,0,0,0,0,0,0,0,0,0,0,0,0.00899306384877563,0,0,0,0,0.0106248458984022,0.0259128745238337,0,0,0,0,0
X600585.SH,0,0,0.00501352230835408,0.239828035595194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219486314552578,0,0.306793301490086,-0.0833859246082991,0,0,0,0,-0.153824036482357,0,0,0.297766216715457,0,0,0,0,0,0,0,0,0,0.0349246694117998,0,0,0,-0.0383016166209652,0.0387072973773253,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185824791235573,0,0,0,0,0,-0.00997676401387732,0,0,0,0.119032809186066,0,0.105124061629306,0,0,0,0.0527482375556205,0,0.0283683127288816,0,0,0,0,0,0,0,0,0,0,0,0,0.209900102542199,0,0,0.0414417087657424,-0.0366562562289812,0,0,0,0,0,0
X600011.SH,0,0,0,-0.106961007604375,0,0,0,0,0.0905559837351152,0,0,0,0,0,0,0.044483789099362,0,0.00606571603014635,0,0,0.0598941324375632,0,0,0,0,0,0.0259066419475371,0,0,0,0.0737473422772301,0.0453968048460565,0.149803028761783,0,0,0,0,0,0,0,0,0.0636159398658314,0,0,0,0,0,0,0,0.00198060009822531,0,0,0,0,0,0
X601600.SH,0,0.179839405173634,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.401685356387262,0,-0.0877593155151335,0,0,-0.0694601381721575,0,0,0,0,0,0,0,0.333496506692096,0,0,-0.214857028752227,0,0,0.275625077383402,-0.200468572179654,0,0,0,-0.12156181548218,0,0,0,0,-0.0866330927368628,0,0,0,0.310400860508133,-0.436835619556444,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313718561757428,0,0,0,0.0574996031639059,0,0.00494244462517358,0,0,0,0,0,0,0,0,0,0.029091146740928,0,0.0951387554747583,0,0,0,0,0,0,0,0,0,0.219658158099976,0,0,0,0.142757877865616,0,0,0.0148620163083333,0,0,0,0,0,0,0
X600188.SH,0,0,0.492247483123624,0,0.0351002798150912,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0690199981970135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303715836117228,0,0,0,0,0,0,0,0,0.0957486329207597,0.00197995303316943,0,0,0,1.73472347597681e-18,-5.42101086242752e-20,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.165067256542729,0,-0.12339066645569,0,0,0.411186979915828,0,0,-0.0791767724377802,0.263390536593692,0.0251735822373964,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364954148307687,0,0,0,0,0,0,0.00353448334591108,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297808306097785,0,0,0,0,0.166458881915525,-0.0927810434615088,0,0,0.237459189811828,0.105071558163755,0,0.0909533021090694,0,0,0,0,0,0,0,0,0.131891542465363,0,0,0,-0.00164791044139217,0,0,0,0,0,0,0
X600688.SH,0,0.351281304735947,0,0,0,0,0.18133406975982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123500379513194,0,0,0,0,0,0.0170602451857588,0,0,0,0,-0.0443504741698296,0,0,0.0258767080153293,-0.0317647496600807,0,0,0,0,0,0.0698007948907708,0,0,0,0,0,0,-0.0319663969299152,0.0206316078036202,0,0.112953339707932,0,0,0,0
X600362.SH,0,0,0.135291233057179,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.251100026149315,0,0,0,0.0675099688750461,0,-0.00683314145165139,0,0,0.048207327966092,0.134166242504216,0,0,0,0,0.100635145889814,0,0.462736304890512,0,0,0,0,0,0,0,0,0,0,0,-0.0445304489816837,0.0407085933802229,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581331683803723,0,0,0,0,0,0,0.0886327911186389,0,0,0,0,0,0,0.104656837738654,0,0,0,0,0,0,0.0938308469383431,0,0,0.0222278274621207,0,-0.0106114470177326,0.0314226747832993,0,0,0,0.00909921379780028,0,0,0,0,0,0,0
X300072.SZ,0.257088543089503,0,0,0,0,0,0,-0.137037519422161,0,0,0,0,0,0,0,0,0.0191094676383498,0.16016108540149,0,0,0,0,0,0.172806509763041,0,0,0,0,0,0.146135595291954,0,0,0,0,0,0,0,0,0.0296787509417377,0,0,0,0.153877310256228,0,0.0450111710772875,0,0,0,0.0481179863391077,-0.0757815692844994,0,0,0,0,0,0
X002460.SZ,0,0.107443588483418,0,0,0,0,0,0,0,0,0.766543835583624,0,0,0,0,0,0,0,0,-0.260770047301624,-0.112742838823903,0,0,-0.0685548813474022,0,0,0,0,0,0.0947689439374573,0,0,0,0,0,0.159245993997597,0,0,0,0,0,0,0,0,0.180897218400198,0,0,0,-0.0417233378406183,0.0435948608114171,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0599756631087536,0,0,0,0,0.130711993062633,0,0,0,0,0,0,0.176599852462405,0,0,0,0,0,0.131219906106845,0,0,0,0.0641917599799977,0,0,0,0.059304761443307,0,0.207010914633687,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0208785633131392,0,0,0.0446668957790177,0,0,0,0,0.00807304934807043,0,0,0,0,0,0
X601991.SH,0,-0.00732561797009841,0,0,0,0,0,0,0,0,0.0218788610828471,0.0411930370541474,0,0,0,0.0196016540070137,0,0.112887032795378,0,0,0.0634958712187443,0.139238119415436,0,0,0,0,0,0,0,0,0,0,0,0,0.09057197612804,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000134944497987618,0,0,0,0,0,0,0
X600547.SH,0,0.159760503704847,0,0,0,0,0,0,0,0.120411994585265,0,0,0,0.157524046067951,0,0,0,0,0,0,0,-0.239743993511196,0,0,0,0,0,0,-0.0547449510993664,-0.108155678050845,0,0,-0.00365024973571474,0,0,0,0,0,0,0.796353845139722,0,0,0,0,0,0,0,0,-0.00402048686267249,0,0,0,0,0,0,0
X600516.SH,-0.167938262884335,0,-0.250071751068121,0,0,0,0.0496645535374421,0,0,0,0.221623112680846,0,0,0,0,0,0,0,0,0,0,0,0,0.0640274375003095,0,0,0,0,0,0,0,0.308641845677519,0.132731709872294,0,0,0,0,0,0,0,0,0,0,0.239682904620725,0.343954392470551,0,0,0,0,-0.0370660404990268,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0182700977567721,0,0,0,0,0,0,0.120854204392246,0.0749394714866764,0,0,0.064545596884608,0,0,0,0,0,0,0,0,0,0,0.229803078446668,0,0,0,0,0,0,0.203618823446853,0,0,0,0.106434565056999,0,0.0476498685828851,0,0,0,-0.00614959755520458,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0692300123487026,0,0,0,0.0184347900743494,0,0.0510376297870915,0,0.127796619949464,0,0,0,0,0,0.0377988464948603,0,0,0.12504831730538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121934768109391,0,0,0,0,0,0,6.41985310667137e-05,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0761842156867402,0.188898137979919,0,0.577955437991331,0,0,0.141086574911563,0,0,0,0,0,0,0,0,0.437261218458369,0,0,0,0,0,0,0,0,0,0.306167388738431,0,0,0,0,0,0,0,0.153044356873472,-0.192245417743322,-0.160676825688785,0,0,-0.0352813116750551,0.025717023082713,-0.257981555468667,0,0,0,0,0
X000898.SZ,0,0,0.201771036743427,0.177278499315579,0.0210172329366284,0,0,0.0533943972897429,0,0.0165112420881293,0,0,0,0.0198235146397001,0,0,0,0.0531826950231566,0,0,-0.0450925131963301,0,0,3.46944695195361e-18,0,0,0,0,0,0.0554665507729042,0,0,0,0,0,0,0,0,0.471838556023972,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0141277678690345,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.228471828649642,0,0,0,0,0.106881396031348,0,0,0,0,0,0,-0.130543193555618,0,0,0,0,0,0,0.13192689439769,0,0,0.143398703244139,0,0.285994729257017,-1.38777878078145e-17,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0492125654851991,0.0741405347472057,6.93889390390723e-18,0,0,-0.0766854331177099,0.0845931769208159,0,0,0,0,0,0
