,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X002075.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X600309.SH,X000878.SZ,X601992.SH,X000898.SZ,X600021.SH,X000027.SZ,X600352.SH,X000539.SZ,X600022.SH,X000883.SZ,X000629.SZ,X600660.SH,X601918.SH,X000792.SZ,X600307.SH,X600160.SH,X002470.SZ,X600547.SH,X600863.SH,X600489.SH,X600098.SH,X600808.SH,X600578.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.878323208358289,0.0168021542509138,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210797675881697,0,0,0,-0.0429973595583294,0,0,0,-0.0340806905779304,0,0.0389124444247284,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0402108158941819,-0.0602770624949743,0,0.0398342350802274,0,0,0,0
X600028.SH,0.348541714127096,0,0,0,0,0,0.109498925929573,0.126207346896742,0.0226196019179135,0,0,0,0,0,0,0,0,0,0,0,0.0120244884294585,0.0312195557675993,0,0,0,0,0,0,0,0,0,0,0,0,0.0632835205572566,0,0,0,0,0,0.026481169255923,0,0.0715720490767761,0,0,0,0,0.0315435452855325,-0.0156123202983623,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.182943012366415,0,0,0.115356084123434,0.211232374799283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0314192471326619,0,0,0,0,0,0,0,0,0,0.0723712440203191,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.170128411690394,0,0.0239563033008406,0.108109253344881,0,0.115738976499125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247094208378686,0.332289114946001,0,0,0,-0.00776709445366556,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0343373450910412,0.121845522156403,0.167566364139867,0,0.0676504659705585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206258077719002,0,0.0459566931698335,0,0,-0.00636126772526767,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0169567421090264,0,0,0,-0.0069739737821522,0,0,0,0,0,0.0684288870285714,-0.420840814338524,0,0,0,0,0,0,0,0,0,0,0,0.0157711743401432,0,0,0,-0.0145548067726116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539407194539688,0.0292169158313396,-0.00954499295648354,0,0,0,0,0
X600585.SH,0,0,0.0954365150649929,0.102725644846857,0.0246593153441386,0,0,0,0,0,0,0,0,0,0,0,0,0.00249401297414448,0,0,0,0,0.0287997589505803,0,0,0.10254866163476,0,0.0782940162727316,0,0,0,0,0,0.235359660495146,0,0,0,0,0,0,0,0,0,0,0.04686211872363,0,0,0,-0.00803957390233931,0,0,0,0,0,0
X600019.SH,0,0.0142869237019639,0.178921741503594,0.0843268981107572,0,0,0,0,0,0,0,0,0.050111742068466,0.0560554560505822,0,0,0,0,0,0,0,0,0.0286424879853992,0,0,0.100092630490339,0,0,0,0,0,0,0,0,0.0724918025191883,0,0,0,0,0,0.161721290713416,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0020264065075831,0,0,0,0,0,0,0,0,0.142912769686586,0.099972165413509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229687472621849,0,0,0,0,0,0,0,0,0,0,0.110093356933221,0,0.0323267621457017,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.136783978890956,0,0.173208547216001,0,0,0.111759255607753,0,0,0,0,0,0,0,0,0,0,0.0916116406382549,0,0.0334783538831127,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0.0145395854736498,0,0.0146875434276219,0.180941442692565,0,0,0,0.0442084773342744,0,0,-0.00223826938870197,0,0,0,0,0,0,0
