,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X002466.SZ,X600795.SH,X002460.SZ,X601699.SH,X000708.SZ,X600010.SH,X600111.SH,X000301.SZ,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X000786.SZ,X000408.SZ,X002271.SZ,X000933.SZ,X000630.SZ,X000807.SZ,X600176.SH,X000932.SZ,X601168.SH,X002128.SZ,X600348.SH,X600219.SH,X600612.SH,X600096.SH,X601666.SH,X000723.SZ,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.257959979115759,0,0.153611330562904,0,-4.33680868994202e-19,0,0.0774130876613488,0,0,0,0.133189881143529,0,-0.206643792216051,0,0,0,0.129450631617559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331228734546583,0,0,0,0,0,0,0,0,0.0141840865548277,0,0,0,0,0,0,0,0,0,0.0183108356884448,0,0.271699523169221,0,0,0,0
X601088.SH,0,0,0,0,0.260811369215206,0.130287360407975,0,0.0328913129237167,0,0,0,0,0,0,0,0,-0.0284442185670753,0,0,0,0,0,0,0.0492636083376528,0.00484243523308024,0,0,0,-0.044195662207519,-0.092874910175939,0,0.0194434257042825,0,0,0,0,0,0,0,0,0.0253470784614977,0,0,0,0,0,0.133825072026416,0.0374425767397989,0,0,0,-0.00555460306350976,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0389849880516584,0,0,0,-0.179972677439337,0,0,0.157528293850484,0,-0.0843274105013357,0,0,0,0,0,0,0,0,0,0.10812120653648,0,0,-0.060489431247658,0,0,0,0,0,0,0,0,0,0,0,0.141886772164175,0.0404466422527897,0,0,0,0,0,0,0,0,0,0,0,0.0113273656476976,-0.00714169205900707,0,0,0,0,0
X600309.SH,0.192169995065989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642285309448626,0,0,0,0,0,0,0.162834985546239,0,0,0,0,0.231251763062604,0,0.134243021567253,0,0,0,0,0,0,0.0279389484736051,0,0,0,0,0,0,0,0,0,0,0,0.0459413766889044,0,0,0,0.0185691177395619,-0.0275721496982028,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.216207077650851,0,0,0,0,0,0,0,0,0,0,-0.040460110180981,0.054217489230306,0,0,0,0,0,0.185653799982304,0,0.0364855831683893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966619070603662,0.239636561470201,0,0,0,0,0,0,0,0,0.00528080242030922,0,0,0,0,0,0,0
X601898.SH,0.0255040925448989,0,0,0,0.14214945751546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2985896369528,0.426830724548747,0,0,0,0,0,0,0,0.00207196365752325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163636442715219,0,0.110403381471651,0,0,0,0,0
X600019.SH,0,0,0,0,0.106473650233652,0,0,0.0072556428474867,0,0,0,0.0171923032898206,0,0,0,0,0.0288679245760828,0.115170926023603,0.0586517090230131,0,0,0,0,0,0.0760957474593039,0,0,0,0,0,0,0,0,0,-0.102737563594328,0,0,0,0,-6.93889390390723e-18,0.140875274821558,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0194151980325396,0,-0.0106123279629215,0,0,0,0
X600011.SH,0,0,0,0,0,0.253177762508465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312776810392988,0,0,0,0,0,0.153244059641429,0,0,0,0,0,0,0,0,0,0,0,0.00379048456069361,0,0,0,0,0.0268208466883689,0,0,0,0.00274663747041954,-0.000769076111510341,0.044185771324174,0,0,0,0,0
X600585.SH,0.0881145334409125,0,0,0.0491841623861113,0,0,0,0,0,0,0,0.288202015971227,0,0,0,0,0,-0.0434823004312937,0,0,0,0.0107910279481089,0,0,0,0,0,0,0,0,0,0,0,0,0.0796409246311041,0.0194059545366139,0,0,0,0,0,0,0,0,0,0,-0.0222667310189167,0,0,0,0,-0.00372385848348369,0.00801934769111261,-0.100898494120934,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0473509280288473,0,0,0,0,0,0,0,0,-0.0533381308733471,0,0,-0.0108598300701745,0,0,0,0,0,0,0.0331323992694893,0,0,0,0.0466904171972934,0,0,0,-0.0287195445657696,0,-0.160719964523841,0,0.207723853522583,-0.0832851655125543,0,0,-0.0159407705679735,0,0,0,0,0,0,0.109767210894503,0.0683778462436975,0,0,0.0132533977398641,0,0.0575114696369176,0.136167774668237,0,0,0,0
