,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600795.SH,X600019.SH,X601600.SH,X600585.SH,X601991.SH,X600688.SH,X600886.SH,X600157.SH,X600027.SH,X600362.SH,X600188.SH,X600111.SH,X600583.SH,X000709.SZ,X000027.SZ,X000539.SZ,X601158.SH,X601992.SH,X600309.SH,X000883.SZ,X000898.SZ,X000629.SZ,X600021.SH,X600352.SH,X600863.SH,X002075.SZ,X000060.SZ,X000792.SZ,X600307.SH,X600808.SH,X600022.SH,X600489.SH,X600098.SH,X000825.SZ,X601918.SH,X600547.SH,X600008.SH,X002353.SZ,X600578.SH,X600660.SH,X002470.SZ,X000878.SZ,X600623.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.557335895504164,0,0,0.065229054446671,0,0,0,0,0,0,0,0,0,0,0,0.0134259498743188,0,0,0,0.0475327071138321,0,0,0,0.0382422939126106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317504479147363,0,0,0,0,0,0.0136789496463652,0,0.0434367747719428,0,0,0.00688141903714959,0,0,0,0,0,0,0
X600028.SH,0.476032247455143,0,0,0,0,0.125861637876129,0,0,0.00890499085484101,0,0,0,0,0,0,0,0,0,0.0163667780196389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404304309257487,0,0,0,0,0.0737746035274339,0,0.0680032221128014,0,0,0,0,0,0,0,0,-0.00460937959471663,0.0133106155967476,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.20114582255046,0,0,0,0,0,0,0,0.0352347966312378,0,0,0,0,0,0,0,0,0,0,0,0,0.0785421829669989,0,0,0.0433482402819263,0,0,0,0,0,0,0,0,0,0,0.0375787353485259,0,0,0,0,0,0,0,0,0.166762749580719,0,-0.0209950836194927,8.67361737988404e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.116501686335144,0,0,0,0,0.0421125323730682,0,0,0,0,0,0.274172920553661,0.1050201460057,0,0,0,0,0,0,0,0,0,0,0,0.0703042950596139,0,0,0.0933985358178769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918669836006416,-0.00890355244426625,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0467237657712848,0,0,0.00564305821503716,0,0.0351054764900435,0.00806564111825622,0.0624623030711492,0,0.0130821624695132,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0795307536605822,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.196887870425305,0,0,0,0,0.250994115654484,0,0,0,0,0,0,-0.00729568499365341,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.121276941149927,0,0.0990586347434228,0.0284483330743988,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.145141679168868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101311302641436,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0331124456894551,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.00798935836370798,0,0,0,0.129617899268589,0,0.0589725996573195,0,0.119891301670443,0,0.0618290326442232,0,0,0,0.00449279193638689,0,0,0,0,0,0,0,0,0,0.106382318917626,0,0.225703705181631,0,0,0,0,0,0.0396608663351227,0,0,0,0,0,0,0,0.166643476655553,0,0,0,0,0,0,0,0.00954418476625147,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0470423749435362,0,0,0.0142955954650576,0,0,0,0.0306463468598131,0,0,0,0,0,0,0.227988265538259,0,0,0,0,0,0,0.155159162424549,0,0.0706168325584623,0,0,0,0.119797054788017,0,0,0.0561481686165275,0,0,0,0,0.0644986709291396,0,0,0,0,0,0,0,0,0,0,-0.000329912241761364,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0570063992810853,0,0,0,0,0,0.0450057103129452,0,0.116251567153169,0,0,0,0,0,0,0,0,0,0.130307275976654,0,0,0.0148609240446525,0,-1.73472347597681e-18,0,0,0,0.112826851709419,0,0,0.241538459611488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000614568854009787,0.0112094153324089,0,0,0,0,0,0
X600585.SH,0,0,0.155445938286225,0,0,0,0,0,0,0,0,0,0.161711066798924,0,0,0,0,0,0,0,0,0,0,0.0885790751824829,0,0,0.085297478371741,0,0.00449296761612152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531858702722941,0,-0.0288377328240026,-0.0277566986307066,0,0,0,0,0,0
