,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601600.SH,X601898.SH,X600426.SH,X600010.SH,X600801.SH,X600176.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X002466.SZ,X300037.SZ,X600688.SH,X000932.SZ,X600803.SH,X600299.SH,X600027.SH,X002080.SZ,X601992.SH,X002075.SZ,X600219.SH,X600486.SH,X601168.SH,X600315.SH,X000898.SZ,X002409.SZ,X000027.SZ,X000883.SZ,X000723.SZ,X002353.SZ,X600529.SH,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0440280889688245,-0.0097049810545374,0,0,0,0,0.0146280369102512,-0.032216843062801,0,0.0891203740445761,0,0,0,0,0.0390245562398374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539618453161927,0,0,0,0,0,0,0,0,0.0267296264258709,-0.00232532711752892,0,0,0.000387528145907538,-0.0142830993665921,0,0,0,0.0149817443510909,0,0
X600028.SH,0,0,0,0,0,0,0,0.00382259653344268,0,0,0,0.0109720916174608,0,0,0.0661413909705013,0,0,0,-0.00226658439601407,0,0.0211027229095826,0,0,0,0,0,0,0,0,0,0,0.0142668100363833,0,0,0,0,0,0,0.0920751459700037,0,0.00794305310944362,-0.00249962467219286,0,0,0,0,0,0,0,0,0,-0.00456731558063258,-4.33680868994202e-19,0,0,0,1.0842021724855e-19,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0079677675201726,0.108564589596423,0,0,0.00827818259051877,0,0,0,0,0,0,0,0,0,0,0.272758285874148,0,0,0,0,0,0,0,0,-0.00840475984532536,0.0147240866696163,0,0,0,0,-0.0174069718205566,0,0,0,0,0,0,0,0,0,-0.00969441060128782,-0.0134088598653256,0,0.085524046414035,0,0.010133734880312,0,0,0,0.0209523883530853,0,0
X600585.SH,0,0,0,0,0.0111838298690101,0,0,0,0.0231125835562682,0,0,-0.0232917876665404,0,0,0,0,0,0.00627962165146462,0,0,0.0567926870519946,0.0432052969210605,0.00124121656195676,0,0.101037764118943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220203265617821,0.111206722762584,0,0,0,0,0,0,0,0,0,0.0381733273592491,-0.033464111931552,0,0,0,0.0558259889263296,0,0
X600309.SH,0,0,0,0,0,0,0.373847388082483,0,0,0,0,-0.0584388157383552,0,0,0,0,0,0.191721894326693,-0.108067632656111,0,0,0.0721647136726408,0,0,0,0.0655531551894454,0,0,0.118808894347308,0.176169726083606,0,-0.0120131169271348,-0.0118417474800191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174535239497343,-0.235764047347675,0,0,0,-0.01983112719518,0,0,0,-0.0130785606004474,0,0
X600019.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00231007116096811,0,0,0,0,0,0,0,0.0917315604980166,0,0,-0.0621239097985355,0,0,0,0,0,0,0,0,0.0193738435349956,0,0,0,0,0,0,0,0.493286551175963,0,0,0,0,0.000442746652872936,0,0,0,0.0717944512266235,0,0,0,0,0.0301037374596117,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299528019358714,0,0,0,0.603242360971906,0,0,0,0.0737461101438574,0,0,0,0,0,0,0.0168306435438211,0,0,0,0,0,0,0,0,0.110066768571586,0,0,0,0,0,0,0,0,0,0,-0.0354826298825284,0,0,0,0.0342277335761883,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0744767638389578,0,0,0,0,0,0,0.055434996674563,-0.0358607417458288,0.0876916070122167,0,0.137216207040577,0,0.0720092254869955,0,0,0,0,-0.0783604818114522,0.310715224155952,0,0,0,0,-0.00807361879085803,0,0,0.0300429449724345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053623557044493,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0748020156424966,0,0,0.0262936459835446,0,0,0,0,0,0,0,0,0,0.0228385231471439,0,0.143733728726495,0,0,0.28280840606174,0.0361149982589888,0,0,0.253501384980279,0,0,0.0377522536672185,0,0,0,0,0.0119334491074959,0,0,0,0,0,0,0.0841317957402797,0,0,0,0,-0.0412037267675885,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.103082468248881,0,0,0,0.0785648460781914,0,0.113854536342626,0,0,0,0,0,0,0,0,0,0,0,0.195844665516974,0,0,0.00825246681720059,0,0,0,0.0705398539155514,0.0122722897873944,0,0,0,-0.11579057899683,0,0,8.67361737988404e-19,0.0635443082962357,0,0,0,0,0,0,0.0435108128983045,0,0.0895850784755115,0,0,0,0,0,0.0283714854572407,0,0
X002271.SZ,0,0,0,0,0,0,0,0.00982169410260408,0,0,0,0,0,0,0,0,0,0,0,0,0.337221948237045,0,0,0,0,0.0386615290128662,0,0,0,0.144219539117719,0,0,0,0,0,0,0,0,0,0.200885745840322,0,0.0499940105839735,0,0.102006031292758,0,0,0,0,-0.0590942961831377,0,0,0,0.0703408972226505,0,0,0,0.0455800137012585,0,0
X600011.SH,0,0,0,-0.0337772549536848,0,0,0,0,0,0,0,0,0,0.0114526579799283,0.132294596556665,0,0,0,0,0,-0.19176220388895,0,0,0,0,0,0,-0.0582254407879519,0,-0.142600759411131,0,0,0,0.0984148153177869,0.753992837209407,0,0,0,0,0,0.07961115102016,0,0,0,0,0,0,0,0,0,0,-0.0182578557485474,0,0,0,0,0.0262649618736803,0,0
X600886.SH,0,0,0,0,0,0,0.0426136748283556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162846044456416,0,0.107419406395238,0,0,0,0,-0.0100622734791261,0.165958937431106,0,0,-0.00265246804219925,0.123144147575442,0,0,-0.207260767734083,0,-0.0424009955358861,0,0,0,0,0,-0.0228765507573175,0,0,0,0,0,0,0,0,0.00420126477374673,0,0,0,0,0,0
