,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600886.SH,X600362.SH,X600801.SH,X600188.SH,X002460.SZ,X600352.SH,X002466.SZ,X601991.SH,X600795.SH,X000786.SZ,X600688.SH,X600111.SH,X601992.SH,X002271.SZ,X000723.SZ,X600176.SH,X600027.SH,X002353.SZ,X600583.SH,X600516.SH,X600426.SH,X600489.SH,X000898.SZ,X600299.SH,X600219.SH,X000709.SZ,X000883.SZ,X601158.SH,X600612.SH,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000792.SZ,X000825.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0917687752881176,0,0,0,0,0,0,0,0,0.0470246738925709,0.0248273412765046,0,0,0,0.213680942080834,0,0.039848955307615,0,1.73472347597681e-18,0.0300236039455051,0,0,0.0181774285056035,0,0,0.163194545925875,0,0,0,0,0,0,0,0.0161752560066393,0,0,0,0,0,0.0172772561246733,0,0,-0.00526193008737395,0.00565194817011156,0,0,0,0,0,0
X600028.SH,0.104067096597571,0,0,0,0,0,0,0,0.00612636365311907,0.0805340112000472,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.18668707476704,0,3.46944695195361e-18,0.0211525913889832,0,0,0,0.0684862058780098,0,0,0,0.0662555201104822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01344238098115,0.00191719430150076,0,0,0,0.00607535385033019,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0542782928322078,0,0,0,0,0,0,0.0287065636063807,0,0.189192187633799,0.0296356645317957,0,0,0,0,0,0,0,0,0,0,0,0.00498727430382034,0,0,0,0,0,0,0,0,0,0,0,0.038071468547964,0,0,0,0,0,0,0,0.00974443757281757,0.0101711418101191,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.112781755652484,0,0,0,0,0,0,0,0,0,0,0.403574422886347,0,0,0,0,0,0,0.0763645123892715,0,0,0,0.0361170691881606,0,0,0,0,0,0,0.0092192596825168,0,0,0,0,0,0,0,0,0,0,0,0,0.0151964299434991,0,0,0,0,0.0147405353100476,-0.0174106506491145,0,0,0,0.0104337209553448,0,0
X600309.SH,0,0,0,0,0,0,0.0617556788247892,0,-0.0690651730616957,0,0,0,0,0,0,0.313025779644843,0,0,0,0,0,0,-0.0340679364687002,0,0,0,0.0645217991250424,-0.239330069408651,0,0,0,0,0,0.264656925178842,0,0,0.00809782915513735,0,0,0,0,0,0,0,0,0,-0.0864980415644053,0.37525467091123,0,0,0.0150582881649737,-4.33680868994202e-19,-0.0653651252072401,0,0,0,-0.0771962726204606,0,0
X600019.SH,0,0,0,0,0,0,-0.0443831603168634,0,0.0373347476274663,0,-0.0222887023649398,0.0522876653857912,0,0,0.196159517873674,0,0.0288794034817643,0,0,-0.00482616645727199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105962812464424,0,0.0311169832136157,0.0263383980531966,0,0,0,0.0497456736477268,0,0
X600547.SH,0,0,-0.229191849976162,0,0,-0.180173911320761,0,0,-0.129869149011631,0,0,0,0,0,0,0,0,0,-0.128612108293056,-0.0308256325052136,0,0,0,0,0,0,0,-0.0212104719961242,0,0,0,0,0,0,0.493628252003755,0,0,0,0,0,0,0,0,0,0,0,0.0389770157555075,0,0,0,0,-0.0443248391953697,0.0740885919885133,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.155123307664572,0,0,-0.159022507560729,0,0,0,0,0,0,0,0,0,0,-0.155847334819022,0,0.357909342454128,0,0.258518528488406,0,0.157568585236784,0.034392176533585,0,0.106611236663062,0.25276061521378,0,0,0,0.0691957541478119,0,0,0,0,0,0,0,0,0,0,0,0,0.00901250522927901,0,-6.93889390390723e-18,0,0,0.0017730701060201,0,0,0,0,0.0141962971594725,0,0
X000708.SZ,0,0,0,0.150477208898341,0,0,0,0,0,0,0,0.0539964458048629,0,0,0,0,0,-0.199344249942977,0.159557150747024,0,0,0,0,0,0,0,0,0.276720527559476,0,0,0.169398788196577,0,0,0,0.114537241033005,0,0.0104933482393881,0,0,0,0,0,0,0,0,0,0,0,0,0.115299581061887,0,0,0.046834558098214,0,0,0,8.67361737988404e-19,0,0
X601898.SH,0.311015559356576,0,0,0,0,0,0,0,0.0646089605421521,0,0,0,0,0.063306963087576,0,0,0.528104671578721,0,0,0.00728195399242048,0,0,0,0,0,0,0,0.0631654045398961,0.0263761764480192,0,0.0280662691497094,0,0,-0.0958788186705876,0,0,0.132070937906817,0,0,0,0,0,0.0501862800354571,0.0334786675693206,0,0,0,0,0,0,0,-0.0458430239559621,0.0441107506563063,0,0,0,0,0,0
