,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X002271.SZ,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X600010.SH,X000786.SZ,X601898.SH,X600176.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X002080.SZ,X601992.SH,X000932.SZ,X000301.SZ,X002466.SZ,X600803.SH,X002353.SZ,X600219.SH,X600486.SH,X600529.SH,X002075.SZ,X000027.SZ,X600315.SH,X002409.SZ,X601158.SH,X600612.SH,X000723.SZ,X000898.SZ,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0379474122883078,0.0467246453633582,0,0,0,0,0.0364024504881831,0.0746531960130433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04341317240464,0.0987450637676722,0,-0.0479738484235359,0,0,0,0,0,0,0.0335403426225107,0,0,0,0,-0.00593711411154993,0.00795997324346317,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0430326453531955,0,0,0,0.0645149905839758,0,0,0,0,0,0.0270541871022195,0,0,0,0,0,0,0,0,0,0,0,0,0.0164283635556237,0,0,0,0,0,0.0420493523243307,0,0,-0.0184445374680238,0,0.0114791627031036,0,0,0,0.0114329103831526,0,0.0267715226496,0,0,0,-0.0231872989228347,0.0125910182138883,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-1.73472347597681e-18,0.00835581410372927,0,0.0287359622520681,0,0,0,0,0,0,0,0,0,0,0,0.33552036529281,0.150096977180486,0,0,0,0,0,0,0,-0.0148428635063331,0,0,0,0,-0.0213456201090112,0,0,0,-0.0199188940358372,0,0,0,0,0,0,0,0,0,0,0,-0.00455296311891853,0.00878812961993932,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629743270688347,0,0,0,0.0656190538669713,0,0,0,0.0483178120787273,0,0,0,0,0,0.00464214792669483,0,0,0,0,0.104399446550194,0,0,0,0,0,-0.0609443098323632,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.247749242036373,0,0.14680268089532,0.091774276651674,0.19731681322923,0,0,0,-0.0663178001955237,0,0,-0.0610297518120966,0,0,0,0,0,0,0.280149878116411,0,0.0693672178043573,0,0,0,0,0,0,0,0.159679367467032,0,0.0495244862194319,0,0,-0.13698784770089,0,0,0,-0.0390635746907212,0,0,0,0,0,0,0,0,-0.0307975453573472,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0737402472221931,0,0,0,0.000833422018547576,0,0,0,0,0,0,0.00201477814080237,0,0,0.0816642453986724,0,0.0290715647603146,0,0,0,0,0,0,0,0,0.121364622316651,0,0,0.00665341606307255,0,0.0470374499081543,0,0,0,0,0,0.0801146416996195,0,0,0.127831133240761,0.0358490802558862,0,0,0,-0.0162871422038229,0.00354577540507924,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0826858761459516,0.0143413603405498,0,0.00790871013970467,0,0,0,0,0,0,0,0,0.478843549565868,0,0,0,0.000605145945564777,0,0.014506501101192,0,0,0,0.0404868405040631,0,0,0,0,0.0242983776164147,0,0.0835185067023553,0,0,0,0,0.0189035651850921,0,0,0.22023780520729,0,0,0,0,0,0,-0.0243362606756127,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00744592863457717,0,0,0,0.250231489388769,0,0,0,0,0,0,0,0,-0.0784134488582648,0,0.0825745866461849,0,0.675893085067018,0.0568381402887343,0,0,0,-0.0643617422069222,0,0,-0.175908561804322,0,0,0,0.129916818853885,0,0,0,0,0,0,0,0,0,0,0.0361481795916645,0.0187640120209114,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0239269277395192,0,0,0,0,0,0.0791345097998966,-0.0481526965248163,0,0,0,0,0,0.0624561446465779,0,0,0.0156575054411691,0,0,0,0.157710767791955,0,0.0625949655344901,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.145047430448073,0.189987078358955,0,0,0,0,0,0,0,0.0325714807565861,-0.0235508457378671,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493623088588268,0,0,0,-0.0983206034627268,0,0.14771719263234,0,0,0.104665577938349,0,0,0.055409031518143,0,0,0,0.0564634216278949,0,0,0,0,0,0,0,0,0,0.262573636606839,0,0,0,0,0,0.0346854815096615,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.257975117292762,0,0,0,0,0,0,0,0,0,0,0.0272525614920313,0,0,0,0,0.132035003202924,0,0,0,0,0,0,0,-0.0455317326002928,0,0.042187030628528,0,0,0,0,0,0,0,0,0,0.0339586912642954,0,0,0.0755707473716707,0,0,0,0,0,0,0,-0.0135863018264382,0.0245457673564025,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.00288906476360354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060324169989599,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.582242534392439,0.0703113212364602,0.0376387237507297,0.00758181437083279,0,0,0.0311351894906941,0,0.0762485461858067,0.284814637511446,0,0,0,0,0,0,0,-0.0753836269120971,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108613405511067,0,0,0,0.148218213741379,0,0.266674487287498,0,0,0,0,0,0,-0.063637251682877,0,0,0,0,0.04148630452509,0,0,0,-0.0623681437815617,-0.0108582748597105,0.101793232163046,0,0,0,0.085354020652326,0,0,0,0,0,0.0160344502010753,-0.00437760914584927,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.245452106801773,0,0,0,0,0,0,0,0,0.0334988982622602,0,0,0.0672435747937233,0,0,-0.0344672653484616,0,0.0599964059814844,0,0,0,0,0.0308262992342023,0.05320995120968,0.041897987223561,-0.0191649161119728,0.0865732600306412,0,0,0.0726700896256104,0,0,0,0,0,0.0184983826911632,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0272794091126911,0,0,-0.00826320826528828,0,0,0,0,0.0619254340595745,0,0.0393193160081761,0.23000814115491,0,0,0,0,0.0573251523100771,0,0,0,0,0,0,0,0,0,0,0.0193118296939963,0,0,0,0,0,0,0,0,0,0,0,0.0998044776782476,0.291992191526403,0,0.0668737876267194,0,0.0310226931072637,0.0120147304565037,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.187490549776915,0,-0.118048907960581,0.0458194276869626,-0.048606820079144,0,0,-0.23536181345579,0,0,0.30372605200644,0,0.0712939677839339,0,0,0,0,0.205707592203809,0,0,0,0,0,0.0818317625153472,0,0.149337555161631,0,0,0,0,0.0532718509961165,0,0.0119554866110256,0,0,0,0,0,0,0,0,0,0,0,0.0482402880036292,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0117657538992116,0,0,0,0.019732899705109,0,0,0.0563317264154264,0,0,0,0,0,0,0,0,0,0.280590841698338,0,0.0644033473400012,0.048216021627079,0,0,0,0,0.0346432360740861,0,0,0.0322405158962668,0,0,-1.73472347597681e-18,0,0.0391689807637046,0,0,0.00918400707642744,0,0,0,0,0,0,0,0,0,0,-0.0263421407680157,0.0138152878374252,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,-0.0247419816723068,0,0,0,0,0.0439795276331862,0,0,0,0.42368802828401,0.0844751689159328,0,0,0,0.0750687615519919,0,-0.120352362316861,0,0.0662397906238807,0,0,0,0,0,0,0,0.0960831251736146,0.097638701350317,0,0,0,0,0,-0.076467385527203,0,0,0,0,0,0.0293296652890836,0,0.0398415030853468,0.0174704027351229,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163220963657133,0,0,0,0,0.0109714933051663,0.0181787649605533,0.127411893144872,0,0,0,0,0,0,0,0.0343027148779766,0,0,0,0,0,0,0.0655788113817495,0.0549396455545585,0,0,0,0,0,0,0,0,0,0,0,0.41006311086702,0,-0.0400843624241836,0.00477334654787154,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.26368781491845,0,0,0,0.049311592265325,0.0664811919907942,0,0,0,0,0,0,0,0,0,0.0698829096220538,0,0,0,0,0.155458237792734,0,0,0,0,0,0.148098016123429,0,0,0,0,0,0,0.0206511626566911,0,0,0,0,0,0,0.0134700593653105,0,0,0,0,-0.0222004909248746,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.0628541367080091,0,0.944820579362179,0,0,0,0.0739368755154228,0,0,0,0,0,0,0.0293473685937132,0,0.0813353537162112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100687950743171,0,0,0,0,0.019528078241121,0,0,0,0.0266683992573434,0,0.0324523885742304,0.0599154772594464,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430887903782888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046747864645556,0.0241126956412485,0,-0.0101501875091265,0,0,0,0,0,-0.0164053248827695,0.112882196347053,0,0,0,0,0.00629407359664176,0.0527501490751856,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,-0.0714066913719032,0.0522100588831688,0,0,0.136707402199058,0,0.243891302543137,0,0,0,0.110657050539788,0,0.133378047809569,0,0,0,0,0,0,0.309645482710238,0,0,0,0,0,0,0,0,-0.00643658040032019,-0.165445944285181,0,0,0.0388837894005634,0,-0.0869276711386984,0,0,0,0.147679679847281,0,0,0,3.46944695195361e-18,0,-0.0305694006554028,-0.00725652850650796,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.123238028906656,0,0.157756693140123,0,0,0,0,0,0,0,0,0,0,0.185513983866426,0.108135247749559,0,0,0,0,0,0.0300142446782589,0,0,0.101284137959456,0,0,0,0,0,0,0.0395191990863602,0,0,0,0,0,0,0.0395603097939233,0,0.0130048975513468,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.366916104807154,0,0,0.130627423366762,0,0,0,0.053864175170967,0,0,0,0.0506816413414436,0,0,0,0,0,0,0,0,0,0,0.0315815556914808,0,0,0,0.187052127802007,0,0,0,0,0,0,0.0501075143619301,0,0.162411527423158,0,0,0,0.115588237741132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.049687117027673,0,0,0,0,0.0822605453111903,0,0.0943575337715172,0,0,0,0,0,0,0,0,0.188053397646179,0,0,0,0,0,0,0,0,0,0,0.0809866219877658,0.108457123154644,0,0,0,-0.0157152162693327,0.0280719795880651,0.049130461666133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.0453525256674358,0,0,0.127808887574313,-0.0121587446375637,0,0,0,0,0,0.221333990898542,0,-0.00704722662061666,0,0,0,0,0,0.113379926061932,0.401318951382685,0,-0.00435451804288493,0,0,0,0,0,0,0,0,0,0.0242592905695178,0,0,0,0,0,0.0764429629568465,0,0,0.100967268803732,0,0,0,0,0,0.233233859307862,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0567481290649866,0,0,0,0,0,0,0,0,0,0.129800875845711,0.131045298400911,0,-0.0163142855874749,0,0,0,0,0,0,0,0.0263761469871957,0,0,0,0,0,0,0.0999713324533255,0,0,0,0,0,0.0634153702172135,0,0,0,0,0,0,0,0,0,-0.00111753399767752,0,0,0.0604814686343296,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0214563805828542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132335945058334,0,0,0,0.113575746759636,0,0.0365262141789445,0,0,0,0,0,0,0.124827379517035,0,0,0,0.0384007240842205,0,0,0.122503129450005,0,0,0,0,0.00639750089757137,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.116419021873552,0.0319006823325816,0,0,0,0.00135672140250681,0,0,0,0,0,-0.0149347042559764,0.0353520968136012,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.164277474149601,0,0,0,0,0.0363083832087915,0,0,0,0.196384026981486,0.0770923862045958,0.0148498720765031,0,0.107449914173134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
