,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X002460.SZ,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600808.SH,X600299.SH,X600801.SH,X000709.SZ,X600426.SH,X000932.SZ,X000883.SZ,X601158.SH,X601699.SH,X600219.SH,X600339.SH,X601003.SH,X002271.SZ,X000408.SZ,X600583.SH,X000539.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.307662512938654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554315438714786,0,0,0,0,0,0.0229719760958607,0.0403645808731165,0,0,0,0,0.0617601709302478,0,0,0,0,0,0.169622905964836,0,0.00491626823530413,0,0,0,0,0,0,0
X600028.SH,3.46944695195361e-18,0,0.309938987171856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819129425175961,-0.0480130905234371,-0.0863786168850976,0,0,0,0,0,0,0,0,-0.0535621832661395,0,0,0,3.46944695195361e-18,0.0668443051584116,0,0.036330909641965,0,0.0185758924401435,0,0.0921750615221234,0,0.00079552314326777,0,0,0,0,0.00430115868714924,0,0
X601088.SH,0,0.0352001080316355,0,0,0,0.0207085586444819,-0.0449440864736438,0,0,0,0,0,0.53593032871905,0,0,0.085567721677888,0,0,0.0391590449755329,0,0,0,0,0,0,0,0,0,0,-0.090121987585081,-0.0636626014270593,0,0,0,0,0,0,0,0,0.0383933789311315,0,0,0,0.025105649024165,0,0,0,0,0,0,-0.0128273236287946,0,0,0,0,0,0
X600585.SH,0,0,0.185516464724017,0,0,0,0,0,0,0,0,0,0.103780724894475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848300992234197,0,0,0.08174581441959,0,0,0.188697356340156,0,0.0455962053565318,0,0,0,0,0,0,0,0.0733788902368736,0,0,0,0,0,0,0.00524962967933507,0,0,0,0,0,0
X600019.SH,0,0,0,0.194066294666464,0,0,0,0,0,0,0,0,0,0.0346768537894949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546085050938067,0,0.0160376319399611,0,0,0.331785567424517,0,0,0,0,-0.0571905154327743,0,0.136399706804372,0,0,0,0,0,0.00698838189854756,0,0,0,0,0,0,0
X600309.SH,0,0,0.0022412144975788,0,0,0,0,0,0,0,0,0,0,0,0,0.127399398708219,0,0,-0.0775249574763212,0,0,0,0,0,0,0,0,0,0,0,0,-0.391519203417861,0.360975624178396,0.269760794475716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292975758294494,8.67361737988404e-19,0.0434261129748646,0.0545341299912549,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0536140656203229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754580052048446,0,0.319598533163481,0,0,0,0,0,0,-0.139855616445927,0,0,0,0,0,0,0,0,0,0,0,-0.0133824447479294,0,-0.102973456686148,0.171327248012709,0,0,0.0931932263707985,0,-0.00128248259491763,0.00602902567043395,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376639903524662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604929470421928,0,0,0,0,0,0,0,0,0,0.100966205233469,0,0,0.35416331593666,0,0,0,-0.0171893304446701,-0.0625993337254189,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.014822340679346,0.28951886900991,0,0,0,0,0,0,0.0407537154932186,0,0,0.127504321390448,0,0.0650501444334526,0.0072797089059235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528217750744552,0,0,0,0,0.0118500899759628,0,-0.00442657010344261,0,0,0,0,0,0,0
X600660.SH,0,0.190229768995021,0,0,0,-0.0929873898841886,0,0,0,0,0,0,0,0,0,0,0,0,0.0667643453425108,0,0,0,0,0,0,0.271946443010413,0,0,0,-0.0220077001953942,0,0,0.0572633602279673,-0.0410163734857732,0,0.124510229453041,0.024733954470366,0,0,0,0,-0.0581741376887344,0,0,0,0,0,0,0.274954506711364,-0.00757202957345322,0.0249217979028292,0,0,0,0,0,0
