,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X002460.SZ,X600362.SH,X600111.SH,X600188.SH,X600547.SH,X600516.SH,X600660.SH,X601991.SH,X300072.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000408.SZ,X600339.SH,X600489.SH,X000959.SZ,X600219.SH,X000807.SZ,X600808.SH,X000723.SZ,X600549.SH,X600352.SH,X002092.SZ,X000983.SZ,X601158.SH,X000883.SZ,X000553.SZ,X600299.SH,X000630.SZ,X600008.SH,X002271.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0277394439871851,0,0,0,0,0,0.0352180944517983,0,0,0.00406867015387245,0.0411023478181902,0,0,-0.0194133591301234,0.0676406158469206,0,0,0,0,0,-0.018639724840239,0,0,0.0295026562345573,0,0,0,0,0,-0.0162237355075847,0,0,0,-0.00621664756197486,0,0,0,0.0375413474953227,0,0,-0.0158875962914026,0,0,0,-0.00740648128728366,0.0103079258216276,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.152682371487554,0,0,0.0369887312320927,0,0,0,0,0,0,0.026425136588588,0,0,0,0,-0.0140965656331606,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747882450198303,-0.0191755564084598,0,0,0,0,0.111008104614339,0,0,0,0,-0.100013448013973,-0.0473910089447077,0,-0.00294056937419503,0,0,0,0,0.0100241882962656,0,0,0,0,0,0
X601088.SH,0,0,0,0.0778651422016039,0,0,0,0,0,0,0,0,0,0.628370198501264,-0.0096940318795029,0,0.0660538382975658,0,0,0.0267969968800075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234902913505221,0.05295321040546,0,0.00231013388136983,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161172078991505,-0.0236968206427722,0,0,0,0,0,0
X600019.SH,0,0,0.0543687237000233,0,0,0,0.0132769282098514,0,0,0.198494931186977,0,0,0,0,0,0,0.0106165511485643,0,0,-0.0209921594104354,0,0,0,0,0.066915079869771,0,0,0,0,0,0,0,0,0,0,0.375111613308675,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077403593074201,-0.023622017339721,0.00603567875992994,0,0,0,0,0,0
X600585.SH,0,0.458309669687541,-0.036658397026549,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0686353185626705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11742588784923,0,0,0,0,0,0,0.0448723936401493,0,-0.0202040173955623,0,0,0,0,0,0,0,0,0,0,0.155107200422774,0.0281885573814165,0,-0.0424906877518863,0.0410756370285204,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333124290016141,0.0684162295246638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1860866320249,0,0.119431879210794,0,0.0672892212121785,0.0502534937340746,0,0,0,0,0,0,0,0,0,-0.0157841305652726,0.0143940695669314,0,0,0,0,0,0
X601600.SH,0,0,0,0.141711711058793,0,0,0,0,0,0.288662264380362,0.0293836771136986,0,0,0,0,0,0,0,0,0.112663930198174,0,0,0,0,0.0299586826061932,0,0,0,0,0,0,0,0,0.182332082438282,0.179424100971023,0.0685282301879417,0,0.0583159775457984,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103430191704794,-0.0158907306437019,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290080446136147,0,0,0,0.0256845095664426,0.0621571725762241,0,0,0,0,0,0,-0.0937638106071838,0,0,0,0,0,0,0,0.0133193714194599,0,0,0,0.0631783944716851,0,0,0,0,0,0,0,0,0.085293974747448,0,-0.0191380366290465,0.0245339530837356,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.120370814400568,0,0,0,0,0,0,0,0.0345436192086686,0,0,0,-0.0368894381911479,0,0.0231565010199745,0,0,0,0,0,0,0,0.0740636817246869,0,0,0,0,0,-0.0517431139753981,0,0.03028503651343,0,0,0,0,0,0,0.0185126052131805,0,0,0,0,0,0.00926259624619585,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0675620015367634,0,0,0,0,0,0,0,0,0.169502540262367,4.33680868994202e-19,0,0,0,0,0,0,0,0.197038834870557,0,0,0,0,0,0,0,0,0,0.0137751485579523,0.0713069468838864,0,0.117347562170104,0,0,0,0,0,0,0,0,0,0,0,0,0.0102226323739374,-1.0842021724855e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565217417290493,0,0,0,0,0.0805051252923955,0,0,0,0,0.0483517377468488,0.0258142309529259,0,0.00546032309418428,0,0,0,0,0,0,-0.0148560968979464,0,0,0.0935838457041906,0,-0.0727481322903352,0.0239167814911818,0,0,0,0,0,0,0,0,0,0.0469662309746408,-0.0263771268609386,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.124048961605736,0,0,0,0,0,-0.103937784244548,0,0,0,0,0,0.041294974562488,0,0,0.036114129528739,0,0,0,0,0.0620739829903797,0.0963291315948873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0906347330286401,0,0,0,0.12236486407588,0,0,0.554841119034884,0,0,0,0.00629938920427512,-0.00962823339676107,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.130876018740017,0,0,0,0,0.0106521148774857,0,0,0,-0.0701994704855812,0,0,0,0,0,-0.0753486497385935,0,0,0,-0.263335416387673,0,0.0161840153761641,0,0,0.0913476616694224,0.0517538132670682,0,0,0,0,0,0,0,0.0993022138943819,0,0,0,0,0,0,-0.0266094262026798,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112511692878001,-0.109898040455851,0,0,0,0.0342014687480884,0,0,0,0,0.0682570508249474,0,0,0,0,0,-0.0399873806926937,0,0,0,0.0419413808086276,0,0.0720823567415341,0,0,0,0,0,0,0,0,0,0,0,0.0672939828203011,0,-0.00454823019854562,-0.0412229776298412,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.587449518713521,0,0,0,0,0,0.0944779029435472,0,-0.0548606721156892,-0.0337917999087907,0,0,0,0,0,0,0,0,0,0.249646922985975,0,0,0,6.93889390390723e-18,-0.088601210103031,0.0087899521447835,0,0.113662960409924,0.0806581535041113,-0.0847312472136135,0,0,0,0,-0.09569385825697,0,0,0,0,-0.325834043150203,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0880253015045409,0,0,0,0,0,0,0,0,0,0.116290557218651,0.462726852262965,0,0,0,0,0,0,0.037774718984975,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-5.42101086242752e-20,0.0819188115164643,0,0,0,0,0,0,0,0.0413753032119179,0,-0.0242135005002025,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0617828406854635,0,0,0,0,0,0.20520521940661,0,0,0.0667785580129129,0.23665624938717,0,0,0,0.186315049812858,0,0,0.109866823335413,0,0,0,0,0,0,0,0,0.0799696363121111,0,0,0,0,0,0.138025476995567,0,0,0,0,0,0.0509927652751759,0,0,0,0,0,0,-0.033975116408362,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0828072860253598,0.141526781140406,0,0,0,0,0,0,0.0931295358855765,0.11696289703522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373600657333348,0.00979812681765585,0,0,0,0,0.272266532754812,0,0,0,0,0,0,0,0.189317288826057,0,-0.0230957868945945,0.0174965417394957,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0181517706254817,0,0,0,0,0.0398770726563444,0.00911464959051194,0,0,0,-0.0597370689512614,0,0,0,0,0,0,0,0,0,0,0.640162812186706,0,0,0,-0.00297437128689533,0,0,0.0145392842318196,0,0,0,0,-0.0881777916620589,0,0,0,0,0,0,-0.0170599404672262,0.00600252507228369,0,0,0,0,0,0
X600516.SH,0,0,0.167859523626196,0,0.0177245625370566,0,-0.323981461475071,0.0956142119811003,0,0,0.304555472882343,0.280811760363449,0,0,0,0,0,0,-0.636700466645224,0,0,0,0,0,0.158898005796994,0,0,0,0,0,-0.458037111531726,0,0,0,0.110333562850308,0,0,0.489772689145097,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389407240822952,-0.0474294251083409,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.113651480358172,-0.0911841629985128,0.134287891617232,0.0261351606362447,0,0.0201990990616911,0,0,0,0,0.0579018580051301,0,-0.105538874350382,0.0661408845363659,0,0,0,0,0,0,0,0,0,0,0,0.0525880310275079,0,0,0,0,0,-0.00232518399103253,0,0,0,0,0,0,0,0,0,0,0,0,0.045077219774827,0,0.022747431980133,-0.0176470261640522,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0557815037894711,0,0,0,0,0,0,0,0,0,0,-0.0536640561818235,0,0.0499612265656748,0.0951358037053312,0,0,0,0,0,0,0,0,0.000728837953930417,0.0244279801555232,0,0,0,0,0,0,0,0.0841437770015013,0,0,0.0959926189133058,0,0,0,-0.010196276037677,0.00719431333831557,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.192086577647356,0,0,0,0,0,0.394175141976715,0,0,-0.0234996255707686,0,0,0,0,0,0,0,0,0,0,-0.342018203003774,0,0,0,-0.128417687119989,0,0,0,0,-0.231712190209795,0,0,0,-0.0489413692479091,0,0,0,0,0,0,-0.0129860181123002,0.147506325382659,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.095522961600748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819901134845769,0,0,0,0,0,-0.02705382639884,0,0,0,0,0,0.00365588840635049,-4.33680868994202e-19,0,-0.0382171576393801,0,0,-0.0739984979715058,0,0,0,0.00686035067903908,0,0,0,0,0,0,0.0436729596089814,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.276183664910006,0,0,0.0303503746046916,0,0,0,0,0,0,0,0,0,0,0.198413981997627,-0.10340018262684,0.0246092753912293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747414237386164,0.350345477758931,0.0305535408827108,0.0153483004915566,0,0,0,0,0,0,0,0,-0.0461680274755968,0,0,0,-0.0168293083411085,-0.0050356847496288,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0996127521236548,0,0,0,0,0,0,0,0,0,0,0.0346929039034639,0.113292862643496,0,0,0,0,0,0,0,0,0,0.023285905779488,0,0,0,0,0.3638489379855,0,0,0.0485012172403022,0,0.0617501110876718,0,0.0872270018107254,0,0,0,0.0206608891325433,0,0,0,0,0,0,0.0117718997426356,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275089493697416,0.0467277721143477,0,0,0,0,0,0,0,0,0.039140992581954,0,0.103049854989495,0,0,0,0,0,0,0,0.133120505324643,0,0.0378279884264552,0,0,0.0591222670704362,0,0,0,0,0,0,0,0,0,0.0035042436186712,0.0169003530151369,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.111990253603818,0,0,0,0,0.00112535057395324,0,0,-0.0703550656242202,0,0,0,0.121476636325296,0,0,0.0667984358735685,0.0742294905060589,0,0,0,0,0,0.485227229035302,0,0,0,0,0,0,0,0,0,0,0,0.136716218381983,0,0.211877513598394,0,0,0,-0.00849745222506571,0.0590243886007321,0,0,0,0,0,0
