,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X300072.SZ,X600688.SH,X002460.SZ,X600795.SH,X600660.SH,X601992.SH,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000408.SZ,X000786.SZ,X600339.SH,X600176.SH,X600219.SH,X600489.SH,X000959.SZ,X000723.SZ,X000553.SZ,X002271.SZ,X600808.SH,X600352.SH,X601158.SH,X000883.SZ,X000807.SZ,X000630.SZ,X600549.SH,X000983.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0529410279069467,0,-0.00675796213321127,0,0,-0.00718751593536504,0,0.0755916131457456,0,0,0,0,0,0,0,0,0.00607021559379435,0,0,0,0.0302857841613644,0,0,0,0,0,0,0,0,0,0,0,0.0271849318886347,0.045933111110537,-0.084183235643537,0.00582061413987939,0,0,0,0.0527696053849806,0,0,0,0,0,-0.0132237502197097,0.0245675354187864,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0547739166606838,0,0,0,0,0,0.0410074710147865,0,0,0,0,0,0,0,0.013821595916394,0,0.0480195103647751,0.0436574738442539,0,0,-0.0784692752302114,0,0,0,0,0,0,-0.0624100795723707,0,0,0,0,0,0,0.0509550857749935,0,0,0,0,0,0,0,0,0,0,0,-0.0143462226682063,0.0124982160404329,0,0,0,0,0,0
X601088.SH,0,0,0,0.0456717822411882,0,-6.93889390390723e-18,0,-0.0586491469149651,0,0,0,0,0,0,0.938229838062761,0,0,0,0,0,0,0.0325632165735321,0,0,0,0,-0.0673333648466766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000613093913764682,0,0,0.0551189262217205,0.0921232436883012,0,0,0.06388181871399,-0.0501297986724803,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0495291039388394,0,0.222737306273984,0,0.168794229933769,0,0,0,0,0,0,0,0,0,0,0,0.053940051262009,0,0,0,0,0,0,0,0,0,0,0,0.0194813412690216,0,0,0,0.347329496647527,0,0,0,0,0,0.0406624648327641,0,0,0,-0.0662996206062955,-0.00681215715384552,-0.0227146019524323,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.000892732376696864,0,0.0779832899893556,0,0,0,0,0,0.00295131719554151,0,0,0,0,0,0,0,0.0142815822911483,0,0,-0.101157936203478,0,-0.10393312167724,0,0,0,0.121730016386942,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.113686948207644,0,0,0,0,0,-0.092347022504699,0.00151098415525477,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.313699000319839,0,0,0.373891055634788,0.0879044272241446,0,0,0.103059010483615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495313866931579,0,0,0,0,0,0,0,0,0,0.0098501685741162,0,0,0,0.117705620656282,0.0159387153348317,0,0,0.0225904678841844,0,0,-0.00418180714532586,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170747585029842,0.0763682447133525,0,0,0.20350137156468,0,0,-0.0160418772254818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142609633535263,0,0,0,0,0,0.0635180898345214,0.0393593586881267,0.0971132150162056,0,0,-0.03106357772015,0.0435561554093227,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.479440108194742,0,0,0,0,0,0,0,0,0.272941908778932,0,0,0,0,0,0,0,0,0.108821120854183,0,0,0,0,0,-0.0720415139068715,0,0.128118419528019,0,0,0,0,0,-0.191430068796302,0,0,0,0,-0.178541885917615,0,0,0,0.134243529353849,0,0,0,0.0713308393780212,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106131054454399,0,0,0,0,0,-0.0127334528120173,0,0,0,0,0,0.0183233782524926,0,0.0101855080392399,-0.0200007946301203,0.0401650784530007,0,0,0.0712944136332646,0,0,0.0754790288988499,0,0,0,0,0,0,0,0,0,-0.0186124639071775,0.020199373654701,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534448399757161,0.243929866966978,0,0,0,0,0.151990779784439,0,0,0,0,0,0,0,0,0,0.0522048740880666,0,0,0.0302369353407029,0,0,0,0,0,0,0,0.105737764583067,0.0680666337493506,0.079850714677662,0,0,0,0,0.00796697369886633,0,0,0,0,0,0
