,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600157.SH,X600027.SH,X600188.SH,X600021.SH,X000883.SZ,X600583.SH,X601158.SH,X601992.SH,X600309.SH,X600352.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000792.SZ,X000060.SZ,X600489.SH,X002470.SZ,X000825.SZ,X600547.SH,X600808.SH,X002353.SZ,X600660.SH,X000629.SZ,X600008.SH,X002075.SZ,X600578.SH,X600863.SH,X600549.SH,X000831.SZ,X002004.SZ,X600219.SH,X600307.SH,X000012.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.577447564748563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036962787161312,0,0.241883274920218,0,0,0,0,0,0,0,0,0,0,-0.0449577007061683,0.0224190586012503,0,0,0,0,0,0,0,0,0,0.0185086986676955,0,0,0,0,0,0,0.000545944755340632,0,0,0,0,0,0
X600028.SH,0.666123054776026,0,0,0,0.0165887578450588,0,0.0296560330170292,0,0,0.0643642757166198,0,0.01370907903396,0,0,0,0.0190772870446997,0,0,0,-0.0117692997554294,0,0.0689200344317635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019326805881467,-0.00425283666090511,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.138501055590925,0.224696743358421,0,0,0,0,0,0,0,0.0141083167105755,0,0,0.00983644952764017,0,0.0107074861333312,0,0,0.074147447052151,0,0.111064608066142,0,0,0,0,0,0.0116715797460626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311812130457202,0,0,-0.00471364012843247,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933316891238455,0,0,0,0,0,0,0.0282292350363143,0,0,0.198157977695444,0,-0.0675289694747639,0.158706883073201,0,0,0.359152470207504,0,0,0,0.0816308180486631,0,0,0.0143752312183781,0.0112505889811046,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0497506772403635,0,0,0,0.0719241269433165,0.0399356889111863,0,0,0.0801328228294341,0,0,0.0876159975567642,0,0.0813232922044112,0,0,0,0,0,0,0,0.0595305344306687,8.67361737988404e-19,0,0,0,0,0,0.0976098685277421,0,0,0,0,0,0,0,0.214012293693253,0,0,0,0,0,0,0,0,0,-0.00811694278461576,0,0,0,0,0,0,0
X600019.SH,0,0,0.102955519607598,0,0,0,0,0.0321882131984822,0,0.228219738209169,0,0,0,0.0974134507646061,0,0,0,0,0,0,0.00157840502055276,0,0,0,0,0.192737538403035,0,0.138410515938242,0,0,0,0,0,0,0,0.123190267913955,0,0,0,0,0,0,0,0,0,0,0.0125969745821957,0,0,0,0,0,-0.010711476933272,0,0,0,0,0,0
X600795.SH,0,0,0,0.0334685560898152,0,0,0,0.0725901266795658,0,0,0.137002899232872,0,0,0,0,0.0945444635267193,0,0,0.118109692498239,0,0.0190765753720701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109312953233945,0,0,0,0,0,0,0.33383293586637,0,0,0,0,0,0,0,0,-0.00398394108795232,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.000119191090228701,0,0,0.297418696596009,0,0.0544731791043889,0,0,0,0,0,0,0.0983432182509725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485701313789073,0,0,0,0,0,0,0,0,0.0900681203062688,-0.148045838816062,0,0,0,0,0,-0.035202318569888,0.0107379257018829,0,0,0,0,0,0
X600585.SH,0,0,0.240246835136094,0,0,0,0,0,0,0,0,0,0,0.126159639282085,0,0,0,0,0,0,0.0736906007624947,0,0.153218009738292,0.0496318538347113,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0260118303208078,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0647705987585753,0,0.000823563179583985,-0.00963539447726154,0,0,0,0,0,0
X601898.SH,0,0,0.367084109728183,0,0,0.247591967276417,0,0,0,0,0.00891329513965521,0,0,0,0,0,0,0,0,0,0,0.0113228519531001,0.0955165141185867,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0711670073298119,0,0,0,0,0,0,0.0888099245887576,0,0,0.0824897359060239,0,0.0225879784167984,0.0545857640477422,0,0,0,0,0,0
