,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600886.SH,X600660.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600176.SH,X000709.SZ,X002271.SZ,X600516.SH,X600489.SH,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X600808.SH,X000630.SZ,X601699.SH,X600985.SH,X600583.SH,X000027.SZ,X600426.SH,X000401.SZ,X600339.SH,X600612.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0452839306233428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286570324293311,0.0753016321559854,0,0,0,0,0,0,0,0,0.0183600665973118,0,0,0.0563862365419774,0,0,0,0,0.061620125759932,0.0260240916193979,0,0,0.0811792347909899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322785933243695,0,0
X600028.SH,0,0,0.119246247085813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564230139011496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309094177787964,0,0,0,0,0,0,0,0.168211677495145,0.0358647519508,0.0703971483843447,0,0,0,0,-0.0277363962408534,0,0,0,8.67361737988404e-19,0,0
X601088.SH,0,0,0,0,0.285454361931933,0.0283871672218217,0,0,0,0,0,0,0,0,0,0,0.228856429397673,-0.0951533265252618,0,0,0,0.0259490847075818,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212145449748111,0,0,0.237368650146054,0,0,0.0376218661383401,0,0,0,0,0.0951729811118917,0,0,0,0,0.0292283673456653,-0.0501678460821138,0,0,0,0.00869128172792377,0,0
X600585.SH,0,0,0,0,0,0.133872393418882,0,0,0,0,0,0,0,0.0691857752132862,0,0,0.0410343197581957,-0.0150916085528715,0,0,0.0255205870878215,0.377330090020504,0,0,0,0.0471908170452638,0,0,0.0364401565701949,0,0,0,0.0497261027775037,0,0,-0.0758701765102052,0,0,0,0,0,0,0,0,0,0,0,0,0.0465660265028582,0,0,-0.00888260324137174,0,0,0,0,0.0226635301565778,0,0
X600019.SH,0,0,0.0676430867132622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147967600687543,0,0,0,0.05738353978198,0.231949343102939,0,0,0,0,0,0,0,0,0,0,0,0,0.104931020450486,0.0543154830550275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00459467777773413,-0.0454943885618261,0,0,0,0.00159641870460253,0,0
X600309.SH,0,0,0,0.30032761046555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276905532867731,0,0,0,0,0,0,0,0,0,0,0.131231106827978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16153603623891,0.0720442578557356,0,0,0.221535453857262,0,0,0,0,0,0,0,0.0706036985211654,0,0
X600011.SH,0,0,0,0,0,0.203149418303565,0,0.12653897260333,0.117417069946655,0,0,0,0,0,0,0,0,0.107396701597901,0,0,0.0403031269522749,0,0.127584757843634,0,0.0740606192868445,0,0,-0.177680743675114,0.0673559474446698,0,0,0,0,0,0,0,0,-0.13614106450492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168387835775272,-0.0409501672812832,0,-0.0175930039784085,0,0.0105295433028235,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632716401632709,0,-0.00348370136170984,0,0,0,0,0,0,0,0.884041580494174,0,0,0,0,0,0,0,0.0958250254977399,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102368579938643,0,0,0,0,0.0197663357720345,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.309455867936129,0,0,0,0,0,0.0846266485382238,0,0,0,0.0210547897826603,0,0.154807977985132,0,0,0,0,0,0,0,0,0,0,0.0395304187788665,0,0,0,0.140389474040802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257451993837164,-0.0283744566241297,0,0,0,-0.000533033179142676,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.203694841570384,0,0,0,0,0,0,0.232695929052232,0,0,0,0,0.028972003291973,0.0485505826890298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217348646513718,0,0,0,0,0,-0.0119162956216866,-0.0513208533096431,0,0,0,-0.0308071757064029,0,0
