,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X002460.SZ,X600801.SH,X600188.SH,X002466.SZ,X600352.SH,X000786.SZ,X600795.SH,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X600176.SH,X601992.SH,X000723.SZ,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X601158.SH,X000709.SZ,X600612.SH,X000883.SZ,X000553.SZ,X000792.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X600808.SH,X000825.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0714836093099405,0,0,0,0,0,4.33680868994202e-19,0,0.0295248921580266,0,0,0,0,0.200782534024013,0,0,0.00611176178074985,0,0.0068733164068223,0,0,0,0,0.0256323194805899,0,0,0.194811564174798,0,0,0,0,0,0,0,0,0,0,0,0,0.00264927763783695,0,2.16840434497101e-19,0.00603342440425622,0,0,0,0,0,0
X600028.SH,0.160019663143619,0,0,0,0,0,0,0,0,0.0318562060262347,0,0,0,0,0,0,0,0,0.0263606584224721,0,0,0,0,0.199518051866406,0,0,0,0,0,0.0593251015970387,0.0249769460540446,0,0,0,0,0,0.0153520799973006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158798487855071,0.00585967442449149,0,0,0,0,0,0
X601088.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0917438194956957,0,0,0,0,0,0.031906233155309,0.291712254204297,0,0,0,0,0,0,0,0,0,0,0.0450879517895324,0.0221632761935867,0,0,0,0,0,0,0.00578964940988118,0,0,0,0,0,0.00475639178516422,0,0,0,0,0,0,0,0,-0.00952023515329251,0.010145924750406,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.11874293749282,0,0,0,0,0,0,0.014169373607332,0,0.0211880499461693,0,0,0.40168392464472,0,0,0,0.0588192726609049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044703356676411,0,0,0,0,0,0.0523598369304928,0,0.0203139468231556,-0.00914786472079349,0,0,0,0.0357700471979854,0,0
X600309.SH,0,0,0,0.106745431586372,0,0,0.0112930888253717,0,-0.0414905801361275,0,0,0,2.16840434497101e-19,0,0,0,0.239844655567982,0,-0.0167880559515052,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.276770798185221,0,0,0,0.000366290344037802,0.15838609539504,0,0,0.123157715875137,0,0,0,0,0,0,0,0,0,0,0,0,0.0744670765650203,0,-0.0129252976131439,-0.0244862696830229,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0975789848620104,0,0,0,0.0756237847159375,0,0.0224027011788288,0,0,0.0368004729934834,0,0.00774355985916988,0,0,0,0,0,0,0,0,0,0.0267020960529552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234762300186704,0,0,0,0,0.0042452210629168,0,0
X600547.SH,0,0,-0.120365999920652,0,0,-0.143823948529303,0,0,-0.131786244227536,0,0,0,0,0,0,0,6.93889390390723e-18,-0.142086777859492,-0.115803792403683,0,0,0,0,0,0,0,0,0,-0.0304488627076896,0,0,0,0,0,0,0,0.883381438169481,0,0,0,0.0483886437907434,0,0,0.137926724856591,-0.0200358209183758,0,0,0,0,0,0,-0.0340117144503202,0.0290343131872631,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.208024392083813,0,0,0,0,0,0,0,0,0,-0.0740119099086377,0,0,0.488078331784636,0,0,0,-0.0611223545955147,0.161262094094847,0.115274267003222,0,0,0.324407281285187,0,0.00797484993743031,0.0609773896248505,0,0,-0.130004633978319,0,0,0,0,0,0,0,0,0,0,0,0,0.0100837982847892,0,0,-4.33680868994202e-19,0,0,0,-0.00117710252580383,0,0
X000708.SZ,0,0,0,0.147243230068748,0,0,0,0,0,0,0,0,0.446157253558746,0,0,-0.211498326583261,6.93889390390723e-18,0,0,0.13475286683412,0.417304462222776,0,0,0,0.0389004398774239,0,0,0,0.265361413198908,0,0,0,0,0,0,0.139261496318499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306552333250037,0,0,0,-0.0332126636467391,0,0
X600660.SH,0,0,0,0,0.0652730985772495,0,0.0453862848043751,0,-0.0219648050780913,0,0,0,0,0,0,0.0296096259628746,0.0246104823054824,0,0,0,0,0,0,0,0,0,0.00799940479034573,0.224760767067786,0,-0.0573114624373893,0,-0.0614958397401538,0,0,0.0299009397084104,0,0,0.123225680898801,0,0,0,0,0,0,0,0,0,0,0,-0.0425480590336163,0,0,0.00801724828381194,0,0,0,0,0,0
