,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X601991.SH,X600688.SH,X600795.SH,X000786.SZ,X600126.SH,X600529.SH,X002466.SZ,X600111.SH,X600027.SH,X600299.SH,X601992.SH,X600315.SH,X600176.SH,X002353.SZ,X600426.SH,X002075.SZ,X002080.SZ,X000723.SZ,X600486.SH,X600612.SH,X600219.SH,X002409.SZ,X601158.SH,X600516.SH,X000932.SZ,X000898.SZ,X000883.SZ,X000959.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626963212789586,0,0,0.236427082129706,0,0,0,0,0.00684568014064305,0,0,0,0,0,0.0103884661046697,0.083581960818405,0,0,0,0,0.017430492531252,0,0,0,0,0.00151881531288349,0,0,0,0,0,0.0155062315763319,0.0024414989687389,-0.010474912797119,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0411905530219228,0,0,0,0,0,0.0303144043947808,0,0,0,0,0,0,0,0,0,0,0.0361413729337646,0,0,0,0.107276240869524,0,0,0,0,0.0907729745283099,0,0,0,0.0591374214126624,0,0,0,0,0,0.0545078044226198,0,0,0,0,0.0196995304184324,0,0.00277047830486988,-0.00380455610336653,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-0.0281924969921648,0,0,0,0,0,0,0,0,0.035625453680874,0,0,0,0,0,0,0,0,0,0,0,0,0.055682131657861,0.383796597751939,0.000227825217775022,0.0668547685796415,0,0,0.11620327816485,0,0,0,0.0177722630558309,0,0,0,0,0,0,0.0381080375522886,-0.0414330275167593,0.0043153082773889,-0.0133597797414407,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.113498685836297,0,0,0.0831968279898727,0,0,0,0.511315930193963,0,0,0,0,0,0,0,0,0,0,0.0377782913412035,0,0.00368084969988508,0,0.0841127036937028,0,0,0,0,0,0,0,0,0,0,0.0387004324935623,0,-0.0108859885413685,0,0,0,0,0,0,0,0,-0.00666925745204834,0.00672349952453455,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.121905002520296,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503740446042647,0,0,0.102348558705846,0,0,0.00248834257418445,0,0,0,0,0.0104231656748475,0.0120168149348344,0.042326388334996,0.32038080522293,0,0,0,0,0,0,0.099770152179674,0,0,0,0,0,0,0.0052478268365431,0,-0.00605519713848369,0.00213888640399989,0,0,0,0,0,0
X600547.SH,0,0,0,0.183254715008142,0,0,0,0.0580135089896493,0,0,0,0,0,0,0,0,0,0,0,0.596246215871736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137267958870959,0,0.139870964248581,0,-0.0340893748710989,0,-0.042177713762915,0,0,0,0,0,-0.0329673098019145,-0.0147789569053686,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0692466341367887,0,0,0,-1.35525271560688e-20,0,0.0992297845291353,0,0,0,0,0,0,0,0,0,0.0211826008018141,0,0,0,0,-0.0155956056037136,0,-0.0526962319961766,0,0.1239079511762,0,0,-0.0429131142314238,0.0893241235164343,0,0,0.034639519302887,0,0.117678070833615,0,0,0,0,0,0,0,0,0.00501391122870196,0,0,0,0.0012429656897171,-0.00521173126241214,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136666482751181,0,0,0,0,0.230200717734194,0,0.264058622810751,0,0,0.0144488788172976,0,-0.217134127654779,0,0,-0.0521462549534064,0.203082237285037,0,-0.295976218304714,0.087335863504021,0,0,0,0,0,-0.0241581106268026,0,0,0,0,0,0,-0.00513378542427001,-0.136364689387317,0,-0.0108696734536221,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111853823966956,0,0,0.100844742605543,0,0.0756134878239312,0,0,0,0.0432591912139698,0.150021301001418,0,0,0,0,0.106790696146378,0,0,0,0,0,0.0110047160732943,0.149308850034839,0,0.0016174994197406,-0.0140574970042743,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718757556598527,0,0.122724484210777,0,0.0407652966284848,-0.0959393833966977,0,0.248217855776756,0.129016356069019,0,0,0,0,0,0,0,0,0.0100089139942673,0,0,0,0,-0.0147149979948434,0,0,0,0,0.191898644711627,-0.00553125372743018,0.0440736394953536,-0.0402575832326216,0,0,0,0,0,0
