,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X000629.SZ,X600808.SH,X600489.SH,X600219.SH,X000786.SZ,X600801.SH,X601158.SH,X300072.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000792.SZ,X601699.SH,X000408.SZ,X002271.SZ,X600339.SH,X002110.SZ,X000301.SZ,X000630.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0649885148020236,0.0064464129049684,0,0,0,0,0,0.142613741319042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477902392205448,0,0,0,0,0,0,0.199725120486553,6.93889390390723e-18,0.270880545653496,0,0,0,-0.0203764801646394,0.0632895951154423,0,0,0,0,0,0
X600028.SH,0.51760226873196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998405266515462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335477860026087,0.0571391568914093,0,0,0,-0.00726716294320378,0,-0.01793103429556,0.0945876606133271,0,0,0,0,0,0
X601088.SH,0.305927911870171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682650520530535,0,0,0,0,0,0,0,0,0,0,0,0,0.026158126455635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115051195334335,0,0.200684692940657,0,0,0,0,0.00625962405138243,-0.0155074782508807,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0483987743237893,0.0379289046109532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401493695832165,0.167958943533614,0,0,0,0,0,0,0,0.0476984239915341,0.0655322164196385,0,0,0,0.50264080246165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666928990013789,0,-0.00114807000958273,0.0147401228688227,0,-0.025416421506042,0,0,0,0
X600019.SH,0,0.219516210100655,0,0,0,0,0.00306277159501593,0,0,0,0,0,0,0,0,0,0.0349055663025408,0,0,0,0.558420779649135,0.03101667711477,0,0,0,0,0.00404795597118646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138430871638831,0,0.0202105474470162,0,0,0,0,0,0,0,0,0.00057635816267811,0,0,0,0,0,0
X600011.SH,0,0,0,0.0164195373298076,0,0,0.0920395656806272,0,0,0,0,0,0,0,0.0827101849447739,0,0,0.682980745865452,0,0,0,0,0,0,0.0432793014415819,0,0,0,0,0,0,-0.143311502434197,0,0.0444549382051601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124982876077761,0.0539413908044134,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919070437082158,0,0,0,0,0.0802703125859442,0,0,0,0,0,0,0,-0.310967662032592,-0.213480105411819,-0.538648265875743,0,0.509244013619388,0,0,0,0.211865122760333,0,0,0,0,0,0.208665165372447,0,0,0.205512480064432,0,0,0,-0.329878377301219,-0.0370491130706016,0.127439529563172,0,0.316702147249124,0,-0.347133211056455,0,0
X600010.SH,0.184580758718391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2796012879126,0,0,0,0,0,0,0,0,0,0.124683821591037,0,0,0.0325431342517274,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.018852875616749,0,0,0,0,0,0
X601898.SH,0.252097007609704,0,0,0,0,0,0,0,0,0,0.0524128648194321,0,0,0,0,0,0,0,0,0,0,0.072343862949654,0,0,0,0,0,0,0,0,0,0.183878421806679,0,0,0,0,0,0,0.0495468918332168,0,0,0,0,0,0,0.0573575412722357,0.129225893338248,0.0829164500749155,0,0,0,-0.0165223159987323,0,0,0,0,-0.0426908617114057,0,0
X600547.SH,0,0,0,0,0,-0.0212309513547857,0.00713073970607387,-0.0162676673368264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449027001084208,0,0,0.0699114414419069,0,0,0,0,0,0,0.504750444232834,0,0,0,0,0,0.248244812230598,0,0,0.00765218958910692,-0.0412648420620862,0,0,0,0,0.0228415008964764,0,0,0,0,0.0147766904453698,0,0,0,0,0,0,0
