,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X600188.SH,X601991.SH,X601992.SH,X600362.SH,X002460.SZ,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X000786.SZ,X600157.SH,X600027.SH,X600176.SH,X000553.SZ,X000408.SZ,X600339.SH,X600352.SH,X000723.SZ,X600219.SH,X002271.SZ,X600489.SH,X000959.SZ,X600808.SH,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X600549.SH,X002092.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.193377495686749,0,0,0,0,0.0101207008472407,-0.029823494888849,0,0,0,0.029186670919953,0.0612100654023409,0,0,0,0,0,0,0,0,0,0,-0.0155615400428409,0.0379848239821277,0,0.0120852849977868,0,0,0,0,0,-0.0321593712568561,0,0,0.090071335871427,0,0.0584716910891082,0,0,0,0,0,0,0.0204926578275771,0,0,0,0.0252324062387725,0,0,0.00494815561709706,0,0,0,0,0,0
X600028.SH,0.156217481006321,0,-0.00868806588564292,0,0.102393743883387,0,0,0,0,0,0,0,0,0,0,0,0,0.0331936636945883,0,-8.67361737988404e-19,0,0,0,0.0484962205386467,0.015519736172247,0,0,0,0,0,-0.131613906597221,0,-0.0104914264124677,0,0,0.00372560476911666,0,0.01052080843276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436445205576283,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0264038825135407,-0.106643913873438,0,0,0,0,0,0.898455543189711,0,0,0,0,0,-0.0135112184515385,0,0.189439058462074,0,0,0,0,-0.0790304513854037,0,0,0,0,0,-0.00671770551222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922911851488994,0,0,0,0.0324697094130821,-0.0204159680919687,0,0,0,0,0,0
X600019.SH,0,0,0.0546337371689336,0,0,0,0,0.0877572989259845,0,0,-0.045063057097873,0,0,0,0,0,0,0,0,0.048359872620363,0,0.0495341556071435,0,0.273226587564349,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0927548650052211,0,0,0,0,0,0,0,0,0,0,0,0.256430020976031,0,0,0,0,-0.0725994169498234,-0.0270331079487699,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0366322845303822,0,0,0,0,0,0,0,0,0,0,0.0314146188369413,0,0,0,0,0,0,-0.0329707452932991,0,-0.0865061029547849,0.127887489171796,0,0,0,0,0,0,0,-0.0980725156022373,0,0,0,0,0.110522811433543,0,0,0,-0.0882538401416024,-0.0426285663936564,0,0,0.195543258757652,0,-0.0444664561945749,0.0538302569645026,-0.0430911050699038,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0155527466657252,-1.73472347597681e-18,0,0,0,0,0,0,0,0.177557123861704,0,0,0.142864968915654,0,0,0.0503739074418792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111034747768376,0,0,0,0.174846136653575,0.0267726051598706,0.107390499612339,0,0,0,-0.00155310999457174,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.370939854888952,0,0,0,0,0.0151173336969871,0,0,0,0,0,0,-0.11418034122739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00445710282256023,0,0,0,0.140525943936509,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0604052576282881,0.0349950148166505,0.28909604760784,0,0,-0.0808783296823051,0.029427672383613,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.261255797051538,0,0,0,0,-0.0963390206028745,0,0,0,-0.034014310777551,0,0,0,0,-0.13575103710155,0,0,0,0,0.119157904855302,0,0.00774432617752012,-0.221658389900094,0,0,0.246263935658908,0,0,0,0.193362319165195,0,0,-0.209441851301632,0,0,0,0,0,0,0,0,0.23135100695962,0,0,0,-8.67361737988404e-19,0.0113763441335146,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0351366478110471,0,0,0.00233690740785063,0,0,0.0350538349682077,0,0.0547681149195578,0.107867014902998,0.0850793450055766,0,0,0,0,0,0,0,0,0,0,0,0,-0.000949383746112523,0,0,0,-0.0763431734752157,8.67361737988404e-19,0,0,0,0.0408623670601696,0,0,0,0.102494566729207,0.0120588093907296,0,0,0,0.0631660260715806,0,-0.00041554257058568,0.00575162031313089,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0659132980279633,0,0,0,0,0,0,0,0,0.338416928447279,0,0,0.0327281046156526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455927584393634,0,0,0,0,0.0723378389349366,0,0,0.137328793750903,0,-0.0214961225054383,0.00449376422422885,0,0,0,0,0,0
