,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X000301.SZ,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X600010.SH,X002271.SZ,X000708.SZ,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X000629.SZ,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X601991.SH,X600348.SH,X600803.SH,X000786.SZ,X000723.SZ,X300073.SZ,X002080.SZ,X000983.SZ,X600096.SH,X600160.SH,X600027.SH,X600219.SH,X600141.SH,X601699.SH,X600378.SH,X600157.SH,X600549.SH,X600801.SH,X002407.SZ,X002353.SZ,X600295.SH,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.11040187019707,0,0,0,0,0,0.000967682635711225,0.0158490969164595,0,0,0,0,0,0,0,0.0944196687341826,0,0,0,0,0,0,0,-0.0817572550432239,0.00941619297781856,0,-0.160400859605825,0,0,0,0.153887797279554,0,0,0,0,0,0.0634787629186498,0.0324593711420221,0.125461614592511,0,0,0,0,0,-0.0045516470286654,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.142597063005121,0.12993810455627,0,0,0,0,-0.125788683383419,0,0,0.0820509325004707,0,0,0,0,0,0,0,0,0,-0.0533907524561115,0,0,0,0,0,0,0,0,0.0781430898442685,0,0,0.0783001496407908,0,0,0,0,0,0.331356377260273,0,0,0,0,0.0600322665613461,0,0,0,0,0,0,0,0,0,-0.000604364359439564,0,0
X600028.SH,0,0,0,0.025200611396075,0,0,0,0,0.00805485243565458,0,0,0,0,0.000560252886067496,0,0,0,0,0,0,0.0720258285638751,0,0.0299357145263594,0.0455713755719355,0,0,0,0,0,0,0,0,0,-0.0272766804434633,0,0,0,0,0,0.0309892193960579,0,0,0,0.0961721847073989,0,0,0,0,0,0.0101507650947447,0,-0.023381395403527,0,0,0,0,-0.0157024133225288,0,0
X600309.SH,0,0.115605936734923,0,0,0,0,0,0,0,0,-0.0643231194232221,0,0,0,0,0.00674522165860277,0,0,0.142681463241232,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0.00742046992320335,0,0,0,0,0,0,0,0,0,0,0,0.122876501735392,0.0545101333391435,0,0,0,-0.0220233418315679,0.0150045894461176,0.0212907738158632,0,0,0.00110791667215767,0,0,0,0,-0.00565039540273231,0,0
X002466.SZ,0,0.052204938536565,0,0,0,0,0.716048277072088,0,0.0379755891567996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236805300039889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402634785397928,0,0.0232246395357274,0,0,0,0,0,0,0,0,0,0.0276964952698709,0,0
X600188.SH,0.0158667716024186,0.0814500808434834,0,0,0,0,0,0,0,0,0,0.301478117949521,0,0,0,0,0,0,0,0,0,0,0,0.0610774460587329,0,0,0,0,0,0.0216137044016905,0,0,0,-0.0762825968732678,0,-1.73472347597681e-18,0,0,0,0,0,0.373114133701207,0,0,0,0.00084990121968393,0,0.097634788960237,0.0207821326049184,-0.0567338781557957,0,0,-0.00948413855665869,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.13042125027373,0,0,0,0,0,0,0,0.0426714815123434,0,0,0.184510370720702,0,0,0,0,0.102498931235099,0,0,0,0,0,0,0,0,0,0,0,0.045524627853334,0.0947734561342107,0.0291270304890218,0.00155894401299566,0,0.0742937984131174,0,0,0,0.0782880360841222,0,0,0,0,0.0910238991459704,0,0,-0.0127711122881491,0,0,0,0,0,0,0.068282871712764,0,0
X600585.SH,0,0,0,0,0,0.0443464034581109,-0.0248872424947122,0,0,0,0,0,0,0,0,0,0.178067279112796,0,0,0,0.0571654979036183,0,0,-0.00737815545429094,0,0,0,0,0.0569174365104688,0,0,0.0476589495789047,0,0,0,0,0,0,0,0,0,0,0,0,0.0193418246252845,0.284050471601159,0,0,0,0,0,0,-0.0433160018358219,0,0,0,-0.00669368087719382,0,0
X000792.SZ,0,0,0,0,0.276216333128736,0,0,0,0,0,0,0,0,0.0942653951727712,0.0163855137491295,0.0685030319910674,0,0,0,0,0,0,0,0.0730815031876903,0,0,0,0,0,0.0943182403631553,0,0.0313553852198782,0,0,0.0476393252095711,0,0,0,0,0.283713580080636,0,0,0,0,0,0,0,0,-0.0235665556388863,0.0157433116198292,0,-0.0395193685285757,0,0,0,0,-0.0291404225143025,0,0
X600019.SH,0.0399876164865425,0,0,0,0,0,0,0,0,0,0,0,0,0.114388958022612,0,0.0361679955326213,0,0,0,0,0.0597655665624964,0,0,0.0500775081546564,0,0,0,0,0,0,0,0.0935610388777082,0.102455112643495,-0.0361927584508912,-0.0230525932777691,0,0,0,0,0,0,0.0570873388199176,0,0.0301562939736168,0,0,0,0,0.0168485321628662,0,0,0.0486570505472811,0,0,0,0,0.0303084613816418,0,0
