,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X601898.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600362.SH,X600623.SH,X600188.SH,X600886.SH,X600157.SH,X601992.SH,X600111.SH,X600299.SH,X600547.SH,X002466.SZ,X600660.SH,X601158.SH,X000792.SZ,X000709.SZ,X600489.SH,X000539.SZ,X600583.SH,X600309.SH,X000883.SZ,X000898.SZ,X002075.SZ,X600352.SH,X000027.SZ,X600021.SH,X000959.SZ,X000630.SZ,X000060.SZ,X000983.SZ,X600578.SH,X000629.SZ,X300072.SZ,X002470.SZ,X600160.SH,X600098.SH,X000012.SZ,X601699.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503755811334834,0.233955589060971,0,0,0,0,0,0.0440761418607757,0,0,0,0.0568416295440912,0,0,0.0343668602001889,0,0,0,0,0,0,0,0,0,0.0323544413399017,0,0,0,0.0582147725406249,0,0,0.00100478417277386,0,0,0.0105856507655963,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.170791279158079,0.0550100413926685,0,0,0,0,0,0,0,0,0,0.052045481209496,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0303660175588571,0,0,0,0,0,0,0,0,0,0.0161767846393422,0.00479727509683695,0,0,0,0,0,0.0319660110555449,0.0145576617526969,0.0543206729227178,0,0,0,0.0260442183866787,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.425404858200807,0,0,0,0,0,0.0390823136689459,0,0,0.143834512054322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200845803801893,0,0,0,0,0,0,0.081276708468113,0,0,0.0778190594872315,0,0,0,0,0,0.0514041183807524,0,0,0,-0.0299841848067941,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0139384137365009,0.00485187317420751,0,0,0,0,0,0.0129041963209673,0,0.0404395616177128,0.0254159264155151,0,0,0,0,0,0,0,0.133113995948661,0,0,0,0,0,0,0,0.0301694139592513,0.148958890114315,0,0,0,0,0,0,0,0,0,0,0.12393730344032,0.0342337177139417,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782428529769958,0,0,0,0.314173245221034,0,0.0264951061009256,0,0,0,0,0.0127952108834743,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.154871801304823,0,0,0.18703555378326,0,0,0.0544964638912243,0,0,0,0,0,-0.0100753729918194,-0.00292180785843347,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0186458743515215,0,0.364400502366387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334694951269228,0.0297505560595233,0.076393396404606,0,-0.0331204186378394,0.148021886684511,0,0.0232113767697802,0.111086828983454,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0146336217372771,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0638591558045207,0,0,0,0,0,0,0,0,0.131004239227619,0.0421310587209528,0,0,0,0,0,0,0,0.0851669041389257,0,0,0.0668906131132042,0,0,0.0418395670948213,0,0.0689933847809164,0,0,0.0736008116986949,0.0726136495791268,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0198542841325582,0,0,0,-0.021983921690877,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.274444444996572,0,0,0,0,0.0281880947419414,0,0,0,0.104252371244955,0,0,-1.38777878078145e-17,0,0.00586643192780922,0,0,0.0384741372044697,0,0,0,0,0,0,0,0,0.0597323888066872,0,0,0,0,0.0184614585090951,0,0,0.133088031594382,0,0,0.101452546298238,0,0,0,0.0653972414758825,0,0,-0.0182455094521403,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234207929589869,0,0.0685713689176339,0,0.062835570928955,0.194717433620333,0,0,0,0,0.0085862882013516,0,0,0,0,0,0,0.152353050343988,0,0,0.0538254635654784,0,0,0,0.0147723597370255,0,0,0.109079329685387,0,0,0,0,0.149135761046338,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108467108252286,0,0,0,0,0,0,0,0,0,0,0,0,0.0287060194944275,0,0,0,0,0,0,0,0,0,0,0.0517757940569222,0,0.253801206968177,0.0011996310863706,0,1.0842021724855e-19,0,0,0.102707608215434,0.0301308437656723,0.140471587499759,0,0,0,0,0.0136046747877125,0,0,0,0,0,0
