,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600188.SH,X600011.SH,X601898.SH,X600362.SH,X600688.SH,X300072.SZ,X600660.SH,X600795.SH,X000898.SZ,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X600176.SH,X600886.SH,X600111.SH,X000786.SZ,X600516.SH,X000709.SZ,X600352.SH,X601699.SH,X002460.SZ,X600157.SH,X000825.SZ,X600808.SH,X000553.SZ,X600027.SH,X000830.SZ,X002271.SZ,X000983.SZ,X000959.SZ,X002110.SZ,X000792.SZ,X600583.SH,X000408.SZ,X600299.SH,X600489.SH,X600219.SH,X002092.SZ,X600426.SH,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.327706223832411,0,0.00642075312415117,0.0280012465090814,0,0,0,0,0,0,0,0.00991764718565039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066528375286865,0,0,0,0,0.015478675845678,0,0.0689918090008358,0,0,0,0,0,0,0,0,0.0104924742443564,0,0,0,0,0,0
X600028.SH,0.0788595577251614,0,0,0,0,0,0,0,0,0,0,0.300997411952511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741402381494389,0,0,0,-0.117920807686965,0,0,0,-0.00389759052693636,0,0.0796899262968052,0,0,0,0,0,0,0,0,-0.0143793862799302,0.0220119422051295,0,0,0,0,0,0
X601088.SH,0,0,0,0.149898068903533,0.0928761627022548,0,0,0.0946231458767037,0,0,0,0,0,0,0,0,0,-0.0814908306945908,0,0,0,0,0,0.0716101512585269,0,0,0,0.138792620838591,0,0,0,0,-0.0758620713833983,0,0.0937166323868938,0,0,0,0,-0.005200636274307,0,0,0,0,0,0,0,0,0,-0.0141285634613532,0.032081694217948,0,0,0,0,0,0
X600019.SH,0,0,0.141003969352273,0,0.157556141450902,0,0,0.0378451029202913,0,0,0,0,0,0,0,0.599885908067308,0,0,0,0,0.0909991335899847,0,0,0,0,0,0,0,-0.163046953472892,0,0,0,0,0,0,0,0,0,0.0298243106009255,0,0,0,0,0,0,0,0,0,0,0.0100056373751449,0.00208979288410025,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.301290236571268,0,0,0.143673149751947,0,0,0,0,0,0.0230444015679038,0,0,0,0,0,0,0.288381668206524,0,0,0,0,0,0,0,0,0,0,-0.0058270339929717,0,0,0,0,-0.280145663462688,0,0,0,0,0,0,0.00729265389571786,0,0,-0.0274487953827749,0.0247700783882122,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505896588085492,0,0,0.10649747174759,0.144700008024504,0,0,0,0.125372765575439,0,0,0,0,0,0,0,0,0,0,0,0,0.0211821284563757,-0.00492657152134898,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0772288218405499,0,0,0,0,0,0,-0.0845101176545962,0,0,0,0,-0.0214617695827956,0,0,0,0,0,0,0.19392084731616,0.0102127963307035,0,0,0,0,0,0.0702217332121771,0.0251216858457678,0,0,0.0347712611185191,-0.00324398675232229,0,0,-0.117687680129154,0,0,0,0,0,0,0,0,0,0,-0.0409399753740037,0.0613694670620556,0.020963784718891,0,0,0,0,0
X600188.SH,0,-0.0824481592232093,0,0.0191906827904679,0.090159328786973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000708612213772664,0,0,0.156436551934953,0,0,0,0.441522704342663,0.197781051554597,0,0,0,0,0,0,0,0,0,0.0292310572619997,0,0,0,0,0,0,0,0,0,0,0.0172395553444264,-0.0100155949280558,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020642896520193,0,0,-0.106405837235063,0,-0.0519632237416401,0,0.0428907346862425,0,0,0,-0.00274049512004246,0,0,0,0.147537326363794,0,0.00209750177512192,0,0,0,0,0,0.0728165780748287,-0.0456785441605149,0,0,0,0,0.0364294671343128,0,0,-0.00624748295129292,-0.0209300453244469,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0277728819151227,0,0,0,0,0,0,0.0899210096325911,0,0,0,0,0,0,0,0,0,0.130864735562895,0,0,0,0,0,0,0,0,0,0,0.017941917722561,0.0837365112441644,0,0,0.0156515399700448,0,0,0.13568667247305,0,0,0,0.000973946996252127,-0.00726938490168315,0,0,0,0,0,0
