,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600660.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X000301.SZ,X002466.SZ,X600160.SH,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000877.SZ,X000807.SZ,X600219.SH,X600426.SH,X600176.SH,X000983.SZ,X002128.SZ,X000408.SZ,X000630.SZ,X601699.SH,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X600157.SH,X002353.SZ,X002271.SZ,X000831.SZ,X600378.SH,X600995.SH,X600688.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.103268551056542,0,0,0,0,0,0,0.137823527173763,0,0,0,0,0.0962760105692901,0,0,0,0.321366586950824,0,0,0,0.127760706164037,0,0,0,0,0,0,0,0,0,0.00969947660964833,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347105111571467,0,0,0,-0.0709667533169882,0,0
X601088.SH,0,0,0,0,0.442433332657236,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.107884209935073,0,0,0,0,0,0.00566212462219279,0,0,0,0,0,0,0,0,0,0.00227273281971087,0,0,0.159839986871124,0,0,0,0,0,0,0,0.0288230402963072,0.00961315141728139,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233516503548221,0,0
X600028.SH,0.52394358489816,0,0,0,0.160734280027614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11087124891379,0,0,0,0,0,0,0,0,0,0,0.0839814435719291,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347775180422488,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853375691594578,0,0.13852726244819,0.00741120043435457,0,0,0,0.112467752589751,0,0,0,0,0,0,0,0.0583427321789388,0,0,0,0.332040682191803,0,0,0,0,0,0.00124636895022392,0,0.0143147450222708,0.0832712870691764,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.148653385332685,0.128242675626261,0,0,0.109970921624112,0,0,0.0238307516621943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122291852749369,0.11275433541642,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00857808417216097,0,-0.0271611816095544,0,0
X600019.SH,0.222792304649431,0.0496826938152332,0,0,0,0,0,0,0,0.202291465599564,0,0,0,0,0,0,0,0,0,0.0838997503210357,0,0,0,0,0.134964676458962,0,0,0,0.0740123266388487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931681563941858,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00583787291297425,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889311460558565,0,0,0,0.140879002195829,0,0.273026704769243,0.00698417126407466,0,0,0,0,0,-0.0178862473855453,0.262828142416658,0,-0.0801738660116431,0,0,-0.152514043307507,0,0,0,0,0,0,-0.305985384337037,0,0,-0.00225001857023865,0,0,0,0,0,0,-0.0423071435751594,-4.33680868994202e-19,0,0,0,-0.00625578117232049,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967769055714207,0,0,0,0,0.0366194963230383,0,0,0,0,0.249894754868263,0,0,0,0,0,0,0,0.0618687778452368,0.142071971546962,0,0,0.23841742222456,0,0,0,0,0,0,0,0.0101295149284864,0.170253968774462,0,0,0,0,0,0,0.120618463143477,0,0,-0.0404113212916753,0,0
X600585.SH,0,0,0,0,0.193024110733895,0,0,0.143000835459429,0,0,0,0,0,0.0410008330769901,0,0,0,0,0,0,0,0,0,0.0706244596160871,0,0,0,0,0.265437933001422,0,0,0,0,0,0,0,0,0,0.0797557040547764,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0342756116978983,0,0
X601600.SH,0,0,0,0,0,0.416313422759183,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0.120802432491939,0,0,0,0,0,0,0,0,0,0,0.30276927256172,0.257282811200575,0,0,0,0,0,0,0,0,0,0,0.148912101344568,0,0,-0.151198315768615,0,0,0,0,0,0,-0.0319066449162286,0,0,0,0,0,0,0
