,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600299.SH,X600111.SH,X601992.SH,X000792.SZ,X600188.SH,X601158.SH,X600160.SH,X600623.SH,X600583.SH,X000027.SZ,X000539.SZ,X600352.SH,X600309.SH,X600660.SH,X002466.SZ,X600098.SH,X000709.SZ,X000630.SZ,X000898.SZ,X000883.SZ,X000629.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600547.SH,X002004.SZ,X600489.SH,X000012.SZ,X600578.SH,X300072.SZ,X600315.SH,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.597824958871572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161384758360631,0.00612567272527619,0,0,0.0310655583804924,0,0.0636887349866571,-6.93889390390723e-18,0,0,0.0484177771940048,0,0,0,0.0559399675674049,0,0,0,0,0,0.0168849496136762,0,0,0,0,0,0,0,0,0,0,0,0.00188883635739756,0,0,0,0,0,0,0
X600028.SH,0.235317686442009,0,0.0815417100315566,0,0,0,0.195120107040186,0,0,0,0,0,0,0,0,0,0,0,0,0.0304103390936147,0,0,-0.01216341208946,0,0.164686846729377,0,0,0,0,0,0,0,0,0,0,0,0.00245159396272181,0,-1.73472347597681e-18,0,0,0.00568068965927324,0,0,0,0.0913922381150499,0,0,0,0,0,0.00375136847133294,0.0628490117327565,0,0,0,0,0
X601088.SH,0.23852066676645,0,0,0,0,0,0,0.177628038118415,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0325677088865996,0.0631228045320094,0,0,0,0,0,0,0,0,0,0.0211188712116554,0,0,0,0,0,0,0,0.0724025814034007,0,0,0,0,0,0,0,0,0,0,0,0,-0.00312796428766482,0.0289094908533799,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042732710960131,0.0178415591154316,0.107744036751241,0,0.0593370437329046,0,0,0,0,0,0,0,0,0.0481579173322128,0,0,0,0,0,0,0.0423631335728725,0,0,0,0,0.0582482583623023,0,0,0,0,0,0,0,0.0240459184837485,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029396452636515,0,0,0.412672404640869,0,0,0.068769960924351,0,-0.00132681459954688,0,0,0,0,0,0,0,0,0,0,0.028487759454818,0,0,0.135602818512044,0,0.0861356704998124,0,0,0,0,0,0,0,0,0,0,0,0,0.00134498977903386,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0388244947325914,0,0,0,0,0,0,0,0.182811541022101,0,0.0242442164382206,0,0.0151410355993657,0,0,0,0,0,0,0,0,0,0.00181453835632415,0,0,0,0,0,0,0,0.0445894370709931,0,0.0231853870256034,0,0,0,0,0,0.16780071298609,0,0.00732823063161729,0.013694355014403,0,0,0,0,0,0
X600585.SH,0,0.238433348533576,0,0,0,0,0,0,0.0878712275724478,0,0,0,0.0214247421918272,0,0,0,0,0,0.00905194856159717,0,0.013778633616311,0,0.0291847281757685,0,0.0774348758710509,0,0,0.0649072898000412,0,0,0.0555489585770739,-1.73472347597681e-18,0.151618810462789,0,0,0,0,0,0.0426651179058023,0,0,0,0,0,0,0,0,0.0169475778755478,0,0,-0.0221589640565004,0.000976155524666741,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0948504768734653,0,0,0,0.153850262147398,0,0,0.0126680702643756,0,0.0756092211431595,0.143338349124553,0,-4.33680868994202e-19,0,0,0.0895772595323854,0,0,0,0,0,0.0414869252954916,0,0,0,0,0,0.0214782784093615,0.0336088546322309,0,0,0.0804848119810197,0,0.0588527904907065,0,0,0,0,0,0,-0.00690707626159655,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0711208321282421,0,0,0,0.0694982489604804,0,0,0,0.0236724523062974,0,0,0,0.076285244211585,0.0115405960594542,0.0149123880448864,0,0.0385065621124004,0,0,0,0,0,0,0,0,0.070055036471974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112286009396124,0.01156197151489,0,0,0,0,0.236261781725397,0,0.0288199711011787,0,0,0,0,0,0,0,0,0,0.133494080355293,0,0,0,0,0,0.174028448035419,0,0.00191980795353087,0,0,0,0,0,0,0,0,0,0,0.00310991445756694,0,0,0,0,0,0
