,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X000708.SZ,X002271.SZ,X600010.SH,X000301.SZ,X600547.SH,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X600426.SH,X600027.SH,X600362.SH,X600176.SH,X601991.SH,X601699.SH,X600803.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000723.SZ,X600219.SH,X002080.SZ,X600096.SH,X600378.SH,X000807.SZ,X300037.SZ,X600348.SH,X600688.SH,X600157.SH,X000831.SZ,X600486.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.260915155198478,0,0.0560452949231435,0,0,0,0,0,0,0,0,0,0,0.078703821511347,0,0,0,0,0,0,0,0,-0.0109298841777496,0,0,0.144604004823791,-0.00400467742832523,0,0,0.0543403342873924,0.0705358389123336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01733329946277,0.00597213460091071,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.435961602871714,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191508429507229,0,0,0.0489219334246138,0,0,0.0259791686674594,0,0,0.0605020240930695,0,0,0.0982273042872753,0,0,0,0,0,0.0616112095703201,0,0,0,0,0,-0.0249101625125212,0,0,0,0,0,0,0,0,0,0.00666994608630273,0.0109054725354159,0,0,0,0,0,0
X600028.SH,0.314935908583678,0,0,0,0,0,-0.022516381293903,0,0,0,0,0,0,0,0,0.0139364009522308,0,0,0,0,0,0,0,0,0,0,0,0.148657790816358,0,0,0,0.00879547190472923,0.0908634848409685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000433642393877499,0.00437524442657724,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231917877169497,1.73472347597681e-18,0,0,0,0,0.181890052780742,0,0,0,-0.0101661693431793,0,0,0,0.27358464734749,-0.118359885394085,-0.227769651327036,-0.0949860905707116,0,0,0,0,0,0,0,0.081899305499829,0,0,0,0,0.0256400801938091,0,0,0,0.0116073921512131,-0.0248440181640372,0,0,0,0,0,0
X600188.SH,0,0.659141602708642,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119462877856346,0,0,0,0,0.0219156180023395,0,0,0,0,0,0,0.0264740273253637,0,0.0773682094776053,0,0,0.178568300456316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226482691134138,0,0.0153747881569267,0.032329830808555,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215304845551047,0,0.0744129313933925,0,0.0425664567925145,0,0,0,0.150105923939588,0,0,0,0,0.0858958844175369,0,0,0,0.283280377872973,0,0,0,0,0,0,0,0.10364377687454,-0.0137582006873196,0,0,0,0,0,0,0,0,0.102982096030421,0,0.00224524395241594,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.57691875351994,-0.0279892260024956,0.0963933217247981,0,0,0,0,0,0,0,0,0,0,0.0462032107287963,0,0,0,0,0,0,0,0,-0.00767044480846575,0.0224387564263923,0,0,0.00840037321872019,0,0.0130443220541468,0,0,0,0,0.0909659082109797,0,0,0.0774404400124657,0,0,0,0,0,0,0,0.00759650322566125,-0.0209788067936548,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.66395333467789,0,0,0,0,0,0,0,0,0.0905387124737647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231538268709983,0,0,0.00158098302358013,0.0386420449450087,0,-0.0182516032367666,-0.0358029692126326,-0.0436865697752196,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.29037225843113,0,-0.039531746818872,0,0,0.0998431512430066,0,0,0,0,0,0,0.0409003232332199,0,0,0,0.221170073929386,0,0.0560939190645625,0,0,0,0,0,0,-0.154403258646024,0.0546276183004642,0,-0.0647040466146851,0,0,0,0,0,0,0,0,0,-0.0833839048263053,0,0,0,0,0,0,0.00228728918688548,0.0196985950291932,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.445519108761013,1.0842021724855e-19,0,0,0,0,0,0,0,0.0631731354144098,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044789695475602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140831734049359,0,0,0,0.168967002185746,0,0,0,-0.0208645801310733,0.00616531500159032,0,0,0,0,0,0
X600011.SH,0,0,0,-0.287441609094099,0,0,0,0,0,0,0,0,-0.11135946006563,0,0,0,0,0,0,0.160016744147438,0.116800222238834,0,0,0,0.392238118358813,0,0,0.363897338438436,0,0.106702447482493,0,0,0,0,0,0,0,0,0,0,0,0.0577071996050749,0,0,0,0,0,-0.00766048548286001,0.222063935630716,-0.0533565012713923,0,-0.000305833518792301,0.0190359873091763,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.181275425846681,0,0,-0.0799730969230918,0,0,0,0,0,0,0.168370006913462,0,0,0.0535754714405462,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.234601939278692,0.053417927769242,0,0,0.209022979956897,0,0,0,0,0,0,0,0,0,0,0,0.0373624968716608,0,0,0,0,1.38777878078145e-17,0,-0.0209917709785776,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0545960407786734,0,0,0.229550220099848,0,0,0,0,0,0.00659373996487941,-0.0309842154496672,0,0,0,0,0,0,0,0,0,0,0,-0.0364991503888806,0,0,0,0,0.0414506859154163,0,0,0,0,0,0,0,0,0.273985609063712,0,0,0,0,0.210361332562014,0,0,0,0.00433942324704433,0.0530865069241125,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.083924028095858,0,0,0,0,0,0,0,0.0640308292283967,0,0,0,0,0,0,0,0,0.0102021940144527,0.127133808472211,0,0,0.0564587199000364,0,0,0,0,0,0.11120341627692,0,0,0,0,0,0,0,0,0,0,0,0.0216968908686384,0,0,0,0.148693228991287,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.417914545228367,0,0.0718299834753874,0,0,0,0,0,0,0,0,0,0.0282134011720625,0,0,0,0,0,0,0,0,0,0,0.0467753244670601,0,0,0.00110445415644245,0.0389702350771484,0,0,0,0,0,0,0,0,0.114418560699061,0,0,0,0,0,-0.0339660056458102,0,0,0,-0.0275464074875318,-0.00256741406731117,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.110476420808692,0,0,0,0,0,0,0,0,-0.0204912605860146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504057984228866,0.0611784496652139,0,0,0,0,0,0,0,0,-0.0305162547997593,0.0986620434670774,0,0,-0.128910021391974,0,0,0,0,0,0,0.00581801025731189,0,0,0,0,0,0
