,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X000898.SZ,X600352.SH,X000831.SZ,X000883.SZ,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X000630.SZ,X000825.SZ,X600549.SH,X600660.SH,X000027.SZ,X600008.SH,X002470.SZ,X000629.SZ,X600021.SH,X600315.SH,X600808.SH,X600578.SH,X600098.SH,X600307.SH,X601699.SH,X000983.SZ,X600863.SH,X000959.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.611894001875185,0,0,0,0,0,0,0,0,0,0.116673273111088,0.0915138351667525,0,0,-0.0221565807115091,0,0,0,0,0,0,0,0,0.0280127017162429,0,0,0.0104821164766841,0,0.0309643011446228,0,0,0,0,0,0,0,-0.0382946974395233,0,0,0,0,0,0,0,0,0.158208636135564,0,0,0,0,0.0224947205010248,0.00606401613713923,0.0604026674440961,0,0,0,0,0
X600028.SH,0.495554785435415,0,0,0,0,0,0,0,0,0,0,0,0.0204730659485369,0,0,0,0,0.414048164671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368593912734674,-0.0107826575241649,0,0,0,0,0,0
X601088.SH,0,0.145474199289472,0,0.0927469142711356,0,0,0.0672790999565787,0,0,0,0,0,0.0835397844014313,0,0,0,0.0313502447369668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02672882174662,0,0,0,0,0,0,0.0173855194258176,0,0,0,0,0.445323736018489,0,0,0,0,-8.67361737988404e-19,0.00141519004966325,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.157322280774391,0,0,0,0,0,0,0,0,0,0.0179480363284212,0,0,0,0,0.370723545679742,0,0,0,0.229632328930902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055543317698919,0,0,-0.0555221023247423,-0.011431911180081,0,0,0,0,0,0
X600011.SH,0.233715893211164,0,0,0.0994986681597545,0,0,0,0.132237940012247,0,0,0.12128837892265,0,0.0518994032466853,0,0,0.118347722274405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153676584288225,0,0,0,0,0,0,0,0,0,-0.00987269542373585,0,0,0,0,0,0
X600585.SH,0,0.0767185267436717,0.0368964586699807,0,0,0,0,0.0462586152472716,0,0,0,0,0,0,0,0,0,0,0,0.060677884680602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781292233430341,0,0,0,0,0,0,0,0,0.200016619010239,0,0.197518634248364,1.38777878078145e-17,0,0,0,0,0.00198334628470652,0.00347409853353634,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.137907665981581,0.0420828525214074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673578602246964,0,0,0,0,0,0,0,0,0,0.0171284662575176,0,0.0777008988636007,0,0,0,0,0,0,0.117622613181045,0.415396725350757,0,0.0108022875229051,0,0,-0.00898402470830989,-0.0062995418441808,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0264595836647877,0,0,0,0,0,0,0,0.0638083651197217,0,0,0,0,0,0,0,0,0,0.634093848485329,0,0,-0.153273999894584,0,0,0,0,0,0,0,0.18364046675393,0,0,0,0,0,0,0.136066129660242,0,0,0,0,0,0,0,0.174481523458328,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.178380020614785,-0.0287188218903623,0,0.173545043588667,0,0.25647353824784,0,0,0,0.0141988905077239,0.0131730316133616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265872624107263,0,0,0.117240369908741,0,0,0,0,0.0341901082718186,0,0,0,0,0,0,0,-0.0266910783903601,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.164296393802008,0,0.226455025426032,0,0,0.0390858493584327,0,0,0,0.0447879475053918,0,0,0,0,0,0,0.0585747430743172,0,0,0,0.133924279339672,0,0,0,0,0,0.0311358134162764,0,0,0,0,0,0,0,0,0.00672431613039961,0,0,0,0,0,0,0,0,0,-0.0283925573675207,-0.0348203996720374,0,0,0,0,0,0
X600795.SH,0.028018451604899,0.0492873483535256,0,0,0,0,0,0,0.315191340797948,0.12843053310995,0,0.130152289698793,0,0,0,0.169748366781293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976852726058066,0,0,0,0,0,0.00274256007640354,0,0,0,0.0376710128116972,0,0.0259533592066927,0,0,0,0,0,0,0,0,0,0,-0.0128139806461509,0,0,0,0,0,0
X600886.SH,0.213518557028315,0,0,0,0,0,0,0,0.00920308341068874,0,0.145308959275473,0,-1.73472347597681e-18,0,0,0.05545566736291,0.039924386583121,0,0,0,0,0,0,0,0,0,0,-0.0320387782497334,0,0,0,0,0.0272377159693976,0,0,0,0.176661770682177,0,0,0.158362723424351,0,0,0,0,0,0.0196075105916781,0,0,0,0,0,-0.0512003048149663,-0.0193302352010964,0,0,0,0,0,0
X600188.SH,0.260321113360939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226394270373919,0,0,0,0,0.220799967928018,0,0,0,0,0,0,0,0,0.206436793756692,0.161072710432665,0,0,0,0,-0.0133155275306663,0.0110115019696509,0,0,0,0,0,0
X600362.SH,0.00847467218590363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977370264656692,0.143128811348546,0,0,0,0,0,0.00812963074317333,0,0,0,0,0,0,0.185328478497186,0,0,0,0,0,0,0,0,0,0.0457780648229192,0,0.0212683635111273,0,0.175420027916496,0,0,0,0,0,-0.0208148657369708,-0.00801874228183317,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.077355721771234,0,0,0,0,0,0,0,0,0.0505917273434643,0,0,0,0,0,0.0836186846047157,0,0,0,0,0,0,0,0,0.356774420514016,0,0,0,0,0.017180501912354,0.0438456878296259,0.115173795169664,0,0,0,0,0,0,0,0,0.148367720152185,0,0.0273818248792559,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.562622790476316,0,0,0.0101239430967723,0,0.0437677069762923,0.0283047083827727,0,0,0,0,0,0.021942486348322,0,0,0,0,0.090159453421371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338045252432109,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231690266007737,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.00643094170120155,0,0,0,0,0,0.256425113797098,0.120137778335762,0,0,0,0,0,0,0.0139038545675083,0,0,0,0.0405245207010571,0,0,0,0,0,0,0,0,0,0,0.242780434615962,0,0.00458061382231739,0,0,0,0,0,0,0,0,0.183239304600067,0,0,0,0,0,0.0154810177730297,-0.00498299136279863,0,0,0,0,0,0
