,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600886.SH,X600111.SH,X600489.SH,X601992.SH,X300072.SZ,X600660.SH,X600309.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X600583.SH,X000898.SZ,X000408.SZ,X600352.SH,X000983.SZ,X000883.SZ,X000723.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000959.SZ,X000012.SZ,X000630.SZ,X601699.SH,X002460.SZ,X000060.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0677064978397657,0.00497167141794915,0,0,0,0.00180384822705814,-0.00205029276138409,0,0,0,0,0.0189833932445932,0,0,0,0,0,0.00723779418320358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0.11167817147335,0,0,0,0,0,0,0,0,-0.00434925501693503,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0222023192649428,0.0347756060717188,0,0,0,0.0394106550922412,0.037496556149288,-0.0148689752289148,0,0,0,0,0,0,0,0,-0.0253278583032432,0,0.0170352149617555,0,0,0,0,0,0,0,0.0322199726069833,0,0,0,0.067927704280839,0,0.0310645438127331,0,0,0.0304439110628256,0,0,0,0,0,0,0,0.0145842944307975,0,0,0,0,-0.00180013446214873,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0636377337795624,0,0,0,0.177916810821604,0.112566304159172,4.33680868994202e-19,0,0,0,0,0,0,0,0.00254487608504522,0,0,0,0,0.0354220108769395,0,0,0.0558176923999089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943089740188803,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0493517095893292,0,0,0,0,0.102855004579759,0,0,0,0,0,0,0,0.0631102811858793,0,0,0,0,0,0.0825406104821687,-0.0203905369502002,0,0,0.0345114330240001,0,0,0,0,0,0.122912880446879,0.153022007493522,0.0138780899845227,0,0,0,0,0,-0.100091619383997,0.0391403463311779,0,0,0,0,0,0,0,0,-0.0135067989383031,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0699141197576017,0,0.108226788034665,0,0,0,0,0,0,0,0.0380224605167741,0,0,0.2467052044267,0,0,0,0.0175485765666301,0,0.032756074219972,0,0,0,0,-0.0175852192468237,0,0,0,0,0,0,0,0,-0.0531126656117732,0,0,-0.0509337141064199,0,0,0.159927256650975,0,0,0,0,0.0478903062123024,0,-0.0275170023056458,0,0,-0.16990876440829,0,0,0,0
X600585.SH,0,0,0,0,0.141763663611729,0,0,0,0,0.139462461932219,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.291615409433643,0,0.205162889472855,0,0,0,0,-0.0670241741377332,0,0,0,0.0126647961568598,0,0,0,0,0.0314469238700462,0,0,0,0,0,-0.148158049612668,0,0,0,0,0,0,0.0334553879699704,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0754389782898636,0,0,0,0,0,0,0,0,0,0,0.0141689501178054,0,0.0298362024706263,0,0,0,0,0,0.0136582498908257,0,0,0,0,0,-0.0142473553299388,0,0,0.0473793125264769,0,0,-0.0087481748874008,0.0428758384546006,0,0,0,-0.0193398029776286,0,0,0,0,-0.0575948499077184,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761569696510753,0,0,0,0,0,0,0,0,0.0284101402775692,0,0.0770639510184636,0,0,0.0803225056878954,0,0,0,0,0,0.0259436542140765,0,0.358922071868933,0,0,0,0,-0.0208184334653433,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764858715960903,0,0,0,0,0.137335105716016,0,0,0.0296455126479883,0,0.0580147148698239,0,0,0,0,0.00867213437865723,0.0234720624410212,0,0,0.0475970120336038,0,0,0,0.182712305519692,0,0,0,0.178836893810908,0.028344228567463,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537261335621432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414935788185162,0,0,0,0,0,0,0,0,0.193041489008322,0,0,-0.0225175972604318,0.225716926855622,0,0,0.040078666544354,0.159366488365869,0,0,0,0,0,0
