,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600010.SH,X600011.SH,X600660.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X000408.SZ,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X600688.SH,X600801.SH,X600027.SH,X300037.SZ,X600352.SH,X000825.SZ,X600399.SH,X002353.SZ,X000959.SZ,X300073.SZ,X002326.SZ,X600489.SH,X600157.SH,X000807.SZ,X000932.SZ,X600516.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0361869645995338,0,0,0,0,0,0,0.0399487857395466,0,0,0,0.0103610009696934,0,0.000186495099394295,0.0412291634029082,0,0,0,0,0.0451104743994719,0,0,0,0,0,0,0,0,0.21520544755674,0,0.065115375930533,0,0,0,0,0,0,0,0,0,0,0,0,0.1268977762832,0,0,-0.0282993935365106,0,0,0,0,-0.117584944472782,0,0
X600028.SH,0.160294145250023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402250203892172,0.00847657057004964,0,0.0586640939713098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921504151737293,0.022009412861571,0.0114825628125465,0,0,0,0,0.0115575826454387,0,-0.0508431586086537,0,0,0,0,0,0,0,0,-0.0241826323803682,0.00315860627783023,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0415564929202531,0,0,0,0,0.0630571696978972,0,0,0.242640054021171,0,-0.143772389365239,0,0,0,0,0,0.107380655667028,0,0,0,0,0,0,-0.0691397962148199,0,0.195418221844733,0,0,0,0,0,0,0.112453729860474,0.0846563588070762,0,0,0,0,0,0,0,0,0,-0.019959756059327,0.0155163266836255,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.024343445605559,0.0492844997154375,0,0,0,0,0.00193981028683973,0.0638924686497649,-0.0355410561289334,0.13957967044212,0,0.0646234092394953,0.0548626198726021,0,0,0,0,0,0,0,0,0.0808347978775272,0,0,0,0.0919179569971521,0,0,0.0171618921013864,0,0,0,0,0,0,0,0,0,-0.0619970515002629,0,0,0,0,-0.0751649864887257,0,0,0,0.00723579363230344,0,0,0,-0.0336578092355334,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0224127941423819,0,0,0,0,0,0,0,0,0,0,0,0,0.324189207106234,0.02635046301227,0,0.0374594067911955,0,0,0,-0.121371855266319,0,0,-0.00596464207844628,0.205039602086435,0,0,0,0,0,0,0.00609143108321862,0,-0.0569208688155071,0,0,0,0,0,0,0,-0.0626785292565792,0.0991309288056344,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.452617349137195,0,0,0,0,0,0,-0.0550347449190684,0,0.115301759829688,0,0.135555275440857,0,0,0.341924799280912,-0.07573685887716,0,0,0,0,0,0.106837905739203,0,0,-0.0366639764945051,0,0,0.154083533743418,0,0,0,0,0,0.0234341289500716,0,0,0,-0.0191017249845266,0,0,0,0,-0.00718937083042952,0,0,0,0,-0.0645182847890686,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.0849089135539688,0.307374065566368,0.233782916038596,0,0,0,-0.00458225621849967,0,0,0.0251258229580993,0,0.201217651974501,0,0,0,0,-0.123027314298258,0.110328244423084,0,-0.114207470897425,0,0.222051952943689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804844936125334,0,0,0,0,0,0,0,-0.037108764487606,0.0865373692931123,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355039334941193,0,0.0819430279728887,0.0726417782980471,0,0,0,0,0,0,0.00728097975939586,0,0,0,0,0,0,0,0,0.0444496314334231,0,0,0.0310923331328868,0,0,0.0209597363563761,0,0,0,0,0,0,0,0,0.31103461350927,0,0,0,-0.00481415092755885,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.542780165614198,0,0.112542046959648,0.178059258793979,0,0,0,0,0,0.173826224072043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00874797424390467,0,0,0,0,-0.0239203281773893,0,0
X002466.SZ,0,0,0,0,0,0.489364401918906,0.321175771583124,0,0.0270168606560678,0,0,0,0,0,0,0.294079151091305,-0.00953277212451847,0,0,0,0,0,0,0,0,0.0772290246745393,0,0,0.131770373585418,0,0,0,0,0,0,-0.00953939126148688,0,0,0,0,0,0.0160508604613224,0.168675951907265,0,0,0,0,0,0,0,0,0.0194488320971666,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0.123244792357386,0,0,0,0.0479130293660563,0,0.0494291639339706,0,0,0,0,0,0,0,0,0,0,0,0,0.0569819598932883,0,0.00260430959460395,0,0,0,0,0,0.010366595723969,0,0,0,0.162909484420446,0,0,0,0.0236399960491768,0.00016444065281818,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00344357801061265,0,0,0,0.114151156207017,0,0,0,0,0,0,-0.126258834512187,0,0.916089764685011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114821585440308,0,-0.169910395786275,0.0497825186083719,0,0,0,0,0,0,-0.00500854106100517,-0.00852068623818707,-0.00780341680402603,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.41732246518956,0,0,0,0,0,0,0,0.0907167545691019,0.0347185142173318,0.0423331348028513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307185943522735,0,0,0.125020137651642,0,0.0228778403069785,0,0,0.0208290503172842,0,0.0240532439466412,0,0,0.00675260759808964,0.0198045692259293,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00484402623496135,0,0,0,0,0,0,0,0,0,0,0,0,0.0695768576384205,0,0,0,-0.0261674290534871,0,0.131484585716503,-1.73472347597681e-18,0,0,0,0.436315593799217,0,0,0,0,0,0,0,0,0,0.292144177573597,0,0,0,0,0,0.026169969566263,-0.0336226650036344,0,0,0,0,0,0
X600660.SH,0,0,0.0176395836284477,0.112883053933842,0,0,0,0,0,-0.108264655193781,-0.183628700682292,0.0423647321937462,0,0,0,-0.0213661984614718,0,0,0,0,0,0,0,0,0,0,0,-0.0267844722386779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121005086755554,0,0,0,0,0,-2.16840434497101e-19,0.0306750031690799,0,0,0.0609856170732071,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.14526437011701,0,0,0.0699790389606784,0,0,0,0,0.0548106729458626,0,0.100422271088084,0,0,0,0,0,0,-0.0186388834641944,-1.38777878078145e-17,0,0,0,0,0,0,0,0.145507445995808,0.0515221043951585,-0.0160645715304703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379430657607097,0,0,0,-0.162402878601549,0,0
X600188.SH,0,0,0.44134623683051,0,0,0,0,0,0,0.161688605228562,0,0,-0.023578613539042,0,0,0,0,0.174859662837858,0.038340876556074,0.522560655833463,0,0,0,0,0.0609454900004186,0,0,0,0,0,0,0,0,0.00061479363268295,0,0,0,0,0,0,0,-0.0439751107691864,0,0,0,0,0,0,0.0880781758801577,0,0,0.0340055588568896,0.0229431206970204,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0379786144140658,0.231130652978973,0,0,0,0.149783547066343,0,0.117844355168584,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0812531110648262,-0.0279856555446392,0,0,0.00916979253181076,0,0,0,0.0184120190800661,0,0,0.40288139479097,0,0,0,0,0.0122059250938827,0,0,0,0,0,0,0
X000301.SZ,0,0,-0.0699019229320889,0,0,0,0,0,0,0,0,-0.398563364556017,0.273047810706869,0,0.441370608314878,0,-0.103090508180163,0.128849455778237,0,0,0,0,0,0,0,0,0,0,0,0,0.0644108327827706,0,0,0,0.69444527331856,0,0,0,0,0,0,0,0,0.280703579806515,0,0,0,0,0,0,0,0.0460047146900487,0.0150973839058495,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0283649816925182,0,0,0,0,0.292689266041445,0.0262848950215851,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0430443782407835,0,-0.0516488662731982,0,0,0,0,0.064483991014183,0.0362614626802167,0,0,0,0.298273776020793,0,0,0.168184146216591,0,0,0,-0.11356717747525,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0974474678563105,-0.0367285698498505,0,0,0,0,0,0,0,0.00906541571055291,-0.0557915147939353,0,0,0,0,0,0,0,0.0660975199693054,-4.33680868994202e-19,0,0,0,0,0.039313781434205,0,0,0,0.0322093624073882,0,0,0.0813108623453503,0,0,0.111097724132942,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.00132811277611196,0,0,0,0,-0.0933213873125133,0,0
X600362.SH,0,0,0,0,0,0,0,0.0468507784361698,-0.00262462221258916,0,0,0,0,-0.0147373564035876,0,0,0.0801715433949874,0,0,0.0257707469049378,0,0,0,0,0.00124828076120905,0,0,0,0,0,0,0,0,0.0978342524109457,0,0,0,0,0.0471904130036436,0,0.0503309306911794,-0.0268542575554307,0,0,0,0,0,0,0.115996694749173,0,-0.0379629906407359,-0.00924922505412764,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,-0.101086593098223,0,0.178832550942513,0,0,0.171532180111995,0,0,0,0,0,0,0,0,0,0,0.0258842660012148,0.0779157584621663,0,-0.0388596802076843,0.200099564534982,0.290636874782552,0,0,0.0635642753202188,0,0,0,0,0,0.0674936105573075,0,0,0,0,0,0,0.0885000933368901,0,0,0,-0.0109155667321616,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.122079425841297,0,0,0,0,0,0.000559764461151095,0,0.140252305079893,0,0,0,0,0,0.0432804471685697,0,0,0,0,0.0770207503014202,0,0,0,0.00286433648523623,0,0.0948775447361157,0,0,0,0,0,0,0,0,0,0,0,0.0473183325800562,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15837208234886,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254616487211243,0,-0.437670680241174,0.337839377089806,0,0.0209570430834616,0,0,0,0,0,0,0.292457881974496,0,0,-0.325578712997713,0,0,0.10600038022711,0,-0.00905354162561044,0,0,0,0,0,0,0,0,0.301856911033724,0,0,-0.0634766521898074,0,0,0,0,0,0.0125352290045027,0,0,0,0,0.0320243034852292,0,0
X600426.SH,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0721878142624282,0.118663402041186,0,0,0,0,0,0,-0.0785376100264199,0,0.0356629859265549,0,0,0,0,0,0.0446356822209927,0,0.102228194474865,0,0,0,0,0,0,0.211365960358856,0,0,0,0,0,0,0.00645286098013525,0,0,0,0,0,0.124918775817984,0,0,0,0,0,0.0124548189596137,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.219178708678613,0,0,0,0,0,0,0,0.199832546729569,0,0,0,0.0684721583748485,0,0.0111204052360598,0,0,0,0,0,0,0,0,0,-0.0430303907813459,-0.302271517227845,0,0,-0.0666380653789969,0,0,0,-0.0876157502384398,0,0,0.0219628202667392,0,0,0,0,-0.0213114340487263,0,0,0,0,0,0,0
