,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X002466.SZ,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X002460.SZ,X000553.SZ,X600352.SH,X002110.SZ,X600808.SH,X600801.SH,X000786.SZ,X600299.SH,X000709.SZ,X600426.SH,X000932.SZ,X000883.SZ,X601158.SH,X601699.SH,X600339.SH,X600219.SH,X000408.SZ,X601003.SH,X002271.SZ,X600583.SH,X000539.SZ,X600782.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.134017611422037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106120404589749,0,0,0,0.0467777416951887,0.0683466612929914,0,0,0,0,0,0,0.143086525408814,0,0.0072539597076769,-0.00728645702155782,0,0,0,0,0,0
X600028.SH,0,0,0.326517613918875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034226494945889,0,0,0,0,0,0,-0.0442100797679854,-0.00782869526912599,-0.0844754990928872,0,0,0,0,0,0,0,0,-0.0501703578014991,0,0,0,0.0726563175373161,0.0500454894662459,0,0,0.0163043314234142,0.0106173050100425,0,0,0,0.000247118760848735,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0997767169883622,0,0.00184383103092789,-0.14643086382105,0,0,0,0,0,0.339330155270446,0,0,0,0.252528509958295,0,0.0181859968429783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464174644504881,0,0,0,0,0,0,0,0.0113599611217751,0,0,-0.0113032027161376,0.00788739597868488,0,0,0,0,-0.0122201134109534,-0.0347247621067744,0,0,0,0,0,0
X600585.SH,0,0,0.0785074497744523,0,0,0,0,0,0,0,0,0,0,0,0,-0.15760606637572,0,0,0,0.18016367412669,0,0,0,0,0,0,0,0,0,0,0,0.294286482122588,0.179796066910197,0,0,0,0,0,0,0,0.0685755479803193,0,-0.0141375213282566,0,0.0388373631950802,0,0,0,0,0,-0.0161108996522716,0,0,0,0.0874851406697472,0,0
X600019.SH,0,0,0,0.0887546287135079,0,0.0026309120520159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124067087821531,0,0,0,0,0.228705498809311,0,0,0,5.42101086242752e-20,0,-0.0179016180261545,0,0.136502657836158,0,0,0.176352391990859,0,0.0092921892376706,0.00155067400030452,0,0,0,0,0,0
X600309.SH,0,0,0.0542491620229391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301529107986661,0,-0.202050232214637,0,0.348229263717574,0,0,0,0,0,0,0,0,0,-0.131244648146113,0.161960321354286,0.0823153565076096,0.217421640581013,-0.228790081296923,0,0,0,0,0,0,0,0,-0.181813648068699,0,0,0,0,0.0800619567983613,0.0429353169700215,0.0665438276365766,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0616033928856149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514727968221068,0,0.333814588052883,0,0,0,0,0,0.028241720144707,-0.17988392108553,0,0,0,0,0,0,0,0,0,0,0,0,0.164185473746004,0,-0.0600660604612973,0,0,0.0713123327007157,0,0,0.0113066001046877,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566289677990456,0,0,0,0,0,0,0,0,0,0.0723095605264033,0,0.344064893516307,0,0.0814147255609676,0,-0.017965349178237,-0.0557047621366731,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304548065600155,0,0,0,0,0,0,0.0533804507114459,0.00816643938250017,0,0.0902428472678517,0,0.0635857079246781,0.0125658715969401,0,0,0,0,0,0,0,0,0,0,0,0,0.0658376719477183,0,0,0,0,0,0,0,0.0709925918681657,0,-0.00631300143031526,-0.00250339076321675,0,0,0,0,0,0
X600660.SH,0,0.176683799962143,0,0,0,-0.098962133350539,0,0,0,0,0,0,0,0,0,0,0,0,0.0547043829204415,0,0,0,0,0,0,0.271313615246453,0,0,0,0,0,-0.0404640157735538,0,0.0520181167704925,0,0.129950184592803,0.0226567205348658,0,0,0,-0.0484710500085715,0,0,0,0,0,0,-0.0202688637572092,0.26982816409858,-0.00894178333894198,0.0264482754781273,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.048284708936543,0,0,0,0,0,0,0.0351023700905016,0,0,0,0,0,0,0,0.0012249542770873,0,0,0.0491722550174258,0.145829248566193,0,0.0552128043173829,0,0,0,0,0,0,0,0,0,0,0,0.133137096449177,0,0,0,0,0.0510595552792435,0,0.0833480557907799,0,0.00341576427624463,0,0,0,0,0,0,0
X600688.SH,0,0.400717440818114,0.0710107586110598,0.0170620058829162,0,0,0,0.0015947830313561,0,0,0,0,0,0,0,0,0.0921529984857941,0,0.0119551849085774,0,0.0372776689732479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298525902214537,0,0,0,0,0.0935652210600939,0,0,0,0.012375997462461,2.16840434497101e-19,0,0,0,0,0,0
X600188.SH,0,0,0.369111623162612,0,0,0,-0.00989942101996967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241753478771533,0,0,0,0,0,0,0,0,0.145360833442309,0,0,0.00643352943897537,0.161595559992056,0,0,0,0,0,0.543499817026801,0.0260931797107158,0,0,0.0941070639242548,0,0,0,0,0,-0.0163444294089935,-0.0297083346766348,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.074803857836885,0.187386945085268,0,0,0,0,0,0,0,0.0852615925796987,0,0,0,0,0,0,0.158529310058157,0,0.0966059938269094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236838551515193,0,0,0,0,0,0.0239706080838617,0,0.0563090615469137,0,0.000111381730460294,0.0141318341191623,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0174310271832551,0,0,0,0,0.312428511937734,0,0,0,0,0,0,0,0,0,0,0,0,0.0745906411236658,0,0,0.0268885321542262,0,0.0906984719590096,0,0,0,0,0,0,0,0,0,0,0,0.0446479283004167,0,0.0490870449206317,0,0,0.00814348652622971,0,0,0,0.00201639759009873,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23398652868698,0,0,0.125304905776759,-0.108533060745809,0,0.165027989570166,-0.0533936975016869,0,0,0.100403857654972,0.0771718937454024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000752189946064805,-0.00315612287926246,0,0,0,0,0,0
X600362.SH,0,0,0.103617330460578,0,0,0.165579664957317,0,0,0,0,0,0,0,0.428132884677988,0,0,0,0,0.0213755844242566,0,0,0.0231079039000841,0,0,0,-0.0303273117861381,0,-0.0644847117401474,0.133748442645806,0,0,-0.000119237332395156,0,-0.0241281294514098,0,0,0,0,0,0,0.0998635279998215,0,0,0.0256507782070622,0.0250149548722345,0,0,0,0,0.00719847458153154,-0.00737348024930126,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208663266820075,0,0,0,0.037233188104837,0.0463892774613349,0.00467689917867059,0.00615937443562224,0,0,0,0.119035869141179,0,0,0,0,0,0,0.152276258431018,0,0,0,0.137770358309542,0,0,0.00722634623469913,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0537846734422569,0.0457768766927098,0,0,0,0,0.466504865476264,0,0,0,0,0.0587422547937911,0,0,0,0.0907224128776798,0,0,0,0,0,0.52325913091328,0,0,0,0,-0.601929729837035,0,0,0,0,0,0,0,0,0,0,0.039194953292857,-0.0870376788459689,0.0669389583092417,0,0,0,0,0.0341317110046114,0.0429596340000761,0,0.36151199601591,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.158037886265857,0,0,0,0,0,0,0,0.101295085023106,0.316542912274353,0,0,0,0,0,0.550805754992654,0.0729615084945301,0,0,-0.0860604863764863,0,0,0,0,0,0,0,0,0.144813238853005,0,0.191283761547767,0,0,0,0,0,0,0.0115651844120111,-0.0617320504722476,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0884996831454202,0,0,0,0,0,0,0,0,0,0,0,0.0362445346208787,0,0.0207536110197947,0.288843075515333,0,0.312815922018033,0,0,0,0,0,0.0599181830860735,0,0,0,0,0.0609882427431286,0,0,0,0.0565387888477404,0,0,0,0,-0.0502032259365264,-0.0437314715933985,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0734696048671271,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.10319958286,0,0,0,0,0,0.142980441458182,0,0,0.00963597135444193,0,0,0,0,0,0,0,0,0,0,0,0.0136999289070735,0.128774415880996,0.149461704395823,0,0,0.216759989658155,0,0,0,0.00351380744593641,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.0518730073619204,0.310620530173855,0.089490470060403,0,0,0,0,0,0,0,0.431822381546166,0,0,0,0,0,0,0,0.0170308997324933,0,0,0,0,0,-0.00391069404223589,0,0,0,0,0,0,0,0,0,0,0.00595592968000043,0,0,0,0,0,0,0,0,-0.00487548242478972,0.0122484319003524,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0769266275326833,0.443112126629646,0,0,0,0,0,0,0,0,0,0,0,0,0.064279075790384,0,0,0,0,0,0.0710012991104842,0.019936037812945,0.0392733776656052,0,0,0,0,0,0,0,0,0,0,0,0.166290098941837,0,0,0,0,0,0,0,0,0,-0.01985291251215,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0619143911865567,0,0,0,0,0,0.257527007963193,0,0,0,0,0,0,0.0868688693526172,0,0,0.0228257402236732,0,0,0,0,0.103162015378982,0,0.0216748333110356,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0123875707186329,0.0124907014259028,0,0,0,-0.00351179468186758,-0.00641563447890899,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.133628683824548,-6.93889390390723e-18,0,0,0,0,0,0,0,0.15364487850874,0,0,0.0308108317961294,0,0,0,0,0,0,0,0,0,0.435844380856048,0,0,0.0169937058463153,0.0968737195050252,0,0,0.12089263315361,0,0,0,0,0,0,0.0980860350234485,0,0,0,0,0,0.0173858297350596,0.00874752213868421,-0.015243325143165,0,0,0,0,0,0
