,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600299.SH,X600157.SH,X600111.SH,X000792.SZ,X601992.SH,X600188.SH,X601158.SH,X600160.SH,X600583.SH,X600623.SH,X000027.SZ,X000539.SZ,X600309.SH,X600352.SH,X600660.SH,X002466.SZ,X000630.SZ,X600098.SH,X000709.SZ,X000898.SZ,X000629.SZ,X000883.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600547.SH,X000012.SZ,X600489.SH,X600578.SH,X002004.SZ,X600315.SH,X300072.SZ,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.380041538406433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462453207402939,0,0,0,0.0204958117507478,0.102690435770771,0,0,0,0,0,0,0,0.0247477406611849,0,0.1042469806031,0,0,0,0,0,0.0459235141692593,0,0,0,0,0,0,0,0,0,0,0.00752310938141506,0,0.0169949396392015,0,0,0,0,0
X600028.SH,0.335571775662648,0,0.049019208564935,0,0,0,0.0933845404547694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029354189983318,0.176748064322672,0,0,0,0,0,0,0,0,0,0,0,0.0197686089706876,0,0,0,0,0,0.00619559931935168,0,0,0.0125703520380302,0,0.0586663424622533,0,0,0,0.00636872941899423,0,0.046457584130426,0,0,0,0,0
X601088.SH,0.335597211987728,0,0,0,0,0,0.0805649134076681,0.0956449728931181,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0291802239448856,0,0.0752127285207402,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.039167278550465,0,0,0,0,0,0,0,0,0.0373686486918191,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.00249522634187852,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.222510595935395,0,0,0,0,0,0.017448926612779,0,0.101117494206206,0,0.0713624862722751,0,0,-4.33680868994202e-19,0,0.00896840009651204,0,0,0,0,0.0077063203425592,0,0,0,0,0,0,0.0263029646717395,0,0.0506487275198085,0,0,0,0,0,0,0,0,0.002989763544254,0.0168970664902124,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293343828737795,0,0,0.412178882026453,0,0,0.0690885570225167,0,-0.00168007309445189,0,0,0,0,0,0,0,0,0.0285108157473811,0,0,0,0.136035890589848,0,0,0,0.0860190569756549,0,0,0,0,0,0,0,0,0,0,0,0.00126041100303405,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200485542091904,0.0174658195047983,0,0.0195490615949964,0,0,0,0,0,0,0,0,0,0,0.0345647302152453,0,0,0,0,0,0.00731015086124173,0.0648483281516311,-0.000805982341039952,0,0,0,0,0,0,0.159654059817433,0,0,0.0218024799205263,0,0,0,0,0,0
X600585.SH,0,0.193418374269529,0,0,0,0,0,0,0,0,0,0,0.027209775976085,0,0,-0.0268263985446419,0,0,0,0.0146325325426922,-1.73472347597681e-18,0,0.0547772655743672,0.205247598078571,0,0,0,0,0.120075111865776,0,0.0346025442903118,0,-4.33680868994202e-19,0.0258606917201719,0,0,0,0,0,0.082415406977606,0,0,0,0,0,0,0,0.0558833043001027,0,0,-0.00713675654485102,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.155229458933131,0,0,0,0.045580914875972,0,0,0.0308326792424928,0.0544174985822691,0,0.117908732128373,0,0,0,0,0.0978908358440005,0,0,0,0,0,0,0.0698879631927357,0,0,0,0,0,0,0.0760658992535969,0,0.032074100122268,0,0,0.0302352712063203,0,0,0,0,0,0,0.00179872398736614,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0402052699239728,0,0,0,0.0640236471106382,0,0.0465955150130263,0,0.0280092303011703,0,0,0,0.0109538721518878,0.0733275497530404,0.0168286965195885,0,0.0463868255191459,0,0,0,0,0,0,0,0,0,0.0581932453309712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0020439928616553,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.00990554124772199,0,0,0,0.15176397145075,0.0153716658217481,0.0184977086961939,0,0,0,0.163963452037105,0,0.0126951513193456,0,0,0,0,0,0,0,0,0,0,0.180577012888606,0,0,0,0,0,0.1550712775525,0.0464597706486849,0,0,0,0,0,0,0,0,0,0.00340563076349065,0.00285321665721897,0,0,0,0,0,0
