,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600010.SH,X600362.SH,X600111.SH,X000786.SZ,X600176.SH,X600011.SH,X601600.SH,X601898.SH,X600886.SH,X600426.SH,X000301.SZ,X002466.SZ,X600188.SH,X600352.SH,X600801.SH,X601991.SH,X002080.SZ,X600219.SH,X002353.SZ,X600795.SH,X600489.SH,X600803.SH,X600688.SH,X000932.SZ,X000027.SZ,X600299.SH,X600486.SH,X600516.SH,X000898.SZ,X601168.SH,X600027.SH,X000723.SZ,X600295.SH,X300037.SZ,X600157.SH,X601992.SH,X000807.SZ,X600315.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.173734032078283,0,0,0,0.0140955606086713,0,0,0,-0.024717433938665,0,0,0,0.0183562831945067,0,0,0,0.0389933964600734,0,0,0.0251613870179138,0,0,0,0,0,0,0,0.00841897394203974,0.0584055861477661,0,0,0,0,0,0,0,0,0,0,0.0565011164866467,0,0,0,0,0,0,0,0,0,0,-0.00290083299201173,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0117054965966124,0,0,0.0842008221106332,0,0,0,0,0,0,0,0,0,0,0.0590613661426841,0,0,0.0481799559405121,0,0.0196310634903658,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0139277493322587,0,0,0,0,0,0,0,-0.0188168210906049,-0.0546775568524843,0,0,1.35525271560688e-20,0,0.111792254308331,0,-0.00377912128842045,-0.0195200113754713,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0108049742490561,0.133711379975639,0,0,0,0,0,0,0,0,0,0.361664225292887,0,0,0,0,0.134603367402197,0,0,0,0.0783190864133062,0,0,0,0,-0.0252850991174794,0,0,0,0,-0.134401015545128,0.0308498748391041,-0.00573186860720668,0.206046187378258,0,0,0.0507153595854322,-0.191089093900141,0,0,0,0,0,0,0.00110366154625303,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.264460159127972,0,0,0,0,0.0132351351344125,0,0,0,0,0,0,0,0.0757662668434962,0.158985510120149,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314321766702789,0,0.0992708889275071,0,0,0.063459408887441,0,0.185844398583529,0,0,0,0,0,0.154234219033192,0,0,0,-0.0209843871161599,0,0,0,0.19149244683769,0,0
X600585.SH,0,0,0,0.0542225984951665,0,0,0,0,0.0211162583257099,0,0,0,0.0368129801832129,0,0,0,0,0,0,0,0,0,0,0,0,0.25162623634692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849608477414592,0,0,-0.056676726770993,-0.117898250640666,0,0,0,0.000130059782023592,0,-0.0238168267242384,-0.00524749794875538,0,0,0,0,0.0101205001361321,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0332312739379083,0,0,0,0,0,0.206896339453887,0,0,0,0,0,0,0,0,-0.0137624540156024,0,0,0,0,0.0352069746481631,0,0,0,0,0,0,0.463933563711179,0,0,0,0,0.156682317410209,0,0,0,0.168432236311087,0,0,0,0,0,0,-0.0388228400474938,-0.011027834584404,0,0,0,0,0.0784124304781957,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0347979064341712,0,0,0,0.261153101325131,-0.867705827583135,0,0,0,0,0,0,0,0,0,-0.327975370136143,0,0,0,-0.0893035491450557,0.189278206692746,0,0,0,0,0,0,0.199770220033364,0.268248676467436,-0.0803958093764598,0.0950193099208771,0.195149637651656,0,0,0,-0.113188129916826,0,0,-0.0792336274092065,0,0,0,0,-0.0562302370934473,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.335798134365969,0,0,0,0,0.0167188538972685,0,0.445587078846959,0,0,0,0,0,0.161484907481689,0.0751815608926031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469825455858954,0,0.112423596471664,-1.38777878078145e-17,0,0,0,-0.0754870417156373,0,0,0,-0.0169337475900723,0.0226942479806696,0,0,0,-0.0693588455845211,0,0
X600660.SH,0,0,0,0,0,0,0,0.122096438867656,0,0.191025997220387,0,0,0,0,0,0,0,0,0,0,0,0.044170335064931,0,0,0,0,0,0,0.0167829499910859,0,0,-0.0511050012274478,0.0635602395874761,0,0,0,0,0.151844285402217,0,0,0,0,-0.0777932056796048,0,0.140491853932865,0,0,0,0,0,0,-0.0257277539958958,0,0,0,0,0.0180232176575334,0,0
X002271.SZ,0,0,0,0.131839893336405,0,-0.251556345556813,0,0,0.180233856266468,0,0,0,0,0,0,0.125435394365006,0,0,0,0,0.0154960971556815,0,0,0,0.0286368087950279,0,0,0,0.120615301187464,0,0,-0.0548727442703384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151352359833563,0,0,0,0,-0.0440422958024572,0,0,0,0.0390075208020911,0,0
