,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600352.SH,X000723.SZ,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X601992.SH,X600801.SH,X600027.SH,X000898.SZ,X600111.SH,X600176.SH,X600516.SH,X000786.SZ,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X600299.SH,X000629.SZ,X600489.SH,X600219.SH,X601158.SH,X002110.SZ,X000990.SZ,X600808.SH,X000883.SZ,X000553.SZ,X000630.SZ,X600985.SH,X000027.SZ,X600157.SH,X000825.SZ,X600583.SH,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00853861824656206,0,0,0,0.0636619988599998,0,0,0,0,0,0,0,0,0,0,0,0.0339998035434256,0,0,0.0296343910396951,0,0,0,0,0,0.0653330960540776,0,0,0,0,0,0,0,0,0,0,0,0,0.138315181292563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.172086359703429,0,0,0.0338321956724138,0,0,0,0.0568415363444988,0,0.00958782927727901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414932089819805,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,3.46944695195361e-18,0,0.0774776498414061,0.100420699102042,0,0,0.0019613798365534,-0.016957055019417,0,0,0,0,0,0
X601088.SH,0,0,0,0.178925410024016,0,0,0,0,0,0.0771615367854715,0,-0.192638127150076,0,0,0,0,0.0955662207736982,0,0,0,0,0.194730705878669,0,0,0,0,0,0.0113039977812854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590938404528117,0,0,0.0173058236401721,0,0,0.0107192322369474,-0.0314217147295238,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.186319102174754,0,0,0,0,0,-0.024663064117206,0,0,0,0,0,0,0,0,0,0.503947985216775,0,0,0,0,0,0,0,0,0,0,-0.0406446742815788,0,0,0,0,0,-0.00749706582388903,0,0,0,0,0,0,-0.0101936550511948,0,0,0,0,0.00583118843176864,-0.0157930573685344,0,0,0,0,-0.00237008255175139,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0337569296327917,0,0,0.0587269419000859,0,0,0,0.0396216260582201,0,0,0,0,0.178371263694889,0,0,0,0,0,0.0372193093999163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781135338790285,0,0.12231804816944,0,0,0,0,0,0.0094236825082395,-0.00759795336656794,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0845069808931497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12676966393809,0,0,0,0,0,0,0,0,0,0.354516651689207,0.160103874671347,0,0,0,-0.0205266495490325,0,0,0,0,0,0,0,0,-0.00361091595152742,0,0,0,0,-0.019735088253653,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00403925669458515,0,0,0,0,0,0,0,0,0,0.383270331000975,0,0,0,0,0.0585301329592113,0,0,0,0,0,0,0,0.016909059185915,0,0,-0.0943002778964563,0,0,0,0.0518176704744192,0.038655842489739,0,0.00927651103538636,0,0,0,0,0,0,0,0,0,0,0.0390603187929221,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264956115937699,0,2.16840434497101e-19,0,0,0,0.0347232709097465,0,0,0.0322839539664025,0,0.277191213908632,0,0,0,0,0,0,0,0,0,0.127361850059274,0,0,0,0,0,0,-0.048725693237378,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149966462553396,0,0,0,0,0,0,0,0,0,0,0,-0.0171477446307258,0,0,0,0,0,0,0,0.109236794795513,0,0.370304155495714,0,0,0,0.012799449299538,0,0,0.0257905050344983,0,0,-0.0305363330888944,0.115197758376652,0,0,0,0,0,-0.00137998247954914,0,0,0,0,0.025154908516887,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0241288032851208,0,0,0,0,0,0,0.0308855880847801,0,0,0,0,0.270489998256618,0,0.0140940054072191,0,0,0,0,0,0,0,0,0.253010881536106,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0359801839745449,0,0,0.14607846823111,0,0,-0.0147992626810268,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,-0.01559207832259,0,0,0,0,0.238089986610769,0,0,0.0905162520838328,0,0.0476065495233002,0,0,0.104986883916938,0,-1.73472347597681e-18,0,0,0,0,0.0620585876300283,0,0,0,0,0,0,0,0,0,0,0,0.0219734762679469,0,0.0424476909295041,0,0,0,0,0,-0.0235307628007546,0,0,0,0,-0.0135620709171617,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.071596175940828,0,0,0,0.114643347235639,0,0,0,0,0,0,0,0,0.194679911045767,0,0,0,0,-0.188409327920208,0.319811032121179,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.140950393376362,0.325748190447866,0,0,-0.151592318821571,0,0,0,0,0,-0.120602529914517,0.27886947889032,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.426444581274568,0,0,0,0,0,0,0.294952241332273,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267077947845426,0.262011426625241,6.93889390390723e-18,8.67361737988404e-19,0,0.0953562301832419,0.68992135913509,0,0,0,0,0,0.1214450983035,0,0,0,0,0,-0.0388486153002694,0,0.0982469732073066,0,0,0,0,0,0.00426896155075032,0,0,0,0,-0.0965370378798341,0,0
X601991.SH,0,0,0,0,0,0,0,0.0761573711707979,0,0,0,0,0,0,0,0,0,0,0,0.00635982093678684,0.0441950607592126,0,0,0,0.0643827777758463,0,0,0,0,0,0,0,0,0.105461157083281,0,0.119918127392218,0,0,0,0,0,0.023237324618574,0,0,0,0.0637393566705768,0.00877516921796502,0,0.0486466273849725,0,0,-0.00204876778895981,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0313890804152738,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0775320679999568,0,0.0620429612751739,0.164288026683764,0,0.128212689283839,0,0,0,0,0.00523312805734648,0,0,0,0,0,0,0,0,0,0,0,0,0.0294790022782503,0,0,0,0,0,0,0,0,0,0,-0.00240434628162499,0,0
X600688.SH,0,0,0.0222540947152787,0,0,0.103851047183732,0,0.0718706873016694,0,0,0,0,-0.0064933143687918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161731214187988,0,0,0,0,0,0,0,0.135719904740811,0,0,0.015933907269257,0,0,0.0608482237778319,0,0,0,0,0,0,-0.0319701386159231,0,0,0,-0.0266263515991155,0,0
X600188.SH,0,0,0,0,0,0,0,0.0489795095207652,0,0,0,0,0.0448573467383183,0,0,0,0,0,0,0.129685139033843,0,0,0,0,0,0,0,0,0,0,0.135825864345602,0,0,0,0,0,0,0.0380741796954231,0,0,0,0,0,0,0,0.112204438294065,0,0,0.0776351964346421,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,-0.011392439445671,0,0,0,0,0,0,0,0,0,0,0,0,0.0113505879068329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755918998276118,0,0,0,0,0.0578042776405582,0.0918907806222414,0.0376833122366366,0,0,0,0,0,-0.0152569132683151,0.02168836107009,0,0,0,0.00664458207027077,0,0
X600795.SH,0,0,0,0,0,0,0,0.0798964321361555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907543122921041,0,0,0,0,0,0,0,0,0,0,0.228688734461369,0,0,0,0,0,0,0,0.0447744818362413,0.149461115223098,0.0265808354515535,0,0,0,0,0,-0.0266976925969911,-0.0126738119035652,0,0,0,0.000736367960227079,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.311088605917372,0,0,0.0622361292159197,0,0,0,0,0,0,0,0,0.0976488922160175,0,0,0.159818947992006,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.04277336730153,0,0,0,0,0,0,0.0445359437103323,0,0.0724555241609374,0.00403598817122134,0,0,-0.0088206615380665,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106225402310349,0,0,0,0,0,0,0,0,0,0,0,0.112635084755863,0.0714474845334955,0,0,0,0,0,0.0806075546556931,0,0,0,0,0,0,0.14533195503449,0.0422495884997626,0.266521476627811,0,0,0.0364068572166952,-0.00033053114183702,0,0,0,0,-0.00656838084538445,0,0
X600801.SH,0,0,0,0.442605023366719,0,0,0,0,0,0,0,0.031742258714633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216347685246068,0.0230684565528862,0,0,0,0,0,0,0,0,0,0,0.0371231172535197,0,0,0,0,0.0167616117571008,0,0,0,0,0.118984258301305,0,0,-2.16840434497101e-19,0,0,0,0,-0.0817556190703422,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.260715632515572,0,0,0,0,0,0,0,0.138184135489825,0,0,0,0,0,0.0496736232054913,0,0,0,0,-0.0385437928130075,0,0.0485580067720858,0,0.158630220369344,0,0,0,-0.0192857712401659,-0.0846564471887854,0,0,0,-1.73472347597681e-18,0,0
